International Designator,NORAD Catalog Number,Name,Period (minutes),Inclination (degrees),Apogee Height (km),Perigee Height (km),Eccentricity,Latest Data,GP Age (days)
2023-042U,56004,STARLINK-5787,95.84,43.00,560,558,0.0001486,,0.63
2023-042V,56005,STARLINK-5801,95.84,43.00,560,558,0.0001246,,0.69
2023-042W,56006,STARLINK-5794,95.84,43.00,560,558,0.0001214,,0.97
2023-042X,56007,STARLINK-5806,95.84,43.00,560,558,0.0000877,,1.70
2023-042Y,56008,STARLINK-5803,95.84,43.00,560,558,0.0001487,,0.98
2023-042Z,56009,STARLINK-5964,95.84,43.00,560,558,0.0001409,,0.64
2023-042AA,56010,STARLINK-5968,95.84,43.00,560,558,0.0001403,,0.64
2023-042AB,56011,STARLINK-5936,95.84,43.00,560,558,0.0001500,,0.84
2023-042AC,56012,STARLINK-5940,95.84,43.00,560,558,0.0001271,,1.30
2023-042AD,56013,STARLINK-5941,95.84,43.00,560,558,0.0001599,,0.71
2023-042AE,56014,STARLINK-5942,95.84,43.00,560,558,0.0001441,,0.65
2023-042AF,56015,STARLINK-5939,95.84,43.00,560,558,0.0001430,,1.04
2023-042AG,56016,STARLINK-5943,95.84,43.00,560,558,0.0001144,,0.60
2023-042AH,56017,STARLINK-5934,95.84,43.00,560,558,0.0001530,,1.32
2023-042AJ,56018,STARLINK-5945,95.84,43.00,560,558,0.0001150,,0.59
2023-042AK,56019,STARLINK-5949,95.84,43.00,560,558,0.0001087,,1.31
2023-042AL,56020,STARLINK-5912,95.84,43.00,560,558,0.0001246,,1.32
2023-042AM,56021,STARLINK-5907,95.84,43.00,560,558,0.0001117,,0.65
2023-042AN,56022,STARLINK-5783,95.84,43.00,560,558,0.0001424,,0.60
2023-042AP,56023,STARLINK-5771,95.84,43.00,560,558,0.0001065,,0.60
2023-042AQ,56024,STARLINK-5772,95.84,43.01,560,558,0.0001089,,0.55
2023-042AR,56025,STARLINK-5766,95.84,43.00,560,559,0.0000793,,1.30
2023-042AS,56026,STARLINK-5770,95.84,43.00,560,558,0.0001437,,0.61
2023-042AT,56027,STARLINK-5777,95.84,43.00,561,557,0.0002594,,1.00
2023-042AU,56028,STARLINK-5779,95.84,43.00,560,558,0.0001623,,1.28
2023-042AV,56029,STARLINK-5774,95.84,43.00,560,558,0.0001195,,0.61
2023-042AW,56030,STARLINK-5781,95.84,43.00,560,558,0.0001356,,0.62
2023-042AX,56031,STARLINK-5785,95.84,43.00,560,558,0.0001363,,0.62
2023-042AY,56032,STARLINK-5786,95.84,43.00,560,558,0.0000976,,0.63
2023-042AZ,56033,STARLINK-5784,95.84,43.00,560,558,0.0001167,,0.63
2023-042BA,56034,STARLINK-5782,95.84,43.00,560,558,0.0001482,,0.83
2023-042BB,56035,STARLINK-5792,95.84,43.00,560,558,0.0001028,,1.29
2023-042BC,56036,STARLINK-5790,95.84,43.00,560,558,0.0001053,,0.63
2023-042BD,56037,STARLINK-5758,95.84,43.00,560,558,0.0001440,,0.67
2023-042BE,56038,STARLINK-5793,95.84,43.00,560,558,0.0001142,,0.63
2023-042BF,56039,STARLINK-5795,95.84,43.00,560,558,0.0001171,,0.68
2023-042BG,56040,STARLINK-5798,95.84,43.00,560,558,0.0000998,,0.61
2023-042BH,56041,STARLINK-5800,95.84,43.00,560,558,0.0001405,,0.68
2023-046A,56093,STARLINK-6102,94.55,43.00,498,496,0.0001500,,0.47
2023-046B,56094,STARLINK-6109,95.84,43.00,560,558,0.0001030,,1.20
2023-046C,56095,STARLINK-6090,95.84,43.00,560,558,0.0001184,,0.99
2023-046D,56096,STARLINK-6089,95.84,43.00,560,558,0.0001864,,1.00
2023-046E,56097,STARLINK-6077,95.84,43.00,560,558,0.0001616,,1.47
2023-046F,56098,STARLINK-6088,95.84,43.00,560,558,0.0001204,,1.20
2023-046G,56099,STARLINK-6093,95.84,43.01,560,558,0.0001144,,1.01
2023-046H,56100,STARLINK-6076,95.84,43.01,560,558,0.0001530,,1.21
2023-046J,56101,STARLINK-6095,95.84,43.00,560,558,0.0001272,,0.61
2023-046K,56102,STARLINK-6075,95.80,43.00,558,556,0.0001276,,1.01
2023-046L,56103,STARLINK-6096,95.84,43.00,560,558,0.0001460,,0.68
2023-046M,56104,STARLINK-6062,95.84,43.00,560,558,0.0001234,,0.68
2023-046N,56105,STARLINK-6066,95.84,43.00,560,559,0.0000825,,0.96
2023-046P,56106,STARLINK-6078,95.84,43.00,560,558,0.0001302,,1.22
2023-046Q,56107,STARLINK-6030,95.84,43.00,560,558,0.0001057,,0.97
2023-046R,56108,STARLINK-6081,95.84,43.00,560,558,0.0001099,,1.42
2023-046S,56109,STARLINK-6083,95.84,43.00,560,558,0.0001430,,0.96
2023-046T,56110,STARLINK-6082,95.84,43.00,560,558,0.0001168,,0.96
2023-046U,56111,STARLINK-6084,95.84,43.00,560,558,0.0001026,,0.58
2023-046V,56112,STARLINK-6080,95.84,43.01,560,558,0.0001374,,0.97
2023-046W,56113,STARLINK-6113,95.84,43.00,560,558,0.0001308,,0.98
2023-046X,56114,STARLINK-6103,95.84,43.00,560,559,0.0000745,,0.97
2023-046Y,56115,STARLINK-6101,95.84,43.00,560,558,0.0001233,,0.99
2023-046Z,56116,STARLINK-6114,95.84,43.01,560,558,0.0001028,,0.58
2023-046AA,56117,STARLINK-6107,95.84,43.00,559,559,0.0000457,,0.47
2023-046AB,56118,STARLINK-6105,95.84,43.01,560,558,0.0001280,,0.98
2023-046AC,56119,STARLINK-6091,95.84,43.00,560,558,0.0001222,,1.26
2023-046AD,56120,STARLINK-6079,95.84,43.00,560,558,0.0000928,,0.72
2023-046AE,56121,STARLINK-6092,95.84,43.00,560,558,0.0000892,,0.65
2023-046AF,56122,STARLINK-6094,95.84,43.00,560,558,0.0001127,,1.38
2023-046AH,56123,STARLINK-6115,95.84,43.00,559,559,0.0000583,,0.47
2023-046AJ,56124,STARLINK-6126,95.84,43.00,560,558,0.0001571,,1.25
2023-046AK,56125,STARLINK-6119,95.84,43.01,560,558,0.0001304,,1.00
2023-046AL,56126,STARLINK-6124,95.84,43.00,560,558,0.0001195,,0.47
2023-046AM,56127,STARLINK-6104,95.84,43.00,560,558,0.0001153,,1.28
2023-046AN,56128,STARLINK-6122,95.84,43.00,560,558,0.0001391,,0.46
2023-046AP,56129,STARLINK-6121,95.84,43.00,560,558,0.0001232,,0.61
2023-046AQ,56130,STARLINK-6117,95.84,43.01,560,558,0.0001027,,0.47
2023-046AR,56131,STARLINK-6120,95.84,43.00,560,558,0.0001040,,1.02
2023-046AS,56132,STARLINK-6071,95.84,43.00,560,558,0.0001597,,1.01
2023-046AT,56133,STARLINK-5566,95.84,43.00,560,558,0.0001429,,1.02
2023-046AU,56134,STARLINK-5564,95.84,43.00,560,558,0.0000917,,1.01
2023-046AW,56136,STARLINK-5489,95.84,43.01,560,558,0.0001474,,1.02
2023-046AX,56137,STARLINK-5090,95.84,43.00,560,558,0.0001317,,0.51
2023-046AY,56138,STARLINK-4774,95.84,43.00,560,558,0.0001556,,1.02
2023-046BA,56140,STARLINK-5375,95.84,43.00,560,558,0.0001381,,1.03
2023-046BB,56141,STARLINK-5377,95.84,43.00,560,558,0.0001183,,1.04
2023-046BC,56142,STARLINK-5376,95.84,43.00,560,558,0.0001011,,1.03
2023-046BD,56143,STARLINK-5016,95.84,43.00,560,558,0.0001454,,0.71
2023-046BE,56144,STARLINK-5374,95.84,43.00,560,558,0.0001299,,1.03
2023-046BG,56146,STARLINK-5111,95.84,43.00,560,558,0.0001682,,0.71
2023-046BH,56147,STARLINK-5140,95.84,43.00,560,558,0.0001363,,0.67
2023-046BJ,56148,STARLINK-5089,95.84,43.00,560,558,0.0001187,,0.53
2023-056B,56287,STARLINK-30107,95.84,43.00,560,558,0.0001112,,1.08
2023-056C,56288,STARLINK-30106,95.84,43.00,560,558,0.0001309,,0.52
2023-056D,56289,STARLINK-30095,95.84,43.00,560,558,0.0000995,,0.62
2023-056E,56290,STARLINK-30103,95.84,43.00,560,558,0.0000963,,0.86
2023-056F,56291,STARLINK-30113,95.84,43.00,560,558,0.0001285,,0.85
2023-056G,56292,STARLINK-30098,95.84,43.01,560,558,0.0001350,,0.86
2023-056H,56293,STARLINK-30090,95.84,43.01,560,558,0.0000979,,0.87
2023-056J,56294,STARLINK-30049,95.84,43.00,560,558,0.0001236,,0.87
2023-056K,56295,STARLINK-30083,95.84,43.00,560,558,0.0001038,,1.14
2023-056L,56296,STARLINK-30089,95.84,43.00,560,558,0.0001244,,0.61
2023-056M,56297,STARLINK-30086,95.84,43.01,560,558,0.0000914,,0.49
2023-056N,56298,STARLINK-30109,95.84,43.00,560,559,0.0000603,,1.08
2023-056P,56299,STARLINK-30108,95.84,43.00,560,558,0.0001267,,1.18
2023-056Q,56300,STARLINK-30104,95.84,43.00,560,558,0.0001620,,0.86
2023-056R,56301,STARLINK-30101,95.84,43.00,560,559,0.0000802,,0.83
2023-056S,56302,STARLINK-30111,95.84,43.01,560,558,0.0001301,,0.84
2023-056U,56304,STARLINK-30099,95.84,43.00,560,558,0.0001312,,0.84
2023-056V,56305,STARLINK-30094,95.84,43.00,559,559,0.0000343,,0.85
2023-056W,56306,STARLINK-30112,95.84,43.00,560,558,0.0001165,,0.84
2023-058A,56317,STARLINK-6038,95.92,97.65,563,563,0.0000471,,0.92
2023-058B,56318,STARLINK-5954,95.92,97.66,564,562,0.0000753,,1.06
2023-058C,56319,STARLINK-6039,95.92,97.65,564,562,0.0001304,,1.06
2023-058D,56320,STARLINK-5988,95.92,97.65,563,563,0.0000432,,0.92
2023-058E,56321,STARLINK-5876,95.92,97.66,565,561,0.0003044,,0.60
2023-058F,56322,STARLINK-6033,95.92,97.65,564,562,0.0000803,,0.66
2023-058G,56323,STARLINK-6035,95.92,97.65,565,561,0.0002839,,0.67
2023-058H,56324,STARLINK-6034,95.92,97.65,564,562,0.0001093,,1.06
2023-058J,56325,STARLINK-5981,95.92,97.66,564,562,0.0001072,,0.87
2023-058K,56326,STARLINK-5980,95.92,97.65,564,562,0.0001292,,1.06
2023-058L,56327,STARLINK-5997,95.92,97.66,564,562,0.0001651,,0.75
2023-058M,56328,STARLINK-5992,95.92,97.66,564,562,0.0001476,,0.87
2023-058N,56329,STARLINK-5984,95.92,97.66,564,562,0.0001472,,0.88
2023-058P,56330,STARLINK-5967,95.92,97.66,564,562,0.0001573,,0.67
2023-058Q,56331,STARLINK-5991,95.92,97.66,564,562,0.0001369,,0.68
2023-058R,56332,STARLINK-5093,95.92,97.66,564,562,0.0001482,,0.67
2023-058S,56333,STARLINK-5553,95.92,97.66,564,562,0.0001718,,0.75
2023-058T,56334,STARLINK-5548,95.92,97.66,564,562,0.0001322,,0.75
2023-058U,56335,STARLINK-5559,95.92,97.66,564,562,0.0002113,,0.62
2023-058V,56336,STARLINK-5562,95.92,97.66,564,562,0.0001504,,0.74
2023-058W,56337,STARLINK-5561,95.92,97.66,564,562,0.0001744,,0.62
2023-058X,56338,STARLINK-5554,95.92,97.66,565,561,0.0002540,,0.75
2023-058Y,56339,STARLINK-5552,95.92,97.66,565,561,0.0002895,,0.63
2023-058Z,56340,STARLINK-5540,95.92,97.66,565,561,0.0002312,,0.75
2023-058AA,56341,STARLINK-5543,95.92,97.66,565,561,0.0002290,,0.89
2023-058AB,56342,STARLINK-5955,95.92,97.66,565,561,0.0003012,,0.49
2023-058AC,56343,STARLINK-5976,95.92,97.66,566,560,0.0003960,,0.70
2023-058AD,56344,STARLINK-5974,95.92,97.66,565,561,0.0002802,,0.76
2023-058AE,56345,STARLINK-5979,95.92,97.65,566,560,0.0004579,,0.63
2023-058AF,56346,STARLINK-5837,95.92,97.66,566,560,0.0003810,,0.50
2023-058AG,56347,STARLINK-5829,95.92,97.65,566,560,0.0004838,,0.77
2023-058AH,56348,STARLINK-5888,95.92,97.66,565,561,0.0003005,,0.76
2023-058AJ,56349,STARLINK-5887,95.92,97.65,565,560,0.0003487,,0.91
2023-058AK,56350,STARLINK-5886,95.92,97.65,565,561,0.0003209,,0.91
2023-058AL,56351,STARLINK-5891,95.92,97.65,565,561,0.0002764,,0.91
2023-058AM,56352,STARLINK-5885,95.92,97.65,565,561,0.0003493,,0.90
2023-058AN,56353,STARLINK-5874,95.92,97.65,564,562,0.0001063,,0.92
2023-058AP,56354,STARLINK-5877,95.92,97.65,566,560,0.0004501,,0.70
2023-058AQ,56355,STARLINK-5533,95.92,97.65,564,562,0.0001908,,0.91
2023-058AR,56356,STARLINK-5535,95.92,97.65,565,561,0.0002445,,0.65
2023-058AS,56357,STARLINK-5538,95.92,97.65,564,562,0.0001934,,0.65
2023-058AT,56358,STARLINK-5482,95.92,97.65,565,561,0.0003045,,0.91
2023-058AU,56359,STARLINK-5551,95.92,97.65,564,562,0.0001497,,0.92
2023-058AV,56360,STARLINK-5549,95.92,97.65,564,562,0.0001835,,0.92
2023-058AW,56361,STARLINK-5550,95.92,97.65,564,562,0.0001322,,0.92
2023-058AX,56362,STARLINK-5972,95.92,97.65,563,563,0.0000690,,1.05
2023-061A,56374,STARLINK-6156,95.84,43.01,560,558,0.0001070,,0.89
2023-061B,56375,STARLINK-6158,95.84,43.01,559,559,0.0000348,,0.89
2023-061C,56376,STARLINK-6188,95.84,43.00,560,558,0.0000912,,0.51
2023-061D,56377,STARLINK-6189,95.84,43.00,560,558,0.0001094,,0.90
2023-061E,56378,STARLINK-6191,95.84,43.00,560,558,0.0000906,,1.24
2023-061F,56379,STARLINK-6157,95.84,43.00,560,559,0.0000811,,1.11
2023-061G,56380,STARLINK-6161,95.84,43.00,560,558,0.0001214,,0.90
2023-061H,56381,STARLINK-6159,95.84,43.00,560,559,0.0000764,,0.90
2023-061J,56382,STARLINK-6160,95.84,43.00,559,559,0.0000571,,0.58
2023-061K,56383,STARLINK-6166,95.84,43.01,560,558,0.0001331,,0.51
2023-061L,56384,STARLINK-6153,95.84,43.00,560,558,0.0001184,,0.85
2023-061M,56385,STARLINK-6173,95.84,43.01,560,558,0.0001729,,0.52
2023-061N,56386,STARLINK-5836,95.84,43.01,561,557,0.0002238,,0.86
2023-061P,56387,STARLINK-6178,95.84,43.00,560,558,0.0001146,,0.52
2023-061Q,56388,STARLINK-6176,95.84,43.00,560,558,0.0001086,,0.87
2023-061R,56389,STARLINK-6145,95.84,43.00,560,558,0.0001036,,0.52
2023-061S,56390,STARLINK-6300,95.84,43.00,560,558,0.0000847,,0.93
2023-061T,56391,STARLINK-6298,95.84,43.01,560,558,0.0001512,,0.86
2023-061U,56392,STARLINK-6301,95.84,43.00,560,558,0.0001171,,0.53
2023-061V,56393,STARLINK-6303,95.84,43.01,560,558,0.0001147,,0.53
2023-061W,56394,STARLINK-6305,95.84,43.00,560,558,0.0001301,,1.27
2023-061X,56395,STARLINK-6273,95.84,43.00,560,559,0.0000693,,0.60
2023-061Y,56396,STARLINK-6302,95.84,43.00,560,558,0.0001082,,0.61
2023-061Z,56397,STARLINK-6271,95.84,43.01,560,558,0.0001009,,0.93
2023-061AA,56398,STARLINK-6288,95.84,43.00,560,558,0.0001157,,0.55
2023-061AB,56399,STARLINK-6277,95.84,43.00,560,558,0.0000951,,0.61
2023-061AC,56400,STARLINK-6267,95.84,43.00,560,558,0.0001257,,0.89
2023-061AD,56401,STARLINK-6256,95.84,43.00,560,559,0.0000691,,0.95
2023-061AF,56403,STARLINK-6284,95.84,43.01,560,558,0.0001334,,0.62
2023-061AG,56404,STARLINK-6287,95.84,43.00,560,558,0.0001433,,0.90
2023-061AH,56405,STARLINK-6285,95.84,43.01,560,559,0.0000703,,0.89
2023-061AJ,56406,STARLINK-6283,95.84,43.00,560,559,0.0000817,,0.90
2023-061AK,56407,STARLINK-6282,95.84,43.00,560,558,0.0001357,,0.89
2023-061AL,56408,STARLINK-6289,95.84,43.00,560,558,0.0001511,,0.51
2023-061AM,56409,STARLINK-6241,95.84,43.00,560,558,0.0001011,,0.90
2023-061AN,56410,STARLINK-6281,95.84,43.00,560,559,0.0000697,,0.58
2023-061AP,56411,STARLINK-6279,95.84,43.00,560,558,0.0001383,,0.90
2023-061AQ,56412,STARLINK-6278,95.84,43.01,560,558,0.0001300,,0.52
2023-061AR,56413,STARLINK-6258,95.84,43.00,560,558,0.0001301,,0.91
2023-061AS,56414,STARLINK-5136,95.84,43.00,560,558,0.0000872,,0.92
2023-061AT,56415,STARLINK-6268,95.84,43.00,560,558,0.0001044,,0.52
2023-061AU,56416,STARLINK-6260,95.84,43.00,560,558,0.0001254,,0.61
2023-061AV,56417,STARLINK-6261,95.84,43.01,561,558,0.0002314,,0.59
2023-061AW,56418,STARLINK-5356,95.84,43.00,560,558,0.0000909,,0.62
2023-061AX,56419,STARLINK-5350,95.84,43.00,560,558,0.0001558,,0.93
2023-061AY,56420,STARLINK-6272,95.84,43.01,560,558,0.0001792,,0.96
2023-061AZ,56421,STARLINK-6270,95.84,43.01,560,558,0.0001844,,0.94
2023-061BA,56422,STARLINK-6236,95.84,43.00,560,558,0.0000850,,0.70
2023-061BB,56423,STARLINK-6239,95.84,43.00,559,559,0.0000476,,0.96
2023-061BC,56424,STARLINK-6242,95.84,43.00,560,558,0.0000957,,0.97
2023-061BD,56425,STARLINK-6224,95.84,43.00,560,558,0.0000936,,0.63
2023-061BE,56426,STARLINK-5352,95.84,43.00,560,558,0.0001375,,0.59
2023-061BF,56427,STARLINK-5724,95.84,43.00,559,559,0.0000155,,0.53
2023-061BG,56428,STARLINK-6238,95.84,43.00,560,558,0.0001048,,1.18
2023-061BH,56429,STARLINK-6264,95.84,43.00,560,558,0.0001113,,0.65
2023-064A,56448,STARLINK-5990,96.11,70.00,574,570,0.0002924,,0.57
2023-064B,56449,STARLINK-5993,96.11,70.00,574,570,0.0002962,,1.28
2023-064C,56450,STARLINK-5970,96.11,70.00,574,570,0.0002932,,0.57
2023-064D,56451,STARLINK-5985,96.11,70.00,574,570,0.0002879,,0.62
2023-064E,56452,STARLINK-5986,96.11,70.00,574,570,0.0003070,,0.96
2023-064F,56453,STARLINK-5935,96.11,70.00,574,570,0.0002823,,0.63
2023-064G,56454,STARLINK-5959,96.11,70.00,574,570,0.0002889,,0.58
2023-064H,56455,STARLINK-5987,96.11,70.00,575,570,0.0003558,,1.25
2023-064J,56456,STARLINK-5995,96.11,70.00,574,570,0.0003052,,0.57
2023-064K,56457,STARLINK-5994,96.11,70.00,574,570,0.0002761,,0.98
2023-064L,56458,STARLINK-6050,96.11,70.00,574,570,0.0002783,,0.57
2023-064M,56459,STARLINK-6048,96.11,70.00,574,570,0.0002840,,0.60
2023-064N,56460,STARLINK-6047,96.11,70.00,574,570,0.0003109,,0.86
2023-064P,56461,STARLINK-6037,96.11,70.00,574,570,0.0003046,,0.94
2023-064Q,56462,STARLINK-6045,96.11,70.00,574,570,0.0002913,,0.52
2023-064R,56463,STARLINK-6051,96.11,70.00,574,570,0.0002737,,0.97
2023-064S,56464,STARLINK-6043,96.11,70.00,574,570,0.0002854,,0.59
2023-064T,56465,STARLINK-6054,96.11,70.00,574,570,0.0003106,,0.51
2023-064U,56466,STARLINK-6053,96.11,70.00,574,570,0.0003203,,0.60
2023-064V,56467,STARLINK-6055,96.11,70.00,574,570,0.0002762,,0.58
2023-064W,56468,STARLINK-5998,96.11,70.00,574,570,0.0002929,,0.61
2023-064X,56469,STARLINK-5518,96.11,70.00,574,570,0.0002804,,1.04
2023-064Y,56470,STARLINK-5523,96.11,70.00,574,570,0.0002914,,1.31
2023-064Z,56471,STARLINK-5521,96.11,70.00,574,570,0.0002924,,0.99
2023-064AA,56472,STARLINK-5038,96.11,70.00,574,570,0.0002856,,0.99
2023-064AB,56473,STARLINK-5486,96.11,70.00,574,570,0.0002973,,0.60
2023-064AC,56474,STARLINK-5524,96.11,70.00,574,570,0.0002821,,1.37
2023-064AD,56475,STARLINK-5541,96.11,70.00,574,570,0.0002613,,0.48
2023-064AE,56476,STARLINK-5545,96.11,70.00,574,570,0.0003140,,0.59
2023-064AF,56477,STARLINK-5534,96.11,70.00,574,570,0.0002796,,0.48
2023-064AG,56478,STARLINK-6041,96.11,70.00,574,570,0.0002877,,0.47
2023-064AH,56479,STARLINK-6044,96.11,70.00,574,570,0.0002873,,1.03
2023-064AJ,56480,STARLINK-6214,95.56,70.00,548,543,0.0003420,,0.49
2023-064AK,56481,STARLINK-6222,96.11,70.00,574,570,0.0003036,,0.49
2023-064AL,56482,STARLINK-6220,96.11,70.00,574,570,0.0003212,,0.61
2023-064AM,56483,STARLINK-5868,96.11,70.00,574,570,0.0002826,,0.48
2023-064AN,56484,STARLINK-6221,96.11,70.00,574,570,0.0002749,,1.02
2023-064AP,56485,STARLINK-6210,96.11,70.00,574,570,0.0002900,,1.03
2023-064AQ,56486,STARLINK-6201,96.11,70.00,574,570,0.0002902,,0.49
2023-064AR,56487,STARLINK-6196,96.11,70.00,574,570,0.0002769,,0.51
2023-064AS,56488,STARLINK-6204,96.11,70.00,574,570,0.0003312,,0.54
2023-064AT,56489,STARLINK-5923,96.11,70.00,574,570,0.0003185,,0.62
2023-064AU,56490,STARLINK-5873,96.11,70.00,574,571,0.0002228,,1.07
2023-064AV,56491,STARLINK-5842,96.11,70.00,574,570,0.0003010,,0.76
2023-064AW,56492,STARLINK-5846,96.11,70.00,574,570,0.0002975,,0.63
2023-064AX,56493,STARLINK-5841,96.11,70.00,574,570,0.0003430,,1.15
2023-064AY,56494,STARLINK-5530,96.11,70.00,574,570,0.0003146,,0.49
2023-064AZ,56495,STARLINK-5529,96.11,70.00,574,570,0.0003063,,0.77
2023-064BA,56496,STARLINK-5526,96.11,70.00,574,570,0.0002891,,0.51
2023-064BB,56497,STARLINK-5527,96.11,70.00,574,570,0.0003195,,0.58
2023-064BC,56498,STARLINK-5522,96.11,70.00,574,570,0.0002469,,0.77
2023-065A,56503,STARLINK-5775,95.84,43.01,560,558,0.0001169,,1.07
2023-065B,56504,STARLINK-5716,95.84,43.01,560,558,0.0001816,,1.08
2023-065C,56505,STARLINK-5763,95.84,43.00,560,558,0.0001106,,1.35
2023-065D,56506,STARLINK-5340,95.84,43.00,560,558,0.0001765,,0.87
2023-065E,56507,STARLINK-5333,95.84,43.01,560,558,0.0001194,,0.61
2023-065F,56508,STARLINK-5335,95.84,43.00,559,559,0.0000498,,0.82
2023-065G,56509,STARLINK-5334,95.84,43.00,559,559,0.0000377,,0.83
2023-065H,56510,STARLINK-5339,95.84,43.00,559,559,0.0000521,,0.82
2023-065J,56511,STARLINK-5351,95.84,43.00,560,559,0.0000951,,0.50
2023-065K,56512,STARLINK-5349,95.84,43.00,560,558,0.0001434,,0.49
2023-065L,56513,STARLINK-5329,95.84,43.00,560,558,0.0001156,,0.83
2023-065N,56515,STARLINK-5348,95.84,43.00,560,558,0.0001415,,0.83
2023-065P,56516,STARLINK-5342,95.84,43.00,560,558,0.0001483,,0.83
2023-065Q,56517,STARLINK-5345,95.84,43.00,560,558,0.0001255,,0.51
2023-065R,56518,STARLINK-5346,95.84,43.00,560,558,0.0001044,,0.84
2023-065S,56519,STARLINK-6313,95.84,43.00,560,558,0.0000881,,0.85
2023-065T,56520,STARLINK-6344,95.84,43.01,560,558,0.0001283,,0.84
2023-065U,56521,STARLINK-6333,95.84,43.00,560,558,0.0000880,,1.07
2023-065V,56522,STARLINK-6327,95.84,43.01,560,558,0.0001374,,0.51
2023-065W,56523,STARLINK-6328,95.84,43.00,560,558,0.0001475,,0.47
2023-065X,56524,STARLINK-6323,95.84,43.00,560,558,0.0001258,,0.86
2023-065Y,56525,STARLINK-6329,95.84,43.00,560,558,0.0001154,,1.07
2023-065Z,56526,STARLINK-6317,95.84,43.01,560,558,0.0000925,,0.86
2023-065AA,56527,STARLINK-6335,95.84,43.00,560,558,0.0000858,,1.14
2023-065AB,56528,STARLINK-6337,95.84,43.01,560,558,0.0001342,,0.54
2023-065AC,56529,STARLINK-6307,95.84,43.00,560,558,0.0001662,,0.55
2023-065AD,56530,STARLINK-6318,95.84,43.01,561,557,0.0003274,,0.89
2023-065AE,56531,STARLINK-6280,95.84,43.01,560,558,0.0001182,,0.55
2023-065AF,56532,STARLINK-6319,95.84,43.01,560,558,0.0001078,,0.87
2023-065AG,56533,STARLINK-6310,95.84,43.01,560,558,0.0001525,,0.89
2023-065AH,56534,STARLINK-6308,95.84,43.00,559,559,0.0000542,,0.88
2023-065AJ,56535,STARLINK-6309,95.84,43.00,560,558,0.0001723,,0.82
2023-065AK,56536,STARLINK-6312,95.84,43.01,560,558,0.0001656,,0.82
2023-065AL,56537,STARLINK-6311,95.84,43.00,559,559,0.0000409,,0.83
2023-065AM,56538,STARLINK-6314,95.84,43.00,559,559,0.0000556,,0.86
2023-065AN,56539,STARLINK-6135,95.84,43.00,560,558,0.0001115,,1.04
2023-065AP,56540,STARLINK-6136,95.84,43.00,560,558,0.0001566,,0.49
2023-065AQ,56541,STARLINK-6249,95.84,43.01,560,558,0.0001570,,1.04
2023-065AR,56542,STARLINK-6266,95.84,43.00,560,558,0.0001139,,0.83
2023-065AS,56543,STARLINK-6228,95.84,43.00,560,558,0.0001478,,1.18
2023-065AT,56544,STARLINK-6226,95.84,43.01,560,558,0.0001090,,1.04
2023-065AU,56545,STARLINK-6086,95.84,43.01,560,558,0.0001997,,0.52
2023-065AV,56546,STARLINK-6187,95.84,43.00,560,558,0.0001452,,1.11
2023-065AW,56547,STARLINK-6291,95.84,43.00,560,558,0.0000782,,0.52
2023-065AX,56548,STARLINK-6244,95.84,43.00,560,558,0.0000912,,0.52
2023-065AY,56549,STARLINK-6263,95.84,43.00,560,558,0.0001138,,0.80
2023-065AZ,56550,STARLINK-6255,95.84,43.01,561,558,0.0002318,,0.52
2023-065BA,56551,STARLINK-6199,95.84,43.00,560,558,0.0001004,,0.80
2023-065BB,56552,STARLINK-5802,95.84,43.00,560,558,0.0001128,,0.79
2023-065BC,56553,STARLINK-6074,95.84,43.00,560,558,0.0001081,,0.47
2023-065BD,56554,STARLINK-6295,95.84,43.01,561,557,0.0002845,,0.80
2023-065BE,56555,STARLINK-6252,95.84,43.00,560,558,0.0001275,,0.81
2023-065BF,56556,STARLINK-5302,95.84,43.00,560,558,0.0001532,,0.81
2023-065BG,56557,STARLINK-6265,95.84,43.00,560,558,0.0001623,,0.48
2023-065BH,56558,STARLINK-6286,95.84,43.00,560,558,0.0001326,,0.48
2023-067A,56688,STARLINK-30122,95.84,43.00,560,558,0.0001458,,0.90
2023-067B,56689,STARLINK-30129,95.84,43.01,560,558,0.0001141,,0.64
2023-067C,56690,STARLINK-30124,95.84,43.01,560,558,0.0001303,,0.91
2023-067E,56692,STARLINK-30036,95.84,43.01,561,558,0.0002207,,0.92
2023-067F,56693,STARLINK-30067,95.84,43.00,560,558,0.0001039,,0.66
2023-067G,56694,STARLINK-30126,95.84,43.01,560,558,0.0001051,,0.65
2023-067H,56695,STARLINK-30121,95.84,43.00,559,559,0.0000065,,0.66
2023-067K,56697,STARLINK-30130,95.84,43.01,560,558,0.0000897,,0.69
2023-067L,56698,STARLINK-30068,95.84,43.01,561,557,0.0002530,,0.68
2023-067M,56699,STARLINK-30127,95.84,43.00,560,558,0.0001015,,0.86
2023-067N,56700,STARLINK-30053,95.84,43.00,560,558,0.0001549,,1.07
2023-067P,56701,STARLINK-30125,95.84,43.00,559,559,0.0000510,,0.67
2023-067Q,56702,STARLINK-30117,95.84,43.00,560,558,0.0000882,,1.03
2023-067R,56703,STARLINK-30132,95.84,43.01,561,557,0.0003307,,0.87
2023-067S,56704,STARLINK-30066,95.84,43.00,560,558,0.0000864,,1.03
2023-067T,56705,STARLINK-30080,95.84,43.01,560,558,0.0001735,,0.68
2023-067U,56706,STARLINK-30079,95.84,43.00,560,558,0.0001437,,0.68
