International Designator,NORAD Catalog Number,Name,Period (minutes),Inclination (degrees),Apogee Height (km),Perigee Height (km),Eccentricity,Latest Data,GP Age (days)
2021-027AU,48134,STARLINK-2476,95.59,53.05,548,546,0.0001413,,0.65
2021-027AV,48135,STARLINK-2478,95.59,53.05,548,546,0.0001881,,0.52
2021-027AW,48136,STARLINK-2479,95.59,53.05,548,546,0.0001088,,0.51
2021-027AX,48137,STARLINK-2480,95.59,53.05,548,546,0.0001785,,1.26
2021-027AY,48138,STARLINK-2481,95.59,53.05,548,546,0.0001189,,0.64
2021-027AZ,48139,STARLINK-2482,95.59,53.05,548,546,0.0001329,,0.58
2021-027BA,48140,STARLINK-2483,95.59,53.06,549,545,0.0002701,,0.56
2021-027BB,48141,STARLINK-2484,95.59,53.05,548,546,0.0001162,,0.53
2021-027BC,48142,STARLINK-2485,95.59,53.05,548,546,0.0001290,,0.59
2021-027BD,48143,STARLINK-2486,95.59,53.05,548,546,0.0001145,,0.79
2021-027BE,48144,STARLINK-2487,95.59,53.05,548,546,0.0001203,,1.51
2021-027BF,48145,STARLINK-2488,95.59,53.05,548,546,0.0001395,,0.97
2021-027BJ,48148,STARLINK-2491,95.59,53.05,548,546,0.0001169,,0.68
2021-027BK,48149,STARLINK-2492,95.59,53.05,548,546,0.0001320,,0.60
2021-027BL,48150,STARLINK-2493,95.59,53.05,548,546,0.0001695,,1.26
2021-027BM,48151,STARLINK-2503,95.59,53.05,548,546,0.0001316,,1.25
2021-036A,48276,STARLINK-2567,95.59,53.05,548,547,0.0001004,,1.01
2021-036B,48277,STARLINK-2569,95.59,53.06,548,546,0.0001432,,0.68
2021-036C,48278,STARLINK-2543,95.59,53.05,549,545,0.0002510,,0.64
2021-036D,48279,STARLINK-2580,95.59,53.05,548,546,0.0001265,,0.65
2021-036E,48280,STARLINK-2565,95.59,53.05,548,546,0.0001292,,0.86
2021-036F,48281,STARLINK-2520,95.59,53.05,548,546,0.0001468,,0.51
2021-036G,48282,STARLINK-2558,95.59,53.05,548,546,0.0001146,,0.49
2021-036H,48283,STARLINK-2516,95.59,53.05,548,546,0.0001605,,0.49
2021-036J,48284,STARLINK-2564,95.59,53.05,548,546,0.0001199,,0.49
2021-036L,48286,STARLINK-2547,95.59,53.05,548,546,0.0001445,,0.94
2021-036M,48287,STARLINK-2566,95.59,53.05,548,546,0.0001486,,0.90
2021-036N,48288,STARLINK-2562,95.59,53.05,548,546,0.0001325,,0.90
2021-036P,48289,STARLINK-2545,95.59,53.05,548,546,0.0001530,,0.98
2021-036Q,48290,STARLINK-2540,95.59,53.05,548,546,0.0001617,,0.92
2021-036R,48291,STARLINK-2555,95.59,53.05,548,546,0.0001258,,0.92
2021-036S,48292,STARLINK-2542,95.59,53.05,548,546,0.0001288,,0.91
2021-036T,48293,STARLINK-2550,95.59,53.05,548,547,0.0001029,,1.46
2021-036U,48294,STARLINK-2533,95.59,53.05,548,546,0.0001305,,0.93
2021-036V,48295,STARLINK-2535,95.59,53.05,548,546,0.0001195,,0.93
2021-036W,48296,STARLINK-2546,95.59,53.05,548,546,0.0001249,,0.94
2021-036Y,48298,STARLINK-2559,95.59,53.05,548,546,0.0001114,,0.94
2021-036Z,48299,STARLINK-2557,95.59,53.05,548,547,0.0000946,,0.48
2021-036AA,48300,STARLINK-2538,95.59,53.05,548,546,0.0001439,,0.89
2021-036AB,48301,STARLINK-2537,95.59,53.05,548,546,0.0001185,,0.89
2021-036AC,48302,STARLINK-2556,94.72,53.05,506,504,0.0001247,,0.47
2021-036AD,48303,STARLINK-2530,95.59,53.05,548,546,0.0001567,,0.92
2021-036AE,48304,STARLINK-2524,95.59,53.05,548,546,0.0001321,,0.90
2021-036AF,48305,STARLINK-2519,95.59,53.05,548,546,0.0001215,,0.85
2021-036AG,48306,STARLINK-2523,95.59,53.05,548,546,0.0001281,,0.91
2021-036AK,48309,STARLINK-2517,95.59,53.05,548,546,0.0001231,,0.86
2021-036AL,48310,STARLINK-2536,95.59,53.05,548,546,0.0001225,,0.86
2021-036AM,48311,STARLINK-2534,95.59,53.05,548,546,0.0001190,,0.86
2021-036AN,48312,STARLINK-2061,95.59,53.05,548,546,0.0001168,,0.54
2021-036AP,48313,STARLINK-2541,95.59,53.05,548,546,0.0001386,,0.54
2021-036AQ,48314,STARLINK-2549,95.59,53.05,548,546,0.0001084,,0.94
2021-036AR,48315,STARLINK-2506,95.59,53.05,548,546,0.0001824,,0.88
2021-036AS,48316,STARLINK-2507,95.59,53.05,548,546,0.0001344,,0.88
2021-036AT,48317,STARLINK-2513,95.59,53.05,548,546,0.0001349,,0.89
2021-036AU,48318,STARLINK-2509,95.59,53.05,548,547,0.0000850,,0.83
2021-036AV,48319,STARLINK-2512,95.59,53.05,548,546,0.0001197,,0.83
2021-036AW,48320,STARLINK-2029,95.59,53.05,548,546,0.0001520,,0.84
2021-036AX,48321,STARLINK-2457,95.59,53.05,548,546,0.0001359,,0.84
2021-036AY,48322,STARLINK-2477,95.59,53.05,548,546,0.0001241,,0.91
2021-036AZ,48323,STARLINK-2515,95.59,53.05,548,546,0.0001337,,0.52
2021-036BB,48325,STARLINK-2495,95.59,53.05,548,546,0.0001275,,0.85
2021-036BC,48326,STARLINK-2498,95.59,53.05,548,546,0.0001301,,0.53
2021-036BD,48327,STARLINK-2502,95.59,53.05,548,546,0.0001487,,0.86
2021-036BE,48328,STARLINK-2504,95.59,53.05,548,546,0.0001423,,0.87
2021-036BF,48329,STARLINK-2510,95.59,53.05,548,546,0.0000980,,0.87
2021-036BG,48330,STARLINK-2501,95.59,53.05,548,546,0.0001413,,0.87
2021-036BH,48331,STARLINK-2514,95.59,53.05,548,546,0.0001010,,0.88
2021-036BJ,48332,STARLINK-2511,95.59,53.05,548,546,0.0001197,,0.88
2021-036BK,48333,STARLINK-2518,95.59,53.05,548,546,0.0001262,,0.88
2021-036BL,48334,STARLINK-2470,95.59,53.05,548,546,0.0001352,,0.89
2021-036BM,48335,STARLINK-2441,95.59,53.05,548,546,0.0001275,,0.89
2021-038A,48353,STARLINK-2613,95.59,53.05,548,546,0.0001712,,0.69
2021-038B,48354,STARLINK-2674,95.59,53.05,548,546,0.0001320,,1.09
2021-038C,48355,STARLINK-2635,95.59,53.05,548,546,0.0001211,,1.09
2021-038D,48356,STARLINK-2637,95.59,53.05,548,546,0.0001466,,1.10
2021-038E,48357,STARLINK-2636,95.58,53.06,548,545,0.0002071,,1.13
2021-038F,48358,STARLINK-2624,95.59,53.05,548,546,0.0001419,,0.70
2021-038G,48359,STARLINK-2628,95.59,53.06,549,546,0.0002124,,0.71
2021-038H,48360,STARLINK-2622,95.59,53.05,548,546,0.0001559,,0.71
2021-038J,48361,STARLINK-2591,95.59,53.05,548,546,0.0001171,,0.72
2021-038K,48362,STARLINK-2578,95.59,53.05,549,546,0.0001978,,0.68
2021-038L,48363,STARLINK-2626,95.13,53.05,525,524,0.0000433,,0.72
2021-038M,48364,STARLINK-2611,95.59,53.06,550,545,0.0003324,,0.46
2021-038N,48365,STARLINK-2608,95.59,53.05,549,546,0.0002166,,0.70
2021-038P,48366,STARLINK-2631,95.59,53.05,548,547,0.0001048,,0.71
2021-038Q,48367,STARLINK-2643,95.59,53.05,548,546,0.0001327,,0.72
2021-038R,48368,STARLINK-2623,95.59,53.05,549,546,0.0001941,,1.14
2021-038S,48369,STARLINK-2641,95.59,53.05,548,546,0.0001308,,0.72
2021-038T,48370,STARLINK-2621,95.59,53.05,549,546,0.0001918,,0.72
2021-038U,48371,STARLINK-2589,95.59,53.05,548,547,0.0001069,,1.12
2021-038W,48373,STARLINK-2609,95.59,53.06,549,546,0.0002277,,1.13
2021-038X,48374,STARLINK-2604,95.59,53.05,548,546,0.0001602,,0.70
2021-038Y,48375,STARLINK-2603,95.59,53.05,548,546,0.0001470,,1.14
2021-038Z,48376,STARLINK-2610,95.59,53.06,548,546,0.0001428,,1.14
2021-038AA,48377,STARLINK-2499,95.59,53.05,548,546,0.0001105,,0.70
2021-038AB,48378,STARLINK-2526,95.59,53.06,549,546,0.0001991,,1.15
2021-038AC,48379,STARLINK-2612,95.59,53.06,548,546,0.0001336,,1.15
2021-038AD,48380,STARLINK-2614,95.59,53.06,549,546,0.0001894,,1.15
2021-038AE,48381,STARLINK-2630,95.59,53.06,548,546,0.0001349,,1.16
2021-038AF,48382,STARLINK-2585,95.59,53.06,549,546,0.0002400,,1.16
2021-038AJ,48385,STARLINK-2598,95.59,53.05,548,546,0.0001238,,0.71
2021-038AK,48386,STARLINK-2606,95.59,53.06,548,546,0.0001584,,0.72
2021-038AL,48387,STARLINK-2600,93.47,53.05,445,443,0.0001470,,0.39
2021-038AM,48388,STARLINK-2594,95.59,53.06,548,546,0.0001019,,0.50
2021-038AP,48390,STARLINK-2586,95.59,53.06,548,546,0.0001584,,0.51
2021-038AQ,48391,STARLINK-2607,95.59,53.06,548,546,0.0001142,,1.18
2021-038AR,48392,STARLINK-2605,95.59,53.06,548,546,0.0001377,,1.18
2021-038AS,48393,STARLINK-2602,95.59,53.06,548,546,0.0001648,,1.19
2021-038AT,48394,STARLINK-2573,95.59,53.05,548,546,0.0001685,,1.19
2021-038AU,48395,STARLINK-2574,95.59,53.05,548,546,0.0001196,,0.48
2021-038AV,48396,STARLINK-2575,95.59,53.06,548,546,0.0001274,,0.46
2021-038AW,48397,STARLINK-2590,95.59,53.06,548,546,0.0001548,,0.47
2021-038AX,48398,STARLINK-2588,95.59,53.05,549,545,0.0002508,,0.47
2021-038AY,48399,STARLINK-2587,95.59,53.05,548,546,0.0001414,,1.07
2021-038AZ,48400,STARLINK-2576,95.59,53.05,548,546,0.0001482,,1.14
2021-038BA,48401,STARLINK-2571,95.59,53.06,548,546,0.0001561,,1.17
2021-038BC,48403,STARLINK-2561,95.53,53.05,546,543,0.0002145,,0.49
2021-038BD,48404,STARLINK-2593,95.59,53.06,548,546,0.0001445,,1.09
2021-038BE,48405,STARLINK-2570,95.59,53.05,548,546,0.0001621,,1.09
2021-038BF,48406,STARLINK-2568,95.59,53.05,549,546,0.0001844,,1.23
2021-038BG,48407,STARLINK-2595,95.11,53.05,525,522,0.0002452,,1.09
2021-038BH,48408,STARLINK-2592,95.59,53.06,548,546,0.0001812,,0.50
2021-038BK,48410,STARLINK-2563,95.59,53.05,548,546,0.0001610,,0.61
2021-038BL,48411,STARLINK-2505,95.59,53.05,548,546,0.0001588,,0.59
2021-038BM,48412,STARLINK-2581,95.59,53.05,548,546,0.0001404,,0.90
2021-040A,48428,STARLINK-2461,95.59,53.06,548,546,0.0001745,,0.50
2021-040B,48429,STARLINK-2749,95.59,53.05,548,546,0.0001303,,0.79
2021-040D,48431,STARLINK-2700,95.59,53.05,548,546,0.0001203,,0.68
2021-040E,48432,STARLINK-2680,95.59,53.05,548,546,0.0001334,,0.64
2021-040F,48433,STARLINK-2699,95.59,53.05,547,547,0.0000469,,0.62
2021-040G,48434,STARLINK-2692,95.59,53.05,548,546,0.0001403,,1.26
2021-040H,48435,STARLINK-2633,95.59,53.05,548,546,0.0001283,,0.59
2021-040J,48436,STARLINK-2639,95.59,53.05,548,546,0.0001524,,0.60
2021-040K,48437,STARLINK-2642,95.59,53.05,549,545,0.0002280,,0.61
2021-040L,48438,STARLINK-2640,95.59,53.05,548,546,0.0001540,,0.51
2021-040M,48439,STARLINK-2583,95.59,53.05,548,546,0.0001640,,0.54
2021-040N,48440,STARLINK-2682,95.59,53.05,548,546,0.0001437,,0.61
2021-040P,48441,STARLINK-2702,95.59,53.05,548,546,0.0001764,,0.61
2021-040Q,48442,STARLINK-2644,95.59,53.05,548,546,0.0001312,,0.61
2021-040R,48443,STARLINK-2663,95.59,53.05,549,546,0.0002200,,0.62
2021-040S,48444,STARLINK-2645,95.59,53.05,548,546,0.0001621,,0.62
2021-040T,48445,STARLINK-2634,95.59,53.05,548,546,0.0001119,,0.49
2021-040X,48449,STARLINK-2655,95.59,53.05,548,546,0.0001826,,0.77
2021-040Y,48450,STARLINK-2660,95.59,53.05,548,547,0.0000706,,0.77
2021-040AA,48452,STARLINK-2703,95.59,53.05,548,547,0.0000679,,0.51
2021-040AB,48453,STARLINK-2620,95.59,53.05,548,546,0.0001210,,1.18
2021-040AC,48454,STARLINK-2654,95.59,53.05,548,546,0.0001593,,0.65
2021-040AD,48455,STARLINK-2497,95.59,53.05,547,547,0.0000263,,0.59
2021-040AG,48458,STARLINK-2698,95.59,53.05,548,546,0.0001566,,0.65
2021-040AH,48459,STARLINK-2579,95.59,53.05,549,546,0.0002474,,0.52
2021-040AJ,48460,STARLINK-2582,95.59,53.05,548,546,0.0001107,,0.50
2021-040AK,48461,STARLINK-2693,94.18,53.05,480,478,0.0001463,,0.62
2021-040AL,48462,STARLINK-2683,95.59,53.05,548,546,0.0001007,,0.50
2021-040AM,48463,STARLINK-2689,95.59,53.05,548,546,0.0001361,,1.16
2021-040AN,48464,STARLINK-2686,95.59,53.05,549,546,0.0002118,,1.18
2021-040AP,48465,STARLINK-2681,95.59,53.05,547,547,0.0000620,,0.51
2021-040AQ,48466,STARLINK-2687,95.59,53.05,547,547,0.0000437,,0.59
2021-040AR,48467,STARLINK-2659,95.59,53.05,548,546,0.0001592,,0.50
2021-040AS,48468,STARLINK-2685,95.59,53.05,548,546,0.0001494,,0.52
2021-040AT,48469,STARLINK-2661,95.59,53.05,548,546,0.0001545,,0.50
2021-040AU,48470,STARLINK-2675,95.59,53.05,548,546,0.0001181,,0.60
2021-040AV,48471,STARLINK-2684,95.59,53.05,548,546,0.0001818,,0.51
2021-040AW,48472,STARLINK-2722,95.59,53.05,548,546,0.0001384,,1.53
2021-040AX,48473,STARLINK-2658,95.59,53.05,548,546,0.0001276,,0.49
2021-040AY,48474,STARLINK-2697,95.59,53.05,548,546,0.0001597,,0.59
2021-040AZ,48475,STARLINK-2619,95.23,53.06,533,526,0.0005057,,0.60
2021-040BA,48476,STARLINK-2723,93.85,53.05,464,462,0.0001381,,0.64
2021-040BC,48478,STARLINK-2728,95.59,53.06,549,545,0.0002835,,0.62
2021-040BD,48479,STARLINK-2755,95.59,53.05,548,546,0.0001693,,0.49
2021-040BF,48481,STARLINK-2706,95.59,53.05,549,546,0.0002283,,0.56
2021-040BG,48482,STARLINK-2525,95.59,53.05,548,546,0.0000992,,0.60
2021-040BH,48483,STARLINK-2531,95.59,53.05,548,546,0.0001190,,0.60
2021-040BJ,48484,STARLINK-2696,94.86,53.05,516,508,0.0006400,,1.15
2021-040BK,48485,STARLINK-2500,95.59,53.05,548,546,0.0001161,,0.59
2021-040BM,48487,STARLINK-2494,95.59,53.05,548,547,0.0000930,,0.59
2021-041A,48553,STARLINK-2063,95.59,53.05,548,547,0.0000906,,0.61
2021-041B,48554,STARLINK-2139,95.59,53.05,548,546,0.0001540,,0.77
2021-041C,48555,STARLINK-2145,95.59,53.05,548,546,0.0001326,,0.64
2021-041D,48556,STARLINK-2151,95.59,53.05,548,547,0.0000890,,1.31
2021-041E,48557,STARLINK-2155,95.59,53.05,548,546,0.0001126,,0.78
2021-041F,48558,STARLINK-2166,95.59,53.05,548,546,0.0001364,,0.78
2021-041K,48562,STARLINK-2187,95.59,53.05,548,547,0.0000413,,1.34
2021-041L,48563,STARLINK-2188,95.59,53.05,548,546,0.0000967,,0.79
2021-041M,48564,STARLINK-2190,95.59,53.05,548,546,0.0001224,,0.73
2021-041N,48565,STARLINK-2191,94.44,53.05,498,485,0.0009972,,0.64
2021-041P,48566,STARLINK-2214,95.59,53.05,548,547,0.0000727,,0.78
2021-041R,48568,STARLINK-2217,95.59,53.05,548,546,0.0001414,,0.88
2021-041S,48569,STARLINK-2219,95.59,53.05,548,546,0.0001333,,0.79
2021-041T,48570,STARLINK-2220,95.59,53.05,548,546,0.0001484,,1.73
2021-041U,48571,STARLINK-2221,95.59,53.05,548,546,0.0001245,,1.39
2021-041V,48572,STARLINK-2222,95.59,53.05,548,546,0.0001259,,1.73
2021-041W,48573,STARLINK-2224,95.59,53.05,548,546,0.0001420,,0.89
2021-041X,48574,STARLINK-2225,95.59,53.05,548,546,0.0001247,,0.85
2021-041Y,48575,STARLINK-2227,95.59,53.05,548,546,0.0001366,,0.90
2021-041Z,48576,STARLINK-2228,95.59,53.05,548,546,0.0001506,,0.83
2021-041AA,48577,STARLINK-2231,95.59,53.05,548,546,0.0001365,,1.07
2021-041AB,48578,STARLINK-2232,95.59,53.05,548,546,0.0001107,,0.73
2021-041AD,48580,STARLINK-2234,95.59,53.05,548,546,0.0001391,,0.54
2021-041AE,48581,STARLINK-2235,95.59,53.05,548,546,0.0001313,,0.84
2021-041AF,48582,STARLINK-2236,95.59,53.05,548,546,0.0001250,,0.86
2021-041AG,48583,STARLINK-2237,95.59,53.05,548,546,0.0000881,,0.59
2021-041AH,48584,STARLINK-2238,95.59,53.05,548,546,0.0001037,,1.28
2021-041AJ,48585,STARLINK-2240,95.59,53.05,548,546,0.0001338,,1.74
2021-041AK,48586,STARLINK-2241,95.59,53.05,548,546,0.0001467,,0.61
2021-041AL,48587,STARLINK-2242,95.59,53.05,548,546,0.0001303,,0.88
2021-041AM,48588,STARLINK-2244,95.59,53.05,548,546,0.0001095,,0.89
2021-041AN,48589,STARLINK-2245,95.59,53.05,548,546,0.0001357,,0.64
2021-041AR,48592,STARLINK-2249,95.59,53.05,548,546,0.0001287,,1.29
2021-041AS,48593,STARLINK-2250,95.59,53.05,548,546,0.0001368,,0.77
2021-041AT,48594,STARLINK-2251,95.59,53.05,548,546,0.0001293,,0.81
2021-041AU,48595,STARLINK-2252,95.59,53.05,548,546,0.0001351,,0.59
2021-041AV,48596,STARLINK-2253,95.59,53.05,548,546,0.0001309,,0.77
2021-041AW,48597,STARLINK-2255,95.59,53.05,548,546,0.0001425,,1.29
2021-041AZ,48600,STARLINK-2275,95.59,53.05,548,546,0.0001307,,0.89
2021-041BB,48602,STARLINK-2713,95.59,53.05,548,546,0.0001550,,0.83
2021-041BC,48603,STARLINK-2714,95.59,53.05,548,546,0.0001269,,0.78
2021-041BD,48604,STARLINK-2757,95.59,53.05,548,546,0.0001253,,0.71
2021-044B,48639,STARLINK-2739,95.59,53.05,548,546,0.0001268,,0.78
2021-044C,48640,STARLINK-2736,95.59,53.05,548,546,0.0001406,,0.78
2021-044D,48641,STARLINK-2754,95.59,53.05,548,546,0.0001422,,0.77
2021-044E,48642,STARLINK-2646,95.59,53.05,548,546,0.0001340,,0.76
2021-044F,48643,STARLINK-2704,95.59,53.05,548,547,0.0000840,,0.64
2021-044G,48644,STARLINK-2695,95.59,53.05,548,546,0.0001130,,0.78
2021-044H,48645,STARLINK-2733,95.59,53.05,548,546,0.0001354,,0.78
2021-044J,48646,STARLINK-2732,95.59,53.05,548,546,0.0001237,,0.79
2021-044K,48647,STARLINK-2691,95.59,53.05,548,546,0.0001289,,0.79
2021-044L,48648,STARLINK-2521,95.59,53.05,548,546,0.0001303,,0.77
2021-044M,48649,STARLINK-2673,95.59,53.05,548,546,0.0001900,,0.79
2021-044N,48650,STARLINK-2672,95.59,53.05,548,546,0.0001458,,0.80
2021-044P,48651,STARLINK-2731,95.59,53.05,548,546,0.0001751,,0.80
2021-044Q,48652,STARLINK-2727,95.59,53.05,548,546,0.0001473,,0.80
2021-044R,48653,STARLINK-2720,95.59,53.05,548,546,0.0001551,,0.81
2021-044S,48654,STARLINK-2651,95.59,53.05,548,546,0.0001281,,0.81
2021-044T,48655,STARLINK-2657,95.59,53.05,548,546,0.0001571,,0.82
2021-044U,48656,STARLINK-2701,95.59,53.05,548,546,0.0001250,,0.82
2021-044V,48657,STARLINK-2734,95.59,53.05,548,546,0.0001681,,0.79
2021-044W,48658,STARLINK-2647,95.59,53.05,548,547,0.0000918,,0.76
2021-044X,48659,STARLINK-2717,95.59,53.05,548,546,0.0001372,,0.76
2021-044Y,48660,STARLINK-2688,95.59,53.05,548,546,0.0001208,,0.77
2021-044AA,48662,STARLINK-2726,95.59,53.05,548,546,0.0001202,,0.84
2021-044AB,48663,STARLINK-2667,95.59,53.05,548,546,0.0001168,,0.84
2021-044AC,48664,STARLINK-2709,95.59,53.05,548,546,0.0001351,,1.37
2021-044AE,48666,STARLINK-2666,95.59,53.05,548,546,0.0001360,,0.82
2021-044AF,48667,STARLINK-2735,95.59,53.05,548,546,0.0001261,,0.78
2021-044AG,48668,STARLINK-2738,95.59,53.05,548,546,0.0001460,,0.52
2021-044AH,48669,STARLINK-2707,95.59,53.05,548,546,0.0001334,,0.79
2021-044AJ,48670,STARLINK-2763,95.59,53.05,548,546,0.0001360,,0.79
2021-044AK,48671,STARLINK-2745,95.59,53.05,548,546,0.0001304,,0.83
2021-044AL,48672,STARLINK-2705,95.59,53.05,548,546,0.0001243,,0.80
2021-044AM,48673,STARLINK-2711,95.59,53.05,548,547,0.0001082,,0.80
2021-044AN,48674,STARLINK-2712,95.59,53.05,548,547,0.0000911,,0.93
2021-044AP,48675,STARLINK-2737,95.59,53.05,548,546,0.0001791,,0.81
2021-044AQ,48676,STARLINK-2746,95.59,53.05,548,546,0.0001249,,0.81
2021-044AS,48678,STARLINK-2615,95.59,53.05,548,546,0.0001287,,0.82
2021-044AT,48679,STARLINK-2648,95.59,53.05,548,546,0.0001204,,0.83
2021-044AU,48680,STARLINK-2649,95.59,53.05,548,546,0.0001490,,0.83
2021-044AV,48681,STARLINK-2725,95.59,53.05,548,546,0.0001176,,0.50
2021-044AW,48682,STARLINK-2743,95.59,53.05,548,546,0.0001362,,0.50
2021-044AX,48683,STARLINK-2756,95.59,53.05,548,546,0.0001540,,0.94
2021-044AY,48684,STARLINK-2741,95.59,53.05,548,546,0.0001131,,0.92
2021-044AZ,48685,STARLINK-2751,95.59,53.05,548,546,0.0001240,,0.51
2021-044BA,48686,STARLINK-2629,95.59,53.05,548,546,0.0001646,,0.51
2021-044BB,48687,STARLINK-2627,95.59,53.05,548,546,0.0001380,,0.94
2021-044BC,48688,STARLINK-2742,95.59,53.05,548,546,0.0001365,,0.93
2021-044BD,48689,STARLINK-2617,95.59,53.05,548,547,0.0000869,,0.53
2021-044BE,48690,STARLINK-2740,95.59,53.05,548,546,0.0001244,,0.92
2021-044BF,48691,STARLINK-2750,95.59,53.05,548,546,0.0001017,,0.88
2021-044BG,48692,STARLINK-2752,95.59,53.05,548,547,0.0000694,,0.50
2021-044BH,48693,STARLINK-2618,95.59,53.05,548,547,0.0001067,,0.49
2021-044BJ,48694,STARLINK-2748,95.59,53.05,548,546,0.0001149,,0.92
2021-044BK,48695,STARLINK-2616,95.59,53.05,548,547,0.0000714,,0.90
2021-044BL,48696,STARLINK-2753,95.59,53.05,548,546,0.0001240,,0.91
2021-059B,48880,STARLINK-3004,95.92,97.66,564,562,0.0000732,,0.71
2021-059C,48881,STARLINK-3005,95.92,97.66,564,561,0.0002165,,0.72
2021-082B,49131,STARLINK-3096,96.11,70.00,574,570,0.0003192,,0.96
2021-082C,49132,STARLINK-3090,96.11,70.00,574,570,0.0003255,,0.72
2021-082D,49133,STARLINK-3077,96.11,70.00,574,570,0.0002990,,0.87
2021-082E,49134,STARLINK-3078,96.11,70.00,574,570,0.0003158,,0.87
2021-082F,49135,STARLINK-3073,96.11,70.00,574,570,0.0003141,,0.63
2021-082G,49136,STARLINK-3084,96.11,70.00,574,570,0.0002688,,0.90
2021-082H,49137,STARLINK-3055,96.11,70.00,574,570,0.0003466,,0.57
2021-082J,49138,STARLINK-3058,96.11,70.00,574,570,0.0003125,,0.87
2021-082K,49139,STARLINK-3057,96.11,70.00,574,570,0.0002555,,0.64
2021-082M,49141,STARLINK-3093,96.11,70.00,574,570,0.0002902,,0.88
2021-082N,49142,STARLINK-3042,96.11,70.00,574,570,0.0003191,,0.99
2021-082P,49143,STARLINK-3109,96.11,70.00,574,570,0.0002975,,0.91
2021-082Q,49144,STARLINK-3100,96.11,70.00,574,570,0.0002824,,0.55
2021-082R,49145,STARLINK-3119,96.11,70.00,574,570,0.0002951,,0.94
2021-082S,49146,STARLINK-3116,96.11,70.00,574,570,0.0003025,,0.52
2021-082T,49147,STARLINK-3071,96.11,70.00,574,570,0.0002475,,0.66
2021-082U,49148,STARLINK-3048,96.11,70.00,574,570,0.0002814,,0.59
2021-082V,49149,STARLINK-3053,96.11,70.00,574,570,0.0002742,,0.82
2021-082W,49150,STARLINK-3104,96.11,70.00,574,570,0.0002736,,0.83
2021-082X,49151,STARLINK-3102,96.11,70.00,574,570,0.0003063,,0.95
2021-082Y,49152,STARLINK-3081,96.11,70.00,574,570,0.0002969,,0.97
2021-082Z,49153,STARLINK-3072,96.11,70.00,574,570,0.0002975,,0.95
2021-082AA,49154,STARLINK-3068,96.11,70.00,574,570,0.0002660,,0.59
2021-082AB,49155,STARLINK-3060,96.11,70.00,574,570,0.0002923,,0.96
2021-082AC,49156,STARLINK-3085,96.11,70.00,574,570,0.0002611,,0.98
2021-082AD,49157,STARLINK-3051,96.11,70.00,574,570,0.0002808,,0.60
2021-082AE,49158,STARLINK-3083,94.73,69.99,509,502,0.0005352,,0.99
2021-082AF,49159,STARLINK-3056,96.11,70.00,574,570,0.0002926,,0.83
2021-082AG,49160,STARLINK-3095,96.11,70.00,574,570,0.0003005,,0.71
2021-082AH,49161,STARLINK-3080,96.11,70.00,574,570,0.0003302,,0.84
2021-082AJ,49162,STARLINK-3082,87.78,69.98,170,159,0.0008065,*D,0.44
2021-082AK,49163,STARLINK-3088,96.11,70.00,574,570,0.0002882,,0.61
2021-082AL,49164,STARLINK-3106,96.11,70.00,574,570,0.0002540,,0.88
2021-082AM,49165,STARLINK-3052,96.11,70.00,574,570,0.0003119,,0.85
2021-082AN,49166,STARLINK-3089,96.11,70.00,574,570,0.0003038,,0.61
2021-082AP,49167,STARLINK-3054,96.11,70.00,574,570,0.0003392,,0.52
2021-082AQ,49168,STARLINK-3101,96.11,70.00,574,570,0.0003050,,0.89
2021-082AR,49169,STARLINK-3046,96.11,70.00,574,570,0.0003496,,0.62
2021-082AS,49170,STARLINK-3074,92.97,70.00,422,418,0.0003239,,0.64
2021-082AT,49171,STARLINK-3107,96.11,70.00,574,570,0.0003097,,0.53
2021-082AU,49172,STARLINK-3091,96.11,70.00,574,570,0.0003177,,0.92
2021-082AV,49173,STARLINK-3045,96.11,70.00,574,570,0.0002926,,0.90
2021-082AW,49174,STARLINK-3047,94.99,70.00,519,517,0.0001544,,0.94
2021-082AX,49175,STARLINK-3087,96.11,70.00,574,570,0.0002870,,0.94
2021-082AY,49176,STARLINK-3069,96.11,70.00,575,570,0.0003532,,0.42
2021-082AZ,49177,STARLINK-3103,96.11,70.00,574,570,0.0002691,,0.66
2021-082BA,49178,STARLINK-3086,96.11,70.00,574,570,0.0003158,,0.84
2021-082BB,49179,STARLINK-3043,96.11,70.00,574,571,0.0002194,,0.41
2021-082BC,49180,STARLINK-3050,96.11,70.00,575,570,0.0003591,,0.62
2021-082BD,49181,STARLINK-3059,96.11,70.00,574,570,0.0003168,,0.85
2021-104A,49408,STARLINK-3151,95.44,53.22,541,539,0.0001354,,1.05
2021-104B,49409,STARLINK-3075,95.44,53.22,541,539,0.0001576,,0.57
2021-104C,49410,STARLINK-3147,95.44,53.22,541,539,0.0001388,,0.51
2021-104D,49411,STARLINK-3162,95.44,53.22,541,539,0.0001307,,0.52
2021-104E,49412,STARLINK-3144,93.72,53.21,457,455,0.0001386,,0.47
2021-104F,49413,STARLINK-3157,95.44,53.22,541,539,0.0001218,,0.52
2021-104G,49414,STARLINK-3146,95.44,53.22,541,539,0.0001406,,1.05
2021-104H,49415,STARLINK-3159,95.44,53.22,541,539,0.0001502,,1.39
2021-104J,49416,STARLINK-3133,95.44,53.22,541,539,0.0001496,,1.05
2021-104K,49417,STARLINK-3154,95.44,53.22,541,539,0.0001148,,0.63
