International Designator,NORAD Catalog Number,Name,Period (minutes),Inclination (degrees),Apogee Height (km),Perigee Height (km),Eccentricity,Latest Data,GP Age (days)
2008-042A,33331,GEOEYE 1,98.33,98.12,681,676,0.0003483,,0.54
2008-044A,33373,NIMIQ 4,1436.13,0.03,35797,35778,0.0002254,*G,0.33
2008-045A,33376,GALAXY 19 (G-19),1436.05,0.06,35798,35773,0.0002887,*G,0.89
2008-049A,33396,THEOS,101.4,98.63,826,825,0.0000899,,0.28
2008-053A,33408,SHIJIAN-6 03A (SJ-6 03A),95.43,97.88,548,531,0.0012448,,0.56
2008-053B,33409,SHIJIAN-6 03B (SJ-6 03B),95.93,97.88,577,550,0.0019698,,0.23
2008-054A,33412,COSMO-SKYMED 3,95.9,97.88,574,550,0.0017235,,0.26
2008-056A,33433,SHIYAN 3 (SY-3),100.66,98.65,800,780,0.001347,,0.46
2008-056B,33434,CHUANGXIN 1-02 (CX-1-02),100.7,98.66,802,782,0.001401,,0.3
2008-057A,33436,ASTRA 1M,1436.13,0.08,35789,35785,0.0000493,*G,0.46
2008-061A,33446,YAOGAN-4,97.21,97.9,635,616,0.0013383,,0.3
2008-065A,33459,EUTELSAT HOTBIRD 13C,1436.09,1.63,35814,35759,0.0006418,*G,0.46
2009-002A,33492,GOSAT (IBUKI),98.12,98.05,670,668,0.0001105,,0.31
2009-002G,33498,STARS (KUKAI),96.66,98.12,606,591,0.0010863,,0.77
2009-002H,33499,KKS-1 (KISEKI),97.25,98.13,633,621,0.0009048,,0.73
2009-005A,33591,NOAA 19,101.89,99.02,858,838,0.0014227,,0.27
2009-007A,33595,EXPRESS-AM44,1436.09,2.14,35806,35767,0.00046,*G,0.32
2009-008A,33749,NSS-9,1436.07,0.03,35796,35776,0.0002275,*G,1.92
2009-008C,33751,SPIRALE A,312.46,2.12,17369,381,0.5568664,,0.92
2009-008D,33752,SPIRALE B,480.76,2.09,27647,254,0.6737376,,0.62
2009-009A,34111,TELSTAR 11N,1436.11,0.02,35797,35776,0.0002458,*G,0.75
2009-014A,34661,NAVSTAR 63 (USA 203),717.96,54.6,20548,19816,0.0137889,,1.24
2009-017A,34713,WGS F2 (USA 204),1436.13,0.02,35792,35782,0.0001205,*G,0.4
2009-021A,34839,YAOGAN-6,91.8,97.19,372,354,0.0013998,,0.63
2009-027A,34941,SES-7 (PROTOSTAR 2),1436.1,0.01,35795,35778,0.0002023,*G,1.01
2009-032A,35362,MEASAT-3A,1436.08,0.03,35799,35774,0.0002901,*G,0.78
2009-033A,35491,GOES 14,1436.04,0.35,35793,35778,0.0001735,*G,0.48
2009-034A,35493,FM-5,1436.11,0.02,35795,35779,0.0001854,*G,0.62
2009-035A,35496,TERRESTAR-1,1436.1,4.81,35800,35774,0.0003139,*G,0.77
2009-036A,35498,COSMOS 2451,116.05,82.49,1508,1498,0.0006038,,0.51
2009-036C,35500,COSMOS 2453,115.99,82.49,1506,1495,0.0006913,,0.51
2009-041A,35681,DEIMOS-1,97.68,97.69,649,646,0.0002484,,0.27
2009-041B,35682,DUBAISAT-1,97.74,97.93,658,644,0.0009627,,0.26
2009-041C,35683,UK-DMC 2,97.66,97.81,648,645,0.0001488,,0.29
2009-041D,35684,APRIZESAT 4,97.13,98.21,652,590,0.0044479,,0.78
2009-041E,35685,NANOSAT 1B,96.63,98.09,634,560,0.0053139,,0.24
2009-041F,35686,APRIZESAT 3,96.42,98.13,632,543,0.0064227,,0.34
2009-042A,35696,ASIASAT 5,1436.14,0.01,35794,35781,0.0001548,*G,0.63
2009-043A,35752,NAVSTAR 64 (USA 206),718,55.85,20325,20041,0.0053448,,0.8
2009-044A,35755,JCSAT-12 (JCSAT-RA),1436.1,0.04,35794,35780,0.000166,*G,0.79
2009-044B,35756,OPTUS D3,1436.09,0.57,35808,35765,0.0005071,*G,0.81
2009-050A,35873,NIMIQ 5,1436.09,0.06,35797,35776,0.0002483,*G,0.62
2009-051A,35931,OCEANSAT-2,102.89,98.24,907,884,0.0016124,,0.23
2009-051B,35932,SWISSCUBE,98.59,98.45,696,686,0.0007387,,0.34
2009-051C,35933,BEESAT-1,98.62,98.44,697,688,0.0006078,,0.83
2009-051E,35935,ITUPSAT1,98.7,98.45,702,690,0.0008392,,0.38
2009-054A,35942,AMAZONAS 2,1436.09,0.49,35800,35772,0.0003324,*G,0.61
2009-054B,35943,COMSATBW-1,1436.07,0.07,35798,35774,0.0002914,*G,0.49
2009-055A,35946,WORLDVIEW-2 (WV-2),100.2,98.49,770,766,0.0003171,,0.58
2009-057A,35951,DMSP 5D-3 F18 (USA 210),101.8,98.84,851,837,0.0010061,,0.28
2009-058A,36032,NSS-12,1436.11,0.1,35802,35772,0.0003571,*G,0.4
2009-058B,36033,THOR 6,1436.09,0.02,35796,35777,0.0002325,*G,0.75
2009-059A,36036,SMOS,100.01,98.44,760,758,0.0001096,,0.52
2009-059B,36037,PROBA-2,99.01,98.23,722,701,0.001426,,1.02
2009-061A,36088,SJ-11-01,98.45,97.96,692,677,0.0010766,,0.25
2009-063A,36095,COSMOS 2455,103.08,67.15,907,901,0.0004196,,0.45
2009-064A,36097,INTELSAT 14 (IS-14),1436.1,0.01,35797,35777,0.0002387,*G,1.04
2009-065A,36101,EUTELSAT 36B,1436.09,0.06,35814,35759,0.0006463,*G,0.45
2009-067A,36106,INTELSAT 15 (IS-15),1436.11,0.02,35796,35778,0.000221,*G,0.61
2009-068A,36108,WGS F3 (USA 211),1436.09,0.17,35787,35786,0.0000164,*G,0.24
2009-069A,36110,YAOGAN-7,97.49,98.08,655,622,0.0023767,,0.41
2009-070A,36111,COSMOS 2456 [GLONASS-M],675.73,64.72,19142,19118,0.0004712,,1.1
2009-070B,36112,COSMOS 2457 [GLONASS-M],675.74,64.7,19140,19120,0.0004056,,1.24
2009-072A,36121,YAOGAN-8,110.34,100.28,1259,1226,0.0021517,,0.79
2009-072B,36122,XIWANG-1 (HOPE-1),109.39,100.33,1204,1193,0.0007203,,0.66
2009-075A,36131,DIRECTV 12,1436.08,0,35789,35784,0.0000603,*G,0.62
2010-001A,36287,BEIDOU-2 G1,1436.08,3.1,35808,35764,0.0005248,*G,0.79
2010-002A,36358,RADUGA-1M 2,1435.94,2.29,35801,35766,0.0004217,*G,0.36
2010-005A,36395,SDO,1436.13,33.58,35794,35780,0.0001629,*G,0.29
2010-006A,36397,INTELSAT 16 (IS-16),1436.12,0.01,35794,35780,0.0001767,*G,0.62
2010-007C,36402,COSMOS 2460 [GLONASS-M],675.72,65.7,19136,19123,0.0002414,,1.22
2010-008A,36411,EWS-G2 (GOES 15),1436.05,0.04,35809,35762,0.0005649,*G,0.28
2010-009A,36413,YAOGAN-9 01A,107.02,63.37,1457,720,0.0493857,,0.58
2010-009B,36414,YAOGAN-9 01B,107.02,63.37,1458,719,0.0494497,,0.6
2010-009C,36415,YAOGAN-9 01C,107.02,63.37,1458,719,0.0495249,,0.6
2010-010A,36499,ECHOSTAR 14,1436.11,0.01,35795,35779,0.0001921,*G,0.83
2010-013A,36508,CRYOSAT 2,99.18,92.02,720,719,0.0000873,,0.25
2010-016A,36516,SES-1,1436.09,0.05,35796,35777,0.0002258,*G,0.62
2010-017A,36519,COSMOS 2463,104.99,82.96,1021,966,0.003736,,0.35
2010-021A,36581,ASTRA 3B,1436.1,0.14,35796,35778,0.0002156,*G,0.38
2010-021B,36582,COMSATBW-2,1436.07,0.06,35793,35779,0.0001562,*G,1.17
2010-022A,36585,NAVSTAR 65 (USA 213),717.98,54.38,20505,19860,0.0121372,,1.29
2010-024A,36590,BEIDOU-2 G3,1436.09,3.31,35816,35757,0.0007065,*G,1.02
2010-025A,36592,BADR-5,1436.07,0.06,35789,35783,0.0000623,*G,0.74
2010-027A,36596,SJ-12,95.39,97.77,544,531,0.0009241,,0.31
2010-030A,36605,TANDEM-X,94.79,97.45,510,507,0.0002053,,0.97
2010-032A,36744,COMS 1,1436.11,3.5,35792,35782,0.0001113,*G,0.79
2010-032B,36745,ARABSAT-5A,1436.12,0.06,35799,35775,0.0002893,*G,0.38
2010-034A,36792,ECHOSTAR 15,1436.12,0.02,35795,35780,0.0001803,*G,0.47
2010-035A,36795,CARTOSAT-2B,97.38,97.83,642,624,0.00128,,0.31
2010-035C,36797,AISSAT 1,96.4,98.16,592,580,0.000871,,0.85
2010-035D,36798,ALSAT 2A,97.75,97.77,652,650,0.0001955,,0.27
2010-035E,36799,TISAT 1,95.29,98.07,535,531,0.0002695,,0.55
2010-036A,36828,BEIDOU-2 IGSO-1,1436.16,54.27,35973,35603,0.0043885,*G,0.67
2010-037A,36830,NILESAT 201,1436.1,0.03,35801,35772,0.0003374,*G,0.6
2010-037B,36831,RASCOM-QAF 1R,1436.1,0.04,35814,35759,0.0006553,*G,0.6
2010-038A,36834,YAOGAN-10,97.05,97.94,618,616,0.0001381,,0.27
2010-039A,36868,AEHF-1 (USA 214),1436.09,6.94,35802,35771,0.0003718,*G,0.74
2010-040A,36985,TIANHUI 1,91.08,97.54,335,319,0.0011953,,0.79
2010-043A,37152,COSMOS 2467,115.85,82.46,1495,1493,0.0001735,,0.75
2010-043B,37153,STRELA 3,116.06,82.46,1510,1496,0.0008691,,0.24
2010-043C,37154,COSMOS 2468,115.78,82.46,1502,1480,0.0014079,,0.56
2010-047A,37165,YAOGAN-11,97.26,98.43,653,602,0.0036856,,0.34
2010-047B,37166,ZHEDA PIXING 1B,96.77,97.89,619,589,0.0021216,,0.31
2010-047C,37167,ZHEDA PIXING 1C,96.79,97.92,619,590,0.0020652,,0.27
2010-048A,37168,SBSS (USA 216),95.32,97.81,597,471,0.0091475,,0.22
2010-051A,37179,SHIJIAN-6 04A (SJ-6 04A),95.42,97.85,555,524,0.0022462,,0.25
2010-051B,37180,SHIJIAN-6 04B (SJ-6 04B),96.15,97.86,581,568,0.0009588,,0.28
2010-053A,37185,XM-5,1436.13,0.02,35789,35785,0.000047,*G,1.13
2010-054A,37188,GLOBALSTAR M079,114.08,52,1414,1413,0.000096,,0.47
2010-054B,37189,GLOBALSTAR M074,114.08,52,1415,1413,0.0001228,,0.37
2010-054C,37190,GLOBALSTAR M076,114.08,52,1415,1413,0.0001253,,0.5
2010-054D,37191,GLOBALSTAR M077,114.08,52,1414,1413,0.0001078,,0.59
2010-054E,37192,GLOBALSTAR M075,114.08,51.99,1414,1413,0.0000951,,0.32
2010-054F,37193,GLOBALSTAR M073,114.08,52,1414,1413,0.0001042,,0.56
2010-056B,37207,BSAT-3B,1436.14,0.09,35810,35765,0.0005346,*G,1.01
2010-057A,37210,BEIDOU-2 G4,1436.11,2.38,35824,35750,0.0008833,*G,0.8
2010-059A,37214,FENGYUN 3B,101.79,99.03,859,828,0.0022004,,0.22
2010-060A,37216,COSMO-SKYMED 4,97.16,97.89,624,622,0.0001329,,0.24
2010-061A,37218,SKYTERRA 1,1436.08,4.05,35799,35773,0.0003109,*G,0.9
2010-062C,37224,O/OREOS (USA 219),96.64,71.97,609,586,0.0016729,,0.69
2010-065A,37237,HYLAS 1,1436.07,4.34,35787,35785,0.0000175,*G,0.6
2010-065B,37238,INTELSAT 17 (IS-17),1436.1,0,35797,35776,0.0002485,*G,0.34
2010-068A,37256,BEIDOU-2 IGSO-2,1435.93,48.47,35947,35620,0.003884,*G,0.89
2010-069A,37258,EUTELSAT KA-SAT 9A,1436.11,0.08,35789,35785,0.0000475,*G,1.1
2010-070A,37264,HISPASAT 30W-5,1436.05,0.02,35796,35775,0.0002412,*G,0.61
2010-070B,37265,KOREASAT 6,1436.19,0.04,35798,35778,0.0002407,*G,0.74
2011-013A,37384,BEIDOU-2 IGSO-3,1436.34,61.67,35916,35667,0.0029558,*G,0.8
2011-015A,37387,RESOURCESAT-2,101.29,98.55,823,817,0.0004144,,0.25
2011-015B,37388,YOUTHSAT,101.04,98.31,819,797,0.0015462,,0.56
2011-015C,37389,X-SAT,101.06,98.3,819,798,0.0014964,,0.27
2011-016A,37392,INTELSAT 28 (IS-28),1437.97,0.48,35841,35806,0.0004119,*G,0.38
2011-016B,37393,YAHSAT 1A,1436.13,0.02,35801,35774,0.0003184,*G,0.45
2011-019A,37481,SBIRS GEO-1 (USA 230),1436.09,3.43,35797,35776,0.0002419,*G,0.45
2011-021A,37602,TELSTAR 14R,1436.12,0.05,35799,35775,0.0002804,*G,0.61
2011-022A,37605,GSAT-8,1436.07,0.81,35821,35751,0.0008377,*G,0.6
2011-022B,37606,ST-2,1436.16,0.01,35798,35777,0.0002475,*G,0.36
2011-026A,37677,ZHONGXING-10,1436.15,0.03,35797,35778,0.000222,*G,1.37
2011-030A,37730,SJ-11-03,98.41,97.87,688,677,0.0007707,,0.29
2011-033A,37739,GLOBALSTAR M083,114.08,51.99,1414,1413,0.0000652,,0.88
2011-033B,37740,GLOBALSTAR M088,114.08,51.98,1414,1413,0.0000174,,0.53
2011-033C,37741,GLOBALSTAR M091,114.08,52,1414,1413,0.0000116,,0.51
2011-033D,37742,GLOBALSTAR M085,114.08,51.99,1414,1413,0.0000459,,0.35
2011-033E,37743,GLOBALSTAR M081,114.08,52,1414,1413,0.0000627,,0.65
2011-033F,37744,GLOBALSTAR M089,114.08,51.99,1414,1413,0.0001122,,0.61
2011-035A,37748,SES-3,1436.1,0.01,35798,35775,0.0002771,*G,0.62
2011-035B,37749,KAZSAT-2,1436.11,0.03,35793,35781,0.0001377,*G,0.61
2011-038A,37763,BEIDOU-2 IGSO-4,1436.24,54.57,36348,35231,0.0132515,,0.63
2011-039A,37765,SJ-11-02,98.39,98.33,690,673,0.001188,,0.87
2011-041A,37775,ASTRA 1N,1436.11,0.09,35804,35770,0.0004105,*G,0.46
2011-041B,37776,BSAT-3C (JCSAT-110R),1436.09,0.01,35788,35785,0.0000398,*G,1.15
2011-042A,37779,PAKSAT-1R,1436.06,0.03,35797,35775,0.0002607,*G,0.6
2011-043A,37781,HAIYANG-2A,104.44,99.33,969,968,0.0000667,,0.23
2011-044B,37789,NIGERIASAT-2,97.98,97.82,683,641,0.0029477,,0.23
2011-044C,37790,NIGERIASAT-X,98.62,97.82,702,683,0.0013283,,0.56
2011-044D,37791,RASAT,98.15,98.07,685,655,0.0021216,,0.27
2011-044E,37792,APRIZESAT 5,97.34,98.23,669,594,0.0053297,,0.3
2011-044F,37793,APRIZESAT 6,97.59,98.28,673,613,0.0042928,,0.73
2011-049A,37809,SES-2,1436.09,0.04,35799,35774,0.0003052,*G,0.62
2011-049B,37810,ARABSAT-5C,1436.06,0.05,35802,35770,0.0003722,*G,0.38
2011-051A,37816,EUTELSAT 7 WEST A,1436.07,0.08,35808,35765,0.0005114,*G,0.37
2011-052A,37818,TACSAT 4,235.88,62.81,12172,364,0.4668745,,0.91
2011-054A,37826,QUETZSAT 1,1436.09,0.01,35798,35775,0.0002825,*G,0.62
2011-056A,37834,INTELSAT 18 (IS-18),1436.09,0.02,35792,35781,0.0001311,*G,0.64
2011-057A,37836,EUTELSAT 16A,1436.06,0.07,35808,35763,0.0005357,*G,0.61
2011-058B,37839,JUGNU,101.88,19.96,861,834,0.0018569,,0.74
2011-058D,37841,SRMSAT,102.03,19.97,863,846,0.0011671,,0.53
2011-059A,37843,VIASAT-1,1436.12,0.01,35796,35778,0.0002057,*G,0.83
2011-060A,37846,GSAT0101 (GALILEO-PFM),844.69,57.12,23233,23211,0.0003591,,1.15
2011-060B,37847,GSAT0102 (GALILEO-FM2),844.7,57.12,23238,23206,0.0005357,,0.93
2011-061A,37849,SUOMI NPP,101.44,98.75,828,826,0.0001379,,0.25
2011-064A,37867,COSMOS 2476 [GLONASS-M],675.73,64.99,19192,19068,0.0024455,,1.04
2011-064B,37868,COSMOS 2477 [GLONASS-M],675.73,64.99,19185,19075,0.0021638,,0.27
2011-064C,37869,COSMOS 2475 [GLONASS-M],675.73,65,19198,19062,0.0026679,,1.17
2011-066B,37875,YAOGAN-12,94.51,97.19,498,491,0.0004998,,0.27
2011-068A,37930,CHUANGXIN 1-03 (CX-1-03),100.67,98.72,801,780,0.0015145,,0.22
2011-068B,37931,SHIYAN 4 (SY-4),100.64,98.72,805,773,0.0022591,,0.53
2011-069A,37933,ASIASAT 7,1436.07,0.06,35792,35780,0.0001515,*G,0.65
2011-072A,37941,YAOGAN-13,90.66,97.72,309,305,0.0003202,,0.24
2011-073A,37948,BEIDOU-2 IGSO-5,1435.93,48.61,36209,35358,0.010095,,1.81
2011-074B,37951,LUCH-5A,1436.04,7.45,35801,35770,0.0003621,*G,0.64
2011-076E,38011,SSOT,97.16,97.88,623,622,0.000105,,0.29
2011-076F,38012,PLEIADES 1A,98.73,98.18,698,697,0.0000916,,0.24
2011-077A,38014,NIGCOMSAT 1R,1436.1,0.03,35796,35777,0.0002224,*G,0.59
2011-079A,38038,ZIYUAN 1-02C (ZY 1-02C),100.17,98.47,772,762,0.0007126,,0.26
2011-080A,38040,GLOBALSTAR M084,114.08,52,1414,1413,0.0001152,,0.74
2011-080B,38041,GLOBALSTAR M080,114.08,52.01,1415,1413,0.0001203,,0.69
2011-080C,38042,GLOBALSTAR M082,114.08,52.01,1414,1413,0.000069,,0.91
2011-080D,38043,GLOBALSTAR M092,114.08,52.01,1414,1413,0.0001111,,0.62
2011-080E,38044,GLOBALSTAR M090,114.08,51.99,1414,1413,0.0000495,,0.97
2011-080F,38045,GLOBALSTAR M086,114.08,51.99,1414,1413,0.0000688,,0.86
2012-001A,38046,ZIYUAN 3-1 (ZY 3-1),93.15,97.21,433,425,0.0005486,,0.29
2012-003A,38070,WGS F4 (USA 233),1436.09,0.02,35790,35783,0.0000884,*G,1.01
2012-006A,38077,LARES,114.75,69.49,1451,1437,0.0008614,,0.89
2012-007A,38087,SES-4,1436.13,0.03,35798,35776,0.0002558,*G,0.23
2012-008A,38091,BEIDOU-2 G5,1436.03,2.3,35841,35730,0.0013107,*G,0.68
2012-009A,38093,MUOS-1,1436.11,4.45,36011,35563,0.005312,,0.48
2012-011A,38098,INTELSAT 22 (IS-22),1436.11,0,35795,35779,0.000183,*G,0.6
2012-013A,38107,APSTAR-7,1436.1,0.04,35798,35775,0.0002727,*G,1.37
2012-016A,38245,YAHSAT 1B,1436.12,0.09,35800,35774,0.0003142,*G,0.59
2012-018A,38250,BEIDOU-2 M3,773.22,56.18,21595,21461,0.0023928,,1.03
2012-018B,38251,BEIDOU-2 M4,773.23,56.09,21570,21486,0.0014937,,1.09
2012-019A,38254,AEHF-2 (USA 235),1436.12,5.46,35798,35776,0.0002648,*G,0.53
2012-020A,38256,TIANHUI 1-02,92.73,97.61,415,402,0.0009629,,0.25
2012-021A,38257,YAOGAN-14,94.52,97.23,498,493,0.0004015,,0.26
2012-023A,38331,JCSAT-13,1436.08,0.01,35794,35779,0.0001721,*G,0.79
2012-023B,38332,VINASAT-2,1436.1,0.04,35797,35776,0.0002446,*G,0.24
2012-025A,38337,GCOM-W1 (SHIZUKU),98.83,98.23,703,702,0.0001058,,0.64
2012-025B,38338,ARIRANG-3 (KOMPSAT-3),98.49,98.29,690,682,0.0005741,,0.25
2012-025C,38339,SDS-4,97.68,98.15,653,642,0.0007954,,0.29
2012-026A,38342,NIMIQ 6,1436.1,0.01,35798,35775,0.0002688,*G,0.62
2012-028A,38352,ZHONGXING-2A,1436.07,0.13,35793,35779,0.0001678,*G,1.01
2012-029A,38354,YAOGAN-15,109.23,100.76,1210,1172,0.0025316,,0.27
2012-030A,38356,INTELSAT 19 (IS-19),1436.09,0.02,35800,35773,0.0003124,*G,0.24
2012-031A,38358,NUSTAR,95.92,6.03,569,557,0.0008258,,0.5
2012-035A,38551,ECHOSTAR 17,1436.08,0.02,35794,35778,0.0001924,*G,0.48
2012-035B,38552,METEOSAT-10 (MSG-3),1436.02,3.47,35792,35779,0.000152,*G,0.75
2012-036A,38652,SES-5,1436.09,0.05,35794,35778,0.0001886,*G,0.58
2012-039C,38709,EXACTVIEW-1 (ADS-1B),101.07,98.95,817,802,0.0010617,,0.61
2012-039E,38711,MKA-PN 1,101.04,98.94,816,800,0.0011259,,0.65
2012-041A,38733,COSMOS 2481,115.9,82.47,1512,1481,0.0019906,,0.3
2012-041B,38734,GONETS-M 3,115.67,82.47,1500,1472,0.0017837,,0.57
2012-041D,38736,GONETS-M 4,115.77,82.48,1511,1469,0.0026316,,0.54
2012-043A,38740,INTELSAT 20 (IS-20),1436.11,0.02,35801,35773,0.0003381,*G,1.29
2012-043B,38741,HYLAS 2,1431.75,1.1,35711,35692,0.0002268,*G,0.64
2012-044B,38745,EXPRESS-MD2,120.27,49.86,3126,260,0.1775834,,0.61
2012-045A,38749,INTELSAT 21 (IS-21),1436.08,0.04,35793,35779,0.0001677,*G,0.28
2012-047A,38755,SPOT 6,98.73,98.2,699,697,0.0001232,,0.24
2012-048B,38759,SMDC ONE 1.2,95.49,64.66,638,446,0.0138537,,0.47
2012-048G,38764,CINEMA,94.83,64.66,592,428,0.0119117,,0.55
2012-048J,38766,SMDC ONE 1.1,93.54,64.64,505,390,0.0083934,,0.37
2012-048K,38767,AEROCUBE 4.5A,94.51,64.65,569,420,0.0108551,,0.58
2012-048L,38768,AEROCUBE 4.5B,91.85,64.64,400,331,0.0051213,,0.54
2012-049A,38771,METOP-B,101.31,98.6,822,819,0.0001632,,0.28
2012-050B,38775,BEIDOU-2 M6,773.23,56.09,21563,21493,0.0012533,,0.31
2012-051A,38778,ASTRA 2F,1436.09,0.06,35801,35772,0.0003498,*G,0.45
2012-051B,38779,GSAT-10,1436.07,0.11,35797,35775,0.0002574,*G,0.36
2012-052A,38782,VRSS-1,97.4,97.57,648,620,0.0019949,,0.24
2012-053A,38833,NAVSTAR 67 (USA 239),717.98,53.53,20615,19750,0.0162753,,1.22
2012-055A,38857,GSAT0103 (GALILEO-FM3),844.71,55.51,23234,23211,0.0003928,,1.11
2012-056A,38860,SJ-9A,97.06,97.61,638,598,0.0028128,,0.26
2012-056B,38861,SJ-9B,96.78,97.56,617,592,0.0017866,,0.56
2012-057A,38867,INTELSAT 23 (IS-23),1435.96,0.04,35787,35781,0.0000653,*G,0.54
2012-059A,38953,BEIDOU-2 G6,1436.11,3.12,35827,35747,0.0009409,*G,0.36
2012-061A,38977,LUCH-5B,1436.08,9.37,35805,35768,0.0004412,*G,0.61
2012-061B,38978,YAMAL 300K,1436.09,0.02,35790,35783,0.0000769,*G,0.64
2012-062A,38991,STAR ONE C3,1436.09,0.02,35793,35780,0.0001604,*G,0.62
2012-062B,38992,EUTELSAT 21B,1436.07,0.07,35799,35773,0.0003108,*G,0.61
2012-065A,39008,ECHOSTAR 16,1436.09,0.02,35795,35778,0.0001991,*G,0.47
2012-066A,39011,YAOGAN-16 01A,107.03,63.36,1383,795,0.0393541,,0.73
2012-066B,39012,YAOGAN-16 01B,107.03,63.36,1383,795,0.0393607,,0.73
2012-066C,39013,YAOGAN-16 01C,107.03,63.36,1383,795,0.0393785,,0.29
2012-067A,39017,ZHONGXING-12,1436.1,0.05,35800,35774,0.0003081,*G,1.37
2012-068A,39019,PLEIADES 1B,98.73,98.17,699,697,0.0001125,,0.29
2012-069A,39020,EUTELSAT 70B,1436.08,0.06,35802,35771,0.0003738,*G,0.67
2012-070A,39022,YAMAL 402,1436.08,0.03,35805,35768,0.0004392,*G,1.09
2012-073A,39030,GOKTURK 2,97.65,97.73,647,645,0.0001314,,0.31
2012-075A,39034,SKYNET 5D,1436.05,0.07,35801,35770,0.0003673,*G,0.67
2012-075B,39035,MEXSAT 3,1436.11,0.02,35796,35778,0.0002065,*G,0.48
2013-001A,39057,COSMOS 2482,115.85,82.5,1516,1472,0.0027907,,0.57
2013-001B,39058,COSMOS 2483,115.75,82.5,1503,1476,0.0016908,,0.23
2013-001C,39059,COSMOS 2484,115.86,82.5,1515,1473,0.0026742,,0.57
2013-004A,39070,TDRS 11,1436.02,2.89,35798,35772,0.0003037,*G,0.64
2013-005A,39072,GLOBALSTAR M097,114.08,52.01,1414,1413,0.0000293,,0.55
2013-005B,39073,GLOBALSTAR M093,114.08,51.98,1414,1413,0.0000359,,0.34
2013-005C,39074,GLOBALSTAR M094,114.08,52,1414,1413,0.0000756,,0.42
2013-005D,39075,GLOBALSTAR M096,114.08,52.01,1414,1413,0.0000442,,0.56
2013-005E,39076,GLOBALSTAR M078,114.08,51.99,1414,1413,0.0000889,,0.27
2013-005F,39077,GLOBALSTAR M095,114.08,51.98,1414,1413,0.0000397,,0.4
2013-006A,39078,AMAZONAS 3,1436.1,0.06,35800,35773,0.0003194,*G,0.61
2013-006B,39079,AZERSPACE 1,1436.09,0.04,35795,35778,0.0001983,*G,0.59
2013-008A,39084,LANDSAT 8,98.82,98.2,703,702,0.0001168,,0.3
2013-009A,39086,SARAL,100.51,98.55,784,781,0.0002153,,0.59
2013-009C,39088,SAPPHIRE,100.35,98.41,783,767,0.0010829,,1.02
2013-009D,39089,NEOSSAT,100.32,98.4,781,766,0.0010591,,0.56
2013-009E,39090,STRAND-1,100.24,98.38,776,764,0.0008138,,0.55
2013-009F,39091,BRITE-AUSTRIA,100.27,98.38,778,764,0.0009772,,1.01
2013-011A,39120,SBIRS GEO-2 (USA 241),1436.16,3.41,35800,35775,0.0002994,*G,0.61
2013-012A,39122,EUTELSAT 117 WEST A,1436.09,0.03,35799,35774,0.0002927,*G,0.48
2013-014A,39127,ANIK G1,1436.12,0.02,35801,35773,0.0003229,*G,0.25
2013-018A,39150,GAOFEN-1,97.53,97.97,654,627,0.0019675,,0.27
2013-018B,39151,NEE-01 PEGASO,96.7,98.05,611,590,0.001468,,0.58
2013-019A,39155,COSMOS 2485 [GLONASS-M],675.73,65.14,19193,19066,0.0024837,,1.08
2013-020A,39157,ZHONGXING-11,1436.08,0.01,35810,35762,0.0005651,*G,0.62
2013-021A,39159,PROBA-V,101.16,98.31,817,811,0.0004139,,0.52
2013-021B,39160,VNREDSAT 1,98.32,97.97,679,678,0.0001104,,0.26
2013-021C,39161,ESTCUBE 1,97.38,97.8,639,628,0.0007581,,0.34
2013-022A,39163,EUTELSAT 7B,1436.09,0.07,35810,35763,0.0005621,*G,0.6
2013-023A,39166,NAVSTAR 68 (USA 242),717.98,54.92,20530,19835,0.0130854,,0.86
2013-024A,39168,WGS F5 (USA 243),1436.13,0.02,35789,35785,0.0000514,*G,0.4
2013-026A,39172,SES-6,1436.09,0.06,35795,35778,0.0002101,*G,1.04
2013-028A,39177,COSMOS 2486,98.92,97.95,715,699,0.0011327,,0.29
2013-031A,39188,O3B FM5,287.93,0.06,8070,8062,0.0002691,,0.94
2013-031B,39189,O3B FM4,287.93,0.04,8070,8062,0.0002649,,12.68
2013-031C,39190,O3B FM2,287.93,0.04,8070,8062,0.0002671,,1.19
2013-031D,39191,O3B PFM,287.93,0.05,8070,8062,0.0002727,,0.77
2013-033A,39197,IRIS,97.05,97.95,635,600,0.0024991,,0.97
2013-034A,39199,IRNSS-1A,1435.98,34.54,35874,35695,0.0021161,*G,13.74
2013-035A,39202,SJ-11-05,98.38,98.26,689,673,0.0011341,,0.25
2013-036A,39206,MUOS-2,1436.14,4.01,36015,35560,0.0053939,,0.38
2013-037A,39208,SHIYAN 7 (SY-7),97.88,98.07,663,652,0.0007603,,0.57
2013-037B,39209,CHUANGXIN-3 (CX-3),97.77,98.07,655,649,0.0003723,,0.51
2013-037C,39210,SHIJIAN-15 (SJ-15),97.93,98.09,664,656,0.0005854,,0.25
2013-038A,39215,ALPHASAT,1436.05,2.92,35793,35778,0.0001823,*G,0.61
2013-038B,39216,INSAT-3D,1436.16,0.6,35797,35779,0.0002144,*G,0.24
2013-041A,39222,WGS F6 (USA 244),1436.11,0.02,35788,35786,0.0000186,*G,0.77
2013-042A,39227,ARIRANG-5 (KOMPSAT-5),95.71,97.62,556,550,0.0003848,,0.25
