dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1640995200,2022-01-01 00:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.22,10000,9.42,11.66,10.9,14.02,996,,,83,2.57,130,,,,,,40,802,Clouds,scattered clouds,03d
1640998800,2022-01-01 01:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.64,10000,8.4,10.01,9.23,13.29,996,,,86,0,0,,,,,,20,801,Clouds,few clouds,02n
1641002400,2022-01-01 02:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.38,10000,5.76,9.38,9.19,12.29,993,,,73,1.79,34,5.81,,,,,40,802,Clouds,scattered clouds,03n
1641006000,2022-01-01 03:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9.47,10000,4.68,7.34,8.63,11.74,997,,,72,4.02,4,7.6,,,,,40,802,Clouds,scattered clouds,03n
1641009600,2022-01-01 04:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.66,10000,3.9,5.16,7.57,11.29,998,,,72,7.2,330,,,,,,40,802,Clouds,scattered clouds,03n
1641013200,2022-01-01 05:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.82,10000,3.66,7.02,8.12,10.63,999,,,70,3.13,6,8.94,,,,,20,801,Clouds,few clouds,02n
1641016800,2022-01-01 06:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.22,10000,2.88,5.59,7.46,10.29,1000,,,69,4.47,38,10.28,,,,,0,800,Clear,sky is clear,01n
1641020400,2022-01-01 07:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.41,10000,2.22,7.14,7.52,10.29,1001,,,65,2.24,356,8.94,,,,,0,800,Clear,sky is clear,01n
1641024000,2022-01-01 08:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.08,10000,2.33,5.42,6.41,9.57,1002,,,67,4.47,34,7.6,,,,,0,800,Clear,sky is clear,01n
1641027600,2022-01-01 09:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,6.78,10000,2.29,6.78,5.35,8.96,1002,,,73,0.89,15,5.81,,,,,0,800,Clear,sky is clear,01n
1641031200,2022-01-01 10:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.26,10000,2.16,5.52,5.3,8.96,1000,,,70,2.57,340,,,,,,20,801,Clouds,few clouds,02n
1641034800,2022-01-01 11:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,6.63,10000,2.14,4.1,4.2,8.46,1004,,,73,3.58,45,5.81,,,,,0,800,Clear,sky is clear,01n
1641038400,2022-01-01 12:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,6.94,10000,1.45,4.75,5.13,8.46,1004,,,68,3.13,300,8.94,,,,,0,800,Clear,sky is clear,01n
1641042000,2022-01-01 13:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.09,10000,0.75,4.42,5.85,7.9,1004,,,64,4.02,323,5.81,,,,,0,800,Clear,sky is clear,01n
1641045600,2022-01-01 14:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,6.97,10000,0.64,4.79,5.29,7.9,1006,,,64,3.13,344,8.94,,,,,0,800,Clear,sky is clear,01n
1641049200,2022-01-01 15:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,6.61,10000,0.72,3.39,4.02,7.9,1008,,,66,4.92,28,10.28,,,,,0,800,Clear,sky is clear,01d
1641052800,2022-01-01 16:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.29,10000,0.94,6.24,5.13,8.46,1009,,,64,1.79,358,5.81,,,,,0,800,Clear,sky is clear,01d
1641056400,2022-01-01 17:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.95,10000,1.78,7.95,7.57,10.13,1008,,,65,0.89,337,3.58,,,,,0,800,Clear,sky is clear,01d
1641060000,2022-01-01 18:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.01,10000,1.14,8.48,9.23,12.53,1009,,,54,1.54,90,,,,,,0,800,Clear,sky is clear,01d
1641063600,2022-01-01 19:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.91,10000,3.16,10.59,10.9,14.58,1010,,,55,2.57,0,,,,,,0,800,Clear,sky is clear,01d
1641067200,2022-01-01 20:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.93,10000,-1.56,11.22,12.46,14.2,1007,,,36,2.68,250,4.47,,,,,0,800,Clear,sky is clear,01d
1641070800,2022-01-01 21:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.22,10000,-1.24,12.59,13.68,15.29,1004,,,34,2.68,259,5.81,,,,,0,800,Clear,sky is clear,01d
1641074400,2022-01-01 22:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.99,10000,1.86,13.62,14.02,16.18,1007,,,41,0.45,205,1.79,,,,,0,800,Clear,sky is clear,01d
1641078000,2022-01-01 23:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.49,10000,4.2,13.3,13.46,16.29,1008,,,50,1.79,268,4.47,,,,,0,800,Clear,sky is clear,01d
1641081600,2022-01-02 00:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.58,10000,4.85,13.45,13.46,15.63,1004,,,52,2.06,190,,,,,,0,800,Clear,sky is clear,01d
1641085200,2022-01-02 01:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.6,10000,4.8,10.46,9.68,14.29,1009,,,63,3.09,210,,,,,,0,800,Clear,sky is clear,01n
1641088800,2022-01-02 02:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.3,10000,2.16,8.87,8.57,12.85,1010,,,57,1.54,340,,,,,,0,800,Clear,sky is clear,01n
1641092400,2022-01-02 03:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.05,10000,-0.65,8.34,8.63,11.74,1010,,,47,3.09,310,,,,,,0,800,Clear,sky is clear,01n
1641096000,2022-01-02 04:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9.11,10000,-1.16,7.39,8.07,11.29,1014,,,48,3.09,330,,,,,,0,800,Clear,sky is clear,01n
1641099600,2022-01-02 05:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9.15,10000,-1.9,8.15,7.52,10.63,1015,,,45,2.06,360,,,,,,0,800,Clear,sky is clear,01n
1641103200,2022-01-02 06:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.46,10000,-2.2,8.46,6.98,10.07,1015,,,46,0.89,342,1.79,,,,,0,800,Clear,sky is clear,01n
1641106800,2022-01-02 07:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.19,10000,-2.42,7.77,6.24,10.13,1015,,,46,1.34,344,3.13,,,,,0,800,Clear,sky is clear,01n
1641110400,2022-01-02 08:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.88,10000,-2.67,7.88,5.69,9.02,1013,,,46,0.45,340,1.34,,,,,0,800,Clear,sky is clear,01n
1641114000,2022-01-02 09:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.36,10000,-4.23,7.73,6.29,9.02,1008,,,39,1.54,340,,,,,,0,800,Clear,sky is clear,01n
1641117600,2022-01-02 10:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.61,10000,-4.54,7.61,5.29,9.02,1008,,,40,0.89,107,1.34,,,,,0,800,Clear,sky is clear,01n
1641121200,2022-01-02 11:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.39,10000,-4.14,7.39,5.29,7.9,1008,,,42,0.45,340,1.34,,,,,0,800,Clear,sky is clear,01n
1641124800,2022-01-02 12:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.01,10000,-4.73,6.19,4.29,8.01,1012,,,41,1.54,10,,,,,,0,800,Clear,sky is clear,01n
1641128400,2022-01-02 13:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.4,10000,-4.71,6.11,5.29,8.46,1012,,,40,2.06,310,,,,,,0,800,Clear,sky is clear,01n
1641132000,2022-01-02 14:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,6.37,10000,-4.15,4.38,3.29,7.9,1013,,,45,2.68,32,4.47,,,,,0,800,Clear,sky is clear,01n
1641135600,2022-01-02 15:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,6.79,,-4.08,5.66,5.3,7.9,1013,,,44,1.79,7,4.47,,,,,0,800,Clear,sky is clear,01d
1641139200,2022-01-02 16:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.07,10000,-4.68,4.91,5.29,9.02,1013,,,41,3.13,67,10.28,,,,,0,800,Clear,sky is clear,01d
1641142800,2022-01-02 17:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.92,10000,-3.44,7.92,7.46,9.76,1016,,,43,0.45,346,2.24,,,,,0,800,Clear,sky is clear,01d
1641146400,2022-01-02 18:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.21,10000,-3.38,8.25,8.96,12.9,1017,,,37,1.79,42,4.47,,,,,0,800,Clear,sky is clear,01d
1641150000,2022-01-02 19:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.4,10000,-2.66,10.58,11.46,14.58,1016,,,34,2.24,40,4.47,,,,,0,800,Clear,sky is clear,01d
1641153600,2022-01-02 20:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.34,10000,-2.26,12.64,13.02,16.24,1014,,,31,0.89,342,2.24,,,,,0,800,Clear,sky is clear,01d
1641157200,2022-01-02 21:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,15.68,10000,-2.44,14.03,15.24,16.74,1022,,,28,1.54,140,,,,,,0,800,Clear,sky is clear,01d
1641160800,2022-01-02 22:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,16.16,10000,-2.51,14.54,15.35,17.29,1012,,,27,2.06,180,,,,,,0,800,Clear,sky is clear,01d
1641164400,2022-01-02 23:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,16.28,10000,-2.87,14.64,15.8,17.52,1009,,,26,0.45,335,1.34,,,,,0,800,Clear,sky is clear,01d
1641168000,2022-01-03 00:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,15.24,10000,-1.56,13.63,14.68,17.29,1009,,,31,3.6,260,,,,,,0,800,Clear,sky is clear,01d
1641171600,2022-01-03 01:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.85,10000,-1.46,10.11,9.79,15.29,1012,,,39,1.79,280,4.47,,,,,0,800,Clear,sky is clear,01n
1641175200,2022-01-03 02:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.22,10000,-1.36,9.47,9.79,13.4,1012,,,41,2.57,310,,,,,,0,800,Clear,sky is clear,01n
1641178800,2022-01-03 03:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9.95,10000,-2.37,7.89,8.68,12.29,1012,,,41,4.12,320,,,,,,0,800,Clear,sky is clear,01n
1641182400,2022-01-03 04:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9.7,10000,-2.57,9.48,7.53,11.18,1012,,,41,1.34,349,2.24,,,,,0,800,Clear,sky is clear,01n
1641186000,2022-01-03 05:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9.17,10000,-2.71,8.18,6.98,10.63,1012,,,42,2.06,330,,,,,,0,800,Clear,sky is clear,01n
1641189600,2022-01-03 06:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.95,10000,-3.46,8.63,7.9,10.07,1010,,,40,1.34,20,2.24,,,,,0,800,Clear,sky is clear,01n
1641193200,2022-01-03 07:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.8,10000,-3.29,7.35,7.29,9.68,1010,,,41,2.57,300,,,,,,0,800,Clear,sky is clear,01n
1641196800,2022-01-03 08:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.56,10000,-2.65,7.96,6.29,9.68,1006,,,44,1.54,350,,,,,,0,800,Clear,sky is clear,01n
1641200400,2022-01-03 09:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.91,10000,-3.5,7.73,7.29,9.13,1006,,,40,2.24,27,3.58,,,,,0,800,Clear,sky is clear,01n
1641204000,2022-01-03 10:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.63,10000,-3.43,7.79,5.29,9.68,1005,,,41,1.79,38,5.81,,,,,0,800,Clear,sky is clear,01n
1641207600,2022-01-03 11:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.93,10000,-4.4,8.93,5.29,9.13,1005,,,37,0.89,348,2.24,,,,,0,800,Clear,sky is clear,01n
1641211200,2022-01-03 12:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.6,10000,-3.97,7.11,5.29,8.57,1009,,,42,1.34,45,4.47,,,,,0,800,Clear,sky is clear,01n
1641214800,2022-01-03 13:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.32,10000,-3.38,7.32,3.29,8.57,1003,,,45,0,0,,,,,,0,800,Clear,sky is clear,01n
1641218400,2022-01-03 14:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.07,10000,-4.47,7.4,3.29,8.57,995,,,39,1.54,280,,,,,,0,800,Clear,sky is clear,01n
1641222000,2022-01-03 15:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.06,10000,-4.98,7.06,2.29,7.29,995,,,40,0,0,,,,,,0,800,Clear,sky is clear,01d
1641225600,2022-01-03 16:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.38,10000,-4.43,7.38,3.29,7.46,998,,,41,0,0,,,,,,0,800,Clear,sky is clear,01d
1641229200,2022-01-03 17:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,8.41,10000,-3.04,8.41,7.29,9.13,1004,,,43,0,0,,,,,,0,800,Clear,sky is clear,01d
1641232800,2022-01-03 18:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.48,10000,-2.38,9.65,10.24,12.46,1007,,,37,0.45,169,0.89,,,,,0,800,Clear,sky is clear,01d
1641236400,2022-01-03 19:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,13.45,10000,-0.19,11.87,12.46,15.13,1013,,,39,1.34,125,3.58,,,,,0,800,Clear,sky is clear,01d
1641240000,2022-01-03 20:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,15.91,10000,1.25,14.52,12.9,17.91,1012,,,37,2.68,206,5.81,,,,,0,800,Clear,sky is clear,01d
1641243600,2022-01-03 21:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,16.39,10000,3.46,15.18,15.24,17.53,1011,,,42,1.54,230,,,,,,0,800,Clear,sky is clear,01d
1641247200,2022-01-03 22:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,15.73,10000,4.15,14.56,12.9,18.29,1011,,,46,4.47,219,6.71,,,,,0,800,Clear,sky is clear,01d
1641250800,2022-01-03 23:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,15.34,10000,4.1,14.16,12.9,17.91,1012,,,47,4.02,227,6.71,,,,,0,800,Clear,sky is clear,01d
1641254400,2022-01-04 00:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,13.46,10000,4.08,12.25,11.46,16.29,1012,,,53,4.47,219,5.81,,,,,0,800,Clear,sky is clear,01d
1641258000,2022-01-04 01:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.97,10000,4.15,11.76,10.85,14.52,1005,,,55,2.06,170,,,,,,0,800,Clear,sky is clear,01n
1641261600,2022-01-04 02:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.62,10000,3.65,10.35,9.2,12.85,1005,,,58,1.34,37,2.24,,,,,0,800,Clear,sky is clear,01n
1641265200,2022-01-04 03:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.41,10000,2.44,10.02,9.19,11.74,1001,,,54,0,0,,,,,,0,800,Clear,sky is clear,01n
1641268800,2022-01-04 04:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.24,10000,0.93,9.7,9.58,11.35,999,,,49,1.54,280,,,,,,0,800,Clear,sky is clear,01n
1641272400,2022-01-04 05:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.68,10000,0.41,9.08,8.46,10.8,999,,,49,0,0,,,,,,0,800,Clear,sky is clear,01n
1641276000,2022-01-04 06:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9.83,10000,-0.57,9.83,8.29,10.07,997,,,48,0,0,,,,,,0,800,Clear,sky is clear,01n
1641279600,2022-01-04 07:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9.62,10000,0.52,9.62,7.29,9.68,997,,,53,0,0,,,,,,0,800,Clear,sky is clear,01n
1641283200,2022-01-04 08:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,6.31,10000,0.22,6.31,4.64,9.52,1022,,,65,0,0,,,,,,0,800,Clear,sky is clear,01n
1641286800,2022-01-04 09:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,5.76,10000,-0.08,3.74,3.98,8.96,1022,,,66,2.57,180,,,,,,0,800,Clear,sky is clear,01n
1641290400,2022-01-04 10:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,4.43,10000,-1.02,2.64,2.51,8.4,1022,,,67,2.06,190,,,,,,0,800,Clear,sky is clear,01n
1641294000,2022-01-04 11:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,5.14,10000,-0.6,5.14,3.53,7.85,1022,,,66,0,0,,,,,,0,800,Clear,sky is clear,01n
1641297600,2022-01-04 12:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,4.8,10000,-0.53,4.8,3.17,7.85,1022,,,68,0,0,,,,,,0,800,Clear,sky is clear,01n
1641301200,2022-01-04 13:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.21,10000,1.5,7.21,4.29,7.29,1022,,,67,0,0,,,,,,0,800,Clear,sky is clear,01n
1641304800,2022-01-04 14:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,4.68,10000,-0.45,4.68,3.27,7.29,1022,,,69,0,0,,,,,,0,800,Clear,sky is clear,01n
1641308400,2022-01-04 15:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,5.16,10000,-0.05,5.16,3.29,7.29,1023,,,69,0,0,,,,,,0,800,Clear,sky is clear,01d
1641312000,2022-01-04 16:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,7.25,10000,1.74,7.25,5.29,7.29,1022,,,68,0,0,,,,,,0,800,Clear,sky is clear,01d
1641315600,2022-01-04 17:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.53,10000,1.62,9.05,7.29,10.68,1023,,,54,1.34,78,4.47,,,,,0,800,Clear,sky is clear,01d
1641319200,2022-01-04 18:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.06,10000,3.05,10.73,11.29,12.9,1025,,,54,0,0,,,,,,0,800,Clear,sky is clear,01d
1641322800,2022-01-04 19:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,13.26,10000,3.9,12.03,11.9,15.13,1014,,,53,3.09,140,,,,,,0,800,Clear,sky is clear,01d
1641326400,2022-01-04 20:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.89,10000,4.28,13.71,12.9,16.18,1013,,,49,3.58,240,5.81,,,,,0,800,Clear,sky is clear,01d
1641330000,2022-01-04 21:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,15.28,10000,6.57,14.33,12.9,16.74,1012,,,56,3.09,170,,,,,,0,800,Clear,sky is clear,01d
1641333600,2022-01-04 22:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,16.24,10000,6.38,15.28,14.02,17.29,1011,,,52,2.06,0,,,,,,0,800,Clear,sky is clear,01d
1641337200,2022-01-04 23:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,16.09,10000,6.52,15.14,14.02,17.91,1011,,,53,3.58,225,4.47,,,,,0,800,Clear,sky is clear,01d
1641340800,2022-01-05 00:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.16,10000,7.46,13.3,12.01,17.29,1011,,,64,2.06,160,,,,,,0,800,Clear,sky is clear,01d
1641344400,2022-01-05 01:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.09,10000,7,11.21,10.24,15.29,1008,,,71,3.09,160,,,,,,0,800,Clear,sky is clear,01n
1641348000,2022-01-05 02:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.7,10000,7.03,10.83,10.13,13.4,1004,,,73,1.54,160,,,,,,0,800,Clear,sky is clear,01n
1641351600,2022-01-05 03:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.24,10000,6.58,10.33,9.57,12.29,1005,,,73,2.06,120,,,,,,0,800,Clear,sky is clear,01n
1641355200,2022-01-05 04:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.48,10000,6,10.49,10.69,11.74,997,,,69,0,0,,,,,,0,800,Clear,sky is clear,01n
1641358800,2022-01-05 05:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.58,10000,5.45,10.52,9.58,11.91,998,,,66,1.54,0,,,,,,0,800,Clear,sky is clear,01n
1641362400,2022-01-05 06:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.42,10000,5.52,10.37,9.29,11.91,995,,,67,0,0,,,,,,0,800,Clear,sky is clear,01n
1641366000,2022-01-05 07:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.11,10000,4.59,10.94,8.29,13.02,994,,,60,0,0,,,,,,0,800,Clear,sky is clear,01n
1641369600,2022-01-05 08:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.81,10000,4.77,10.67,8.29,13.57,1008,,,62,1.54,340,,,,,,0,800,Clear,sky is clear,01n
1641373200,2022-01-05 09:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.58,10000,4.3,11.38,9.29,14.13,994,,,57,1.54,10,,,,,,0,800,Clear,sky is clear,01n
1641376800,2022-01-05 10:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.9,10000,3.91,10.66,8.29,13.02,993,,,58,2.06,350,,,,,,0,800,Clear,sky is clear,01n
1641380400,2022-01-05 11:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.68,10000,3.46,10.39,8.29,13.02,993,,,57,2.06,350,,,,,,0,800,Clear,sky is clear,01n
1641384000,2022-01-05 12:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.86,10000,3.65,9.59,7.29,13.02,1001,,,61,0,0,,,,,,0,800,Clear,sky is clear,01n
1641387600,2022-01-05 13:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,9,10000,4.23,8.47,7.29,9.74,1018,,,72,1.54,360,,,,,,0,800,Clear,sky is clear,01n
1641391200,2022-01-05 14:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.31,10000,4.03,9.09,7.29,10.8,992,,,65,0,0,,,,,,0,800,Clear,sky is clear,01n
1641394800,2022-01-05 15:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.1,10000,3.61,8.84,8.29,10.8,992,,,64,0,0,,,,,,0,800,Clear,sky is clear,01d
1641398400,2022-01-05 16:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,10.92,10000,5.25,9.84,8.46,11.91,995,,,68,2.06,60,,,,,,0,800,Clear,sky is clear,01d
1641402000,2022-01-05 17:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,11.93,10000,5.12,10.82,11.79,12.52,995,,,63,0,0,,,,,,0,800,Clear,sky is clear,01d
1641405600,2022-01-05 18:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,16.42,10000,6.27,15.45,14.02,17.46,998,,,51,0.45,66,2.24,,,,,0,800,Clear,sky is clear,01d
1641409200,2022-01-05 19:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,16.49,10000,6.33,15.53,14.79,19.68,1009,,,51,2.06,0,,,,,,0,800,Clear,sky is clear,01d
1641412800,2022-01-05 20:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,19.92,10000,6.29,19.04,18.57,20.8,1007,,,41,2.57,0,,,,,,0,800,Clear,sky is clear,01d
1641416400,2022-01-05 21:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,19.13,10000,6.93,18.27,15.68,21.8,1016,,,45,3.09,120,,,,,,0,800,Clear,sky is clear,01d
1641420000,2022-01-05 22:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,19.97,10000,6.69,19.12,18.68,21.42,1005,,,42,3.6,100,,,,,,0,800,Clear,sky is clear,01d
1641423600,2022-01-05 23:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,18.78,10000,7.24,17.94,16.24,21.8,1015,,,47,3.09,120,,,,,,0,800,Clear,sky is clear,01d
1641427200,2022-01-06 00:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,17.29,10000,7.91,16.48,14.02,21.29,1015,,,54,3.09,130,,,,,,0,800,Clear,sky is clear,01d
1641430800,2022-01-06 01:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,16.86,10000,6.96,15.96,12.35,19.29,999,,,52,1.54,0,,,,,,0,800,Clear,sky is clear,01n
1641434400,2022-01-06 02:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,15.85,10000,6.83,14.93,13.63,16.91,998,,,55,2.06,320,,,,,,0,800,Clear,sky is clear,01n
1641438000,2022-01-06 03:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,13.95,10000,6.32,12.97,11.98,15.29,1016,,,60,0,0,,,,,,0,800,Clear,sky is clear,01n
1641441600,2022-01-06 04:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,15.34,10000,3.49,14.1,12.35,16.91,999,,,45,1.54,50,,,,,,0,800,Clear,sky is clear,01n
1641445200,2022-01-06 05:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,13.37,10000,4.78,12.22,11.24,14.74,1016,,,56,0,0,,,,,,0,800,Clear,sky is clear,01n
1641448800,2022-01-06 06:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.55,10000,3.97,13.34,11.29,15.24,1015,,,49,2.06,350,,,,,,0,800,Clear,sky is clear,01n
1641452400,2022-01-06 07:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,14.33,10000,3.77,13.1,11.29,15.24,1015,,,49,1.34,340,3.58,,,,,0,800,Clear,sky is clear,01n
1641456000,2022-01-06 08:00:00 +0000 UTC,-28800,Los Angeles,34.11621,-118.406868,12.16,10000,3.65,10.89,11.29,14.57,1015,,,56,1.54,350,,,,,,0,800,Clear,sky is clear,01n
