dt,dt_iso,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1640995200,2022-01-01 00:00:00 +0000 UTC,New York,40.694305,-73.939876,9.95,10000,8.06,7.67,8.76,11.09,1014,,,88,4.63,160,,,,,,100,701,Mist,mist,50n
1640998800,2022-01-01 01:00:00 +0000 UTC,New York,40.694305,-73.939876,9.95,10000,8.06,8.4,8.76,11.09,1014,,,88,3.09,180,,,,,,100,701,Mist,mist,50n
1641002400,2022-01-01 02:00:00 +0000 UTC,New York,40.694305,-73.939876,10.05,9656,8.16,9.41,8.76,11.09,1013,,,88,3.09,200,,,,,,100,721,Haze,haze,50n
1641006000,2022-01-01 03:00:00 +0000 UTC,New York,40.694305,-73.939876,9.93,10000,8.2,8.69,8.76,11.09,1013,,,89,2.57,140,,,,,,100,701,Mist,mist,50n
1641009600,2022-01-01 04:00:00 +0000 UTC,New York,40.694305,-73.939876,9.9,10000,8.17,8.34,8.76,11.09,1013,,,89,3.09,170,,,,,,100,701,Mist,mist,50n
1641013200,2022-01-01 05:00:00 +0000 UTC,New York,40.694305,-73.939876,9.92,10000,8.19,8.09,8.77,11.09,1012,,,89,3.6,160,,,,,,100,701,Mist,mist,50n
1641016800,2022-01-01 06:00:00 +0000 UTC,New York,40.694305,-73.939876,9.84,10000,8.28,8,8.76,11.09,1012,,,90,3.6,180,,,,,,100,701,Mist,mist,50n
1641020400,2022-01-01 07:00:00 +0000 UTC,New York,40.694305,-73.939876,10.04,10000,8.48,9.45,8.77,11.09,1012,,,90,2.06,160,,,,,,100,701,Mist,mist,50n
1641024000,2022-01-01 08:00:00 +0000 UTC,New York,40.694305,-73.939876,10.04,10000,8.31,9.42,8.76,11.09,1012,,,89,2.57,130,,0.45,,,,100,500,Rain,light rain,10n
1641027600,2022-01-01 09:00:00 +0000 UTC,New York,40.694305,-73.939876,9.83,10000,8.43,7.59,8.77,10.98,1011,,,91,4.47,119,5.36,0.66,,,,100,500,Rain,light rain,10n
1641031200,2022-01-01 10:00:00 +0000 UTC,New York,40.694305,-73.939876,9.87,9656,9.11,8.3,9.31,10.44,1010,,,95,3.09,150,,,,,,100,701,Mist,mist,50n
1641034800,2022-01-01 11:00:00 +0000 UTC,New York,40.694305,-73.939876,10.01,1207,8.77,9.47,9.31,10.98,1009,,,92,4.47,159,5.81,0.25,,,,100,701,Mist,mist,50n
1641034800,2022-01-01 11:00:00 +0000 UTC,New York,40.694305,-73.939876,10.01,1207,8.77,9.47,9.31,10.98,1009,,,92,4.47,159,5.81,0.25,,,,100,500,Rain,light rain,10n
1641038400,2022-01-01 12:00:00 +0000 UTC,New York,40.694305,-73.939876,10.33,8047,9.09,9.82,9.32,11.09,1010,,,92,3.6,170,,0.25,,,,100,701,Mist,mist,50n
1641038400,2022-01-01 12:00:00 +0000 UTC,New York,40.694305,-73.939876,10.33,8047,9.09,9.82,9.32,11.09,1010,,,92,3.6,170,,0.25,,,,100,500,Rain,light rain,10n
1641042000,2022-01-01 13:00:00 +0000 UTC,New York,40.694305,-73.939876,10.38,4828,9.14,9.88,9.87,11.09,1010,,,92,5.36,128,6.71,0.86,,,,100,501,Rain,moderate rain,10d
1641042000,2022-01-01 13:00:00 +0000 UTC,New York,40.694305,-73.939876,10.38,4828,9.14,9.88,9.87,11.09,1010,,,92,5.36,128,6.71,0.86,,,,100,701,Mist,mist,50d
1641045600,2022-01-01 14:00:00 +0000 UTC,New York,40.694305,-73.939876,10.34,10000,9.1,9.83,9.87,11.09,1010,,,92,4.63,190,,0.71,,,,100,500,Rain,light rain,10d
1641049200,2022-01-01 15:00:00 +0000 UTC,New York,40.694305,-73.939876,10.88,9656,9.79,10.45,9.31,12.09,1011,,,93,5.66,200,,0.44,,,,100,500,Rain,light rain,10d
1641049200,2022-01-01 15:00:00 +0000 UTC,New York,40.694305,-73.939876,10.88,9656,9.79,10.45,9.31,12.09,1011,,,93,5.66,200,,0.44,,,,100,701,Mist,mist,50d
1641052800,2022-01-01 16:00:00 +0000 UTC,New York,40.694305,-73.939876,11.3,10000,10.21,10.91,9.87,12.09,1009,,,93,5.36,136,8.94,0.44,,,,100,500,Rain,light rain,10d
1641056400,2022-01-01 17:00:00 +0000 UTC,New York,40.694305,-73.939876,11.64,10000,10.55,11.29,9.87,12.87,1008,,,93,4.12,180,,0.35,,,,100,500,Rain,light rain,10d
1641060000,2022-01-01 18:00:00 +0000 UTC,New York,40.694305,-73.939876,12.26,10000,11.16,11.97,10.44,12.87,1007,,,93,4.02,200,7.15,0.29,,,,100,500,Rain,light rain,10d
1641063600,2022-01-01 19:00:00 +0000 UTC,New York,40.694305,-73.939876,12.46,8047,11.52,12.22,10.88,13.36,1007,,,94,2.24,186,3.58,0.25,,,,100,500,Rain,light rain,10d
1641063600,2022-01-01 19:00:00 +0000 UTC,New York,40.694305,-73.939876,12.46,8047,11.52,12.22,10.88,13.36,1007,,,94,2.24,186,3.58,0.25,,,,100,701,Mist,mist,50d
1641067200,2022-01-01 20:00:00 +0000 UTC,New York,40.694305,-73.939876,12.79,10000,11.52,12.53,11.54,13.87,1006,,,92,2.06,180,,0.72,,,,100,500,Rain,light rain,10d
1641067200,2022-01-01 20:00:00 +0000 UTC,New York,40.694305,-73.939876,12.79,10000,11.52,12.53,11.54,13.87,1006,,,92,2.06,180,,0.72,,,,100,701,Mist,mist,50d
1641070800,2022-01-01 21:00:00 +0000 UTC,New York,40.694305,-73.939876,12.63,10000,11.37,12.35,10.44,13.87,1006,,,92,3.09,200,,0.59,,,,100,300,Drizzle,light intensity drizzle,09d
1641070800,2022-01-01 21:00:00 +0000 UTC,New York,40.694305,-73.939876,12.63,10000,11.37,12.35,10.44,13.87,1006,,,92,3.09,200,,0.59,,,,100,701,Mist,mist,50d
1641070800,2022-01-01 21:00:00 +0000 UTC,New York,40.694305,-73.939876,12.63,10000,11.37,12.35,10.44,13.87,1006,,,92,3.09,200,,0.59,,,,100,500,Rain,light rain,10d
1641074400,2022-01-01 22:00:00 +0000 UTC,New York,40.694305,-73.939876,12.56,10000,11.3,12.27,10.44,13.32,1006,,,92,2.06,150,,0.25,,,,100,500,Rain,light rain,10n
1641078000,2022-01-01 23:00:00 +0000 UTC,New York,40.694305,-73.939876,12.4,8047,11.14,12.1,10.43,13.32,1006,,,92,2.06,90,,0.4,,,,100,500,Rain,light rain,10n
1641078000,2022-01-01 23:00:00 +0000 UTC,New York,40.694305,-73.939876,12.4,8047,11.14,12.1,10.43,13.32,1006,,,92,2.06,90,,0.4,,,,100,701,Mist,mist,50n
1641081600,2022-01-02 00:00:00 +0000 UTC,New York,40.694305,-73.939876,11.81,3219,10.72,11.47,9.87,12.81,1006,,,93,3.6,70,,0.85,,,,100,500,Rain,light rain,10n
1641081600,2022-01-02 00:00:00 +0000 UTC,New York,40.694305,-73.939876,11.81,3219,10.72,11.47,9.87,12.81,1006,,,93,3.6,70,,0.85,,,,100,701,Mist,mist,50n
1641085200,2022-01-02 01:00:00 +0000 UTC,New York,40.694305,-73.939876,11.41,4023,10.16,11.01,10.43,12.25,1005,,,92,2.57,60,,1.74,,,,100,701,Mist,mist,50n
1641085200,2022-01-02 01:00:00 +0000 UTC,New York,40.694305,-73.939876,11.41,4023,10.16,11.01,10.43,12.25,1005,,,92,2.57,60,,1.74,,,,100,501,Rain,moderate rain,10n
1641088800,2022-01-02 02:00:00 +0000 UTC,New York,40.694305,-73.939876,11.7,4023,10.61,11.35,9.87,12.65,1003,,,93,3.6,60,,1.1,,,,100,701,Mist,mist,50n
1641088800,2022-01-02 02:00:00 +0000 UTC,New York,40.694305,-73.939876,11.7,4023,10.61,11.35,9.87,12.65,1003,,,93,3.6,60,,1.1,,,,100,501,Rain,moderate rain,10n
1641092400,2022-01-02 03:00:00 +0000 UTC,New York,40.694305,-73.939876,11.7,4023,10.77,11.38,10.43,12.25,1002,,,94,5.14,40,,3.89,,,,100,502,Rain,heavy intensity rain,10n
1641092400,2022-01-02 03:00:00 +0000 UTC,New York,40.694305,-73.939876,11.7,4023,10.77,11.38,10.43,12.25,1002,,,94,5.14,40,,3.89,,,,100,701,Mist,mist,50n
1641096000,2022-01-02 04:00:00 +0000 UTC,New York,40.694305,-73.939876,11.5,4828,10.41,11.13,10.43,12.25,1002,,,93,4.63,70,,9.36,,,,100,502,Rain,heavy intensity rain,10n
1641096000,2022-01-02 04:00:00 +0000 UTC,New York,40.694305,-73.939876,11.5,4828,10.41,11.13,10.43,12.25,1002,,,93,4.63,70,,9.36,,,,100,701,Mist,mist,50n
1641099600,2022-01-02 05:00:00 +0000 UTC,New York,40.694305,-73.939876,11.29,10000,10.36,10.93,9.87,12.25,1000,,,94,6.26,44,8.05,0.98,,,,100,500,Rain,light rain,10n
1641103200,2022-01-02 06:00:00 +0000 UTC,New York,40.694305,-73.939876,11.19,9656,10.26,10.82,9.87,12.25,1000,,,94,3.6,90,,0.38,,,,100,500,Rain,light rain,10n
1641103200,2022-01-02 06:00:00 +0000 UTC,New York,40.694305,-73.939876,11.19,9656,10.26,10.82,9.87,12.25,1000,,,94,3.6,90,,0.38,,,,100,701,Mist,mist,50n
1641106800,2022-01-02 07:00:00 +0000 UTC,New York,40.694305,-73.939876,11.04,2816,9.95,10.63,8.76,12.25,1000,,,93,1.54,0,,0.25,,,,100,701,Mist,mist,50n
1641106800,2022-01-02 07:00:00 +0000 UTC,New York,40.694305,-73.939876,11.04,2816,9.95,10.63,8.76,12.25,1000,,,93,1.54,0,,0.25,,,,100,500,Rain,light rain,10n
1641110400,2022-01-02 08:00:00 +0000 UTC,New York,40.694305,-73.939876,11.13,10000,10.04,10.73,9.87,12.1,1000,,,93,4.63,340,,,,,,100,701,Mist,mist,50n
1641114000,2022-01-02 09:00:00 +0000 UTC,New York,40.694305,-73.939876,11.51,9656,10.58,11.17,10.43,12.25,1001,,,94,4.47,316,5.36,,,,,100,701,Mist,mist,50n
1641117600,2022-01-02 10:00:00 +0000 UTC,New York,40.694305,-73.939876,11.42,4828,10.49,11.07,10.43,12.09,1000,,,94,1.79,318,1.79,,,,,100,701,Mist,mist,50n
1641121200,2022-01-02 11:00:00 +0000 UTC,New York,40.694305,-73.939876,11.35,2816,10.42,11,10.43,11.7,1001,,,94,3.09,330,,0.34,,,,100,500,Rain,light rain,10n
1641121200,2022-01-02 11:00:00 +0000 UTC,New York,40.694305,-73.939876,11.35,2816,10.42,11,10.43,11.7,1001,,,94,3.09,330,,0.34,,,,100,701,Mist,mist,50n
1641124800,2022-01-02 12:00:00 +0000 UTC,New York,40.694305,-73.939876,11.47,2816,10.54,11.13,10.43,12.25,1001,,,94,2.06,260,,,,,,100,701,Mist,mist,50n
1641128400,2022-01-02 13:00:00 +0000 UTC,New York,40.694305,-73.939876,11.31,9656,10.38,10.95,9.87,12.25,1001,,,94,3.09,250,,0.25,,,,100,701,Mist,mist,50d
1641128400,2022-01-02 13:00:00 +0000 UTC,New York,40.694305,-73.939876,11.31,9656,10.38,10.95,9.87,12.25,1001,,,94,3.09,250,,0.25,,,,100,500,Rain,light rain,10d
1641132000,2022-01-02 14:00:00 +0000 UTC,New York,40.694305,-73.939876,11.61,9656,10.68,11.28,10.43,12.25,1002,,,94,3.09,200,,0.25,,,,100,500,Rain,light rain,10d
1641132000,2022-01-02 14:00:00 +0000 UTC,New York,40.694305,-73.939876,11.61,9656,10.68,11.28,10.43,12.25,1002,,,94,3.09,200,,0.25,,,,100,701,Mist,mist,50d
1641135600,2022-01-02 15:00:00 +0000 UTC,New York,40.694305,-73.939876,11.94,10000,11.01,11.64,10.44,12.65,1002,,,94,5.14,230,,0.25,,,,100,741,Fog,fog,50d
1641135600,2022-01-02 15:00:00 +0000 UTC,New York,40.694305,-73.939876,11.94,10000,11.01,11.64,10.44,12.65,1002,,,94,5.14,230,,0.25,,,,100,500,Rain,light rain,10d
1641139200,2022-01-02 16:00:00 +0000 UTC,New York,40.694305,-73.939876,12.3,10000,11.2,12.01,10.98,12.81,1003,,,93,5.66,230,,,,,,100,701,Mist,mist,50d
1641142800,2022-01-02 17:00:00 +0000 UTC,New York,40.694305,-73.939876,12.96,10000,11.86,12.74,11.55,13.36,1002,,,93,5.81,254,9.39,,,,,100,804,Clouds,overcast clouds,04d
1641146400,2022-01-02 18:00:00 +0000 UTC,New York,40.694305,-73.939876,13.44,10000,11.49,13.14,11.65,14.09,1002,,,88,5.66,250,,,,,,75,803,Clouds,broken clouds,04d
1641150000,2022-01-02 19:00:00 +0000 UTC,New York,40.694305,-73.939876,14.35,10000,11.68,14.03,12.76,15.44,1003,,,84,6.26,360,10.73,,,,,100,804,Clouds,overcast clouds,04d
1641153600,2022-01-02 20:00:00 +0000 UTC,New York,40.694305,-73.939876,12.11,10000,7.22,11.26,9.31,13.88,1005,,,72,5.14,260,,,,,,75,803,Clouds,broken clouds,04d
1641157200,2022-01-02 21:00:00 +0000 UTC,New York,40.694305,-73.939876,11,10000,6.94,10.14,9.88,12.1,1005,,,76,4.47,30,5.36,,,,,75,803,Clouds,broken clouds,04d
1641160800,2022-01-02 22:00:00 +0000 UTC,New York,40.694305,-73.939876,10.27,10000,5.45,9.23,8.76,11.09,1008,,,72,6.17,330,,,,,,100,804,Clouds,overcast clouds,04n
1641164400,2022-01-02 23:00:00 +0000 UTC,New York,40.694305,-73.939876,9.13,10000,4.94,5.23,8.2,9.88,1008,,,75,9.26,320,,,,,,100,804,Clouds,overcast clouds,04n
1641168000,2022-01-03 00:00:00 +0000 UTC,New York,40.694305,-73.939876,7.87,10000,3.14,3.43,7.09,8.88,1010,,,72,9.83,297,13.41,,,,,100,500,Rain,light rain,10n
1641171600,2022-01-03 01:00:00 +0000 UTC,New York,40.694305,-73.939876,5.55,10000,0.52,0.48,4.09,7.12,1012,,,70,9.39,309,12.07,,,,,0,800,Clear,sky is clear,01n
1641175200,2022-01-03 02:00:00 +0000 UTC,New York,40.694305,-73.939876,3.99,10000,-0.69,-1.22,3.09,4.9,1013,,,71,8.23,340,,,,,,0,800,Clear,sky is clear,01n
1641178800,2022-01-03 03:00:00 +0000 UTC,New York,40.694305,-73.939876,3.65,10000,-0.98,-1.49,2.66,4.43,1013,,,71,7.72,330,,,,,,75,803,Clouds,broken clouds,04n
1641182400,2022-01-03 04:00:00 +0000 UTC,New York,40.694305,-73.939876,3.55,10000,-1.07,-1.23,2.66,4.43,1014,,,71,6.69,340,,,,,,100,804,Clouds,overcast clouds,04n
1641186000,2022-01-03 05:00:00 +0000 UTC,New York,40.694305,-73.939876,3.43,10000,-1.34,-0.95,2.65,4.31,1015,,,70,5.66,350,,,,,,20,801,Clouds,few clouds,02n
1641189600,2022-01-03 06:00:00 +0000 UTC,New York,40.694305,-73.939876,3.09,10000,-1.97,-1.37,2.1,3.87,1016,,,68,5.66,10,,,,,,20,801,Clouds,few clouds,02n
1641193200,2022-01-03 07:00:00 +0000 UTC,New York,40.694305,-73.939876,2.75,10000,-2.26,-1.87,2.09,3.76,1018,,,68,5.81,299,7.15,,,,,75,803,Clouds,broken clouds,04n
1641196800,2022-01-03 08:00:00 +0000 UTC,New York,40.694305,-73.939876,2.58,10000,-2.58,-2.87,1.54,3.23,1018,,,67,7.72,360,,,,,,100,804,Clouds,overcast clouds,04n
1641200400,2022-01-03 09:00:00 +0000 UTC,New York,40.694305,-73.939876,1.63,10000,-3.93,-4.64,0.98,2.25,1017,,,64,9.26,360,12.86,,,,,100,804,Clouds,overcast clouds,04n
1641204000,2022-01-03 10:00:00 +0000 UTC,New York,40.694305,-73.939876,1.21,10000,-4.47,-4.04,0.43,2.25,1018,,,63,6.26,10,8.49,,,,,100,804,Clouds,overcast clouds,04n
1641207600,2022-01-03 11:00:00 +0000 UTC,New York,40.694305,-73.939876,0.71,10000,-4.71,-5.74,-0.13,1.7,1018,,,64,8.94,358,10.73,,,,,75,803,Clouds,broken clouds,04n
1641211200,2022-01-03 12:00:00 +0000 UTC,New York,40.694305,-73.939876,0.14,10000,-4.83,-6.77,-0.91,1.14,1018,,,66,9.77,360,12.86,,,,,0,800,Clear,sky is clear,01n
1641214800,2022-01-03 13:00:00 +0000 UTC,New York,40.694305,-73.939876,-0.4,10000,-7.04,-7.4,-1.23,0.59,1018,,,57,11.62,28,16.99,,,0.24,,20,600,Snow,light snow,13d
1641218400,2022-01-03 14:00:00 +0000 UTC,New York,40.694305,-73.939876,-0.52,10000,-9.6,-7.52,-1.24,0.59,1019,,,46,9.83,356,12.96,,,0.53,,100,601,Snow,snow,13d
1641222000,2022-01-03 15:00:00 +0000 UTC,New York,40.694305,-73.939876,-0.77,10000,-10.08,-7.61,-1.8,0.46,1019,,,45,8.75,10,,,,1.16,,100,601,Snow,snow,13d
1641225600,2022-01-03 16:00:00 +0000 UTC,New York,40.694305,-73.939876,-1.18,10000,-9.97,-7.88,-1.91,-0.13,1019,,,47,8.05,349,10.73,,,1.56,,100,601,Snow,snow,13d
1641229200,2022-01-03 17:00:00 +0000 UTC,New York,40.694305,-73.939876,-1.24,10000,-10.52,-7.11,-2.35,-0.13,1017,,,45,6.17,10,,,,1.39,,100,601,Snow,snow,13d
1641232800,2022-01-03 18:00:00 +0000 UTC,New York,40.694305,-73.939876,-1.55,10000,-10.56,-8.17,-2.8,-0.53,1016,,,46,7.6,359,12.07,,,1.5,,100,601,Snow,snow,13d
1641236400,2022-01-03 19:00:00 +0000 UTC,New York,40.694305,-73.939876,-1.45,10000,-9.53,-8.45,-2.35,-0.1,1015,,,50,8.94,325,11.62,,,0.77,,100,601,Snow,snow,13d
1641240000,2022-01-03 20:00:00 +0000 UTC,New York,40.694305,-73.939876,-2.02,10000,-9.19,-9.02,-2.91,-1.24,1016,,,54,9.26,360,11.83,,,0.48,,75,600,Snow,light snow,13d
1641243600,2022-01-03 21:00:00 +0000 UTC,New York,40.694305,-73.939876,-2.26,10000,-9.42,-9.26,-2.91,-1.21,1016,,,54,10.29,350,13.38,,,0.41,,20,600,Snow,light snow,13d
1641247200,2022-01-03 22:00:00 +0000 UTC,New York,40.694305,-73.939876,-2.27,10000,-10.76,-9.27,-3.46,-1.21,1017,,,48,12.35,350,14.92,,,0.2,,40,600,Snow,light snow,13n
1641250800,2022-01-03 23:00:00 +0000 UTC,New York,40.694305,-73.939876,-2.44,10000,-11.89,-9.44,-3.46,-1.21,1019,,,44,9.77,340,,,,,,0,800,Clear,sky is clear,01n
1641254400,2022-01-04 00:00:00 +0000 UTC,New York,40.694305,-73.939876,-2.59,10000,-12.81,-9.34,-3.46,-1.64,1020,,,41,7.2,340,11.83,,,,,0,800,Clear,sky is clear,01n
1641258000,2022-01-04 01:00:00 +0000 UTC,New York,40.694305,-73.939876,-3.08,10000,-12.23,-10.08,-3.91,-2.32,1021,,,45,10.8,340,13.38,,,,,0,800,Clear,sky is clear,01n
1641261600,2022-01-04 02:00:00 +0000 UTC,New York,40.694305,-73.939876,-3.57,10000,-11.52,-10.57,-4.56,-2.88,1022,,,50,12.35,350,15.95,,,,,0,800,Clear,sky is clear,01n
1641265200,2022-01-04 03:00:00 +0000 UTC,New York,40.694305,-73.939876,-4.16,10000,-10.62,-11.16,-4.57,-2.88,1022,,,57,7.72,350,13.38,,,,,0,800,Clear,sky is clear,01n
1641268800,2022-01-04 04:00:00 +0000 UTC,New York,40.694305,-73.939876,-4.53,10000,-10.21,-11.53,-5.13,-3.86,1023,,,61,8.49,330,11.18,,,,,0,800,Clear,sky is clear,01n
1641272400,2022-01-04 05:00:00 +0000 UTC,New York,40.694305,-73.939876,-5.03,10000,-10.51,-12.03,-6.23,-3.99,1023,,,62,7.2,340,10.8,,,,,0,800,Clear,sky is clear,01n
1641276000,2022-01-04 06:00:00 +0000 UTC,New York,40.694305,-73.939876,-5.15,10000,-10.8,-12.15,-6.23,-4.13,1024,,,61,6.71,305,10.73,,,,,0,800,Clear,sky is clear,01n
1641279600,2022-01-04 07:00:00 +0000 UTC,New York,40.694305,-73.939876,-5.57,10000,-11.77,-12.57,-6.24,-4.54,1025,,,58,6.69,330,,,,,,0,800,Clear,sky is clear,01n
1641283200,2022-01-04 08:00:00 +0000 UTC,New York,40.694305,-73.939876,-5.89,10000,-12.07,-12.89,-6.91,-5.1,1026,,,58,6.69,320,,,,,,0,800,Clear,sky is clear,01n
1641286800,2022-01-04 09:00:00 +0000 UTC,New York,40.694305,-73.939876,-6.17,10000,-12.53,-13.17,-6.91,-5.13,1027,,,57,6.69,310,,,,,,0,800,Clear,sky is clear,01n
1641290400,2022-01-04 10:00:00 +0000 UTC,New York,40.694305,-73.939876,-6.33,10000,-12.3,-13.33,-7.12,-5.53,1028,,,59,6.71,290,9.83,,,,,0,800,Clear,sky is clear,01n
1641294000,2022-01-04 11:00:00 +0000 UTC,New York,40.694305,-73.939876,-6.53,10000,-12.12,-13.53,-7.12,-6.08,1028,,,61,6.26,311,8.94,,,,,0,800,Clear,sky is clear,01n
1641297600,2022-01-04 12:00:00 +0000 UTC,New York,40.694305,-73.939876,-6.4,10000,-11.82,-13.4,-7.35,-5.66,1029,,,62,6.69,320,,,,,,0,800,Clear,sky is clear,01n
1641301200,2022-01-04 13:00:00 +0000 UTC,New York,40.694305,-73.939876,-6.17,10000,-11.42,-12.73,-7.12,-5.53,1030,,,63,5.14,340,,,,,,0,800,Clear,sky is clear,01d
1641304800,2022-01-04 14:00:00 +0000 UTC,New York,40.694305,-73.939876,-5.26,10000,-10.91,-9.34,-6.24,-4.02,1030,,,61,2.57,320,,,,,,20,801,Clouds,few clouds,02d
1641308400,2022-01-04 15:00:00 +0000 UTC,New York,40.694305,-73.939876,-4.22,10000,-10.87,-8.1,-5.58,-3.13,1031,,,56,2.57,310,,,,,,20,801,Clouds,few clouds,02d
1641312000,2022-01-04 16:00:00 +0000 UTC,New York,40.694305,-73.939876,-2.33,10000,-10.13,-5.48,-4.02,-0.68,1030,,,51,2.24,228,3.13,,,,,0,800,Clear,sky is clear,01d
1641315600,2022-01-04 17:00:00 +0000 UTC,New York,40.694305,-73.939876,-1.38,10000,-9.92,-5.67,-2.8,-0.1,1029,,,48,3.6,240,,,,,,0,800,Clear,sky is clear,01d
1641319200,2022-01-04 18:00:00 +0000 UTC,New York,40.694305,-73.939876,0.07,10000,-8.57,-3.49,-1.24,1.1,1027,,,48,3.09,220,,,,,,0,800,Clear,sky is clear,01d
1641322800,2022-01-04 19:00:00 +0000 UTC,New York,40.694305,-73.939876,0.85,10000,-7.69,-3.64,-0.13,2.1,1027,,,49,4.63,210,,,,,,0,800,Clear,sky is clear,01d
1641326400,2022-01-04 20:00:00 +0000 UTC,New York,40.694305,-73.939876,1.18,10000,-7.89,-3.23,-0.12,1.7,1027,,,47,4.63,210,,,,,,0,800,Clear,sky is clear,01d
1641330000,2022-01-04 21:00:00 +0000 UTC,New York,40.694305,-73.939876,1.39,10000,-8.22,-2.3,-0.12,2.25,1028,,,45,3.6,210,,,,,,0,800,Clear,sky is clear,01d
1641333600,2022-01-04 22:00:00 +0000 UTC,New York,40.694305,-73.939876,0.76,10000,-8,-3.07,-2.12,2.09,1028,,,48,3.6,210,,,,,,0,800,Clear,sky is clear,01n
1641337200,2022-01-04 23:00:00 +0000 UTC,New York,40.694305,-73.939876,0.66,10000,-8.08,-3.78,-1.23,1.54,1028,,,48,4.47,226,6.26,,,,,0,800,Clear,sky is clear,01n
1641340800,2022-01-05 00:00:00 +0000 UTC,New York,40.694305,-73.939876,0.68,10000,-7.6,-3.53,-0.69,1.54,1028,,,50,4.12,230,,,,,,0,800,Clear,sky is clear,01n
1641344400,2022-01-05 01:00:00 +0000 UTC,New York,40.694305,-73.939876,0.56,10000,-7.03,-4.57,-0.68,1.54,1028,,,53,5.66,230,,,,,,0,800,Clear,sky is clear,01n
1641348000,2022-01-05 02:00:00 +0000 UTC,New York,40.694305,-73.939876,0.54,10000,-6.2,-4.6,-0.13,1.1,1027,,,57,5.66,220,,,,,,0,800,Clear,sky is clear,01n
1641351600,2022-01-05 03:00:00 +0000 UTC,New York,40.694305,-73.939876,0.08,10000,-6.19,-5.18,-1.13,0.98,1027,,,59,5.66,230,,,,,,0,800,Clear,sky is clear,01n
1641355200,2022-01-05 04:00:00 +0000 UTC,New York,40.694305,-73.939876,-0.18,10000,-5.85,-4.82,-1.24,0.98,1026,,,62,4.47,195,6.26,,,,,0,800,Clear,sky is clear,01n
1641358800,2022-01-05 05:00:00 +0000 UTC,New York,40.694305,-73.939876,-0.33,10000,-5.45,-5.69,-1.69,0.43,1026,,,65,5.66,210,,,,,,0,800,Clear,sky is clear,01n
1641362400,2022-01-05 06:00:00 +0000 UTC,New York,40.694305,-73.939876,-0.23,10000,-5.72,-6.07,-1.13,0.43,1024,,,63,6.69,210,,,,,,0,800,Clear,sky is clear,01n
1641366000,2022-01-05 07:00:00 +0000 UTC,New York,40.694305,-73.939876,0.2,10000,-4.78,-4.12,-1.23,1.09,1024,,,66,4.12,230,,,,,,0,800,Clear,sky is clear,01n
1641369600,2022-01-05 08:00:00 +0000 UTC,New York,40.694305,-73.939876,0.27,10000,-3.86,-4.03,-0.69,1.54,1023,,,71,4.12,250,,,,,,0,800,Clear,sky is clear,01n
1641373200,2022-01-05 09:00:00 +0000 UTC,New York,40.694305,-73.939876,0.27,10000,-3.86,-3.66,-1.13,1.54,1022,,,71,3.6,240,,,,,,100,804,Clouds,overcast clouds,04n
1641376800,2022-01-05 10:00:00 +0000 UTC,New York,40.694305,-73.939876,0.36,10000,-3.62,-3.86,-0.69,1.14,1020,,,72,4.02,360,7.15,,,,,100,804,Clouds,overcast clouds,04n
1641380400,2022-01-05 11:00:00 +0000 UTC,New York,40.694305,-73.939876,0.78,10000,-2.62,-2.67,-0.69,2.09,1019,,,76,3.13,180,6.71,0.25,,,,100,500,Rain,light rain,10n
1641384000,2022-01-05 12:00:00 +0000 UTC,New York,40.694305,-73.939876,0.8,10000,-1.69,-3,-0.69,2.09,1018,,,82,3.58,182,8.49,0.51,,,,100,500,Rain,light rain,10n
1641387600,2022-01-05 13:00:00 +0000 UTC,New York,40.694305,-73.939876,1.25,4023,-0.45,-1.07,0.43,2.1,1016,,,88,2.06,200,,1.35,,,,100,501,Rain,moderate rain,10d
1641387600,2022-01-05 13:00:00 +0000 UTC,New York,40.694305,-73.939876,1.25,4023,-0.45,-1.07,0.43,2.1,1016,,,88,2.06,200,,1.35,,,,100,701,Mist,mist,50d
1641391200,2022-01-05 14:00:00 +0000 UTC,New York,40.694305,-73.939876,2.77,8047,1.14,-1.16,1.54,3.31,1015,,,89,4.47,163,9.39,0.7,,,,100,701,Mist,mist,50d
1641391200,2022-01-05 14:00:00 +0000 UTC,New York,40.694305,-73.939876,2.77,8047,1.14,-1.16,1.54,3.31,1015,,,89,4.47,163,9.39,0.7,,,,100,500,Rain,light rain,10d
1641394800,2022-01-05 15:00:00 +0000 UTC,New York,40.694305,-73.939876,3.2,9656,1.56,-1.09,2.09,3.88,1015,,,89,5.36,360,9.83,0.56,,,,100,500,Rain,light rain,10d
1641394800,2022-01-05 15:00:00 +0000 UTC,New York,40.694305,-73.939876,3.2,9656,1.56,-1.09,2.09,3.88,1015,,,89,5.36,360,9.83,0.56,,,,100,701,Mist,mist,50d
1641398400,2022-01-05 16:00:00 +0000 UTC,New York,40.694305,-73.939876,3.7,4023,2.52,-0.83,2.65,4.87,1014,,,92,6.17,230,,0.66,,,,100,701,Mist,mist,50d
1641398400,2022-01-05 16:00:00 +0000 UTC,New York,40.694305,-73.939876,3.7,4023,2.52,-0.83,2.65,4.87,1014,,,92,6.17,230,,0.66,,,,100,500,Rain,light rain,10d
