dt,dt_iso,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1664445600,2022-09-29 10:00:00 +0000 UTC,New York,40.694305,-73.939876,12.94,10000,7.81,12.14,12.09,13.78,1026,,,71,6.17,360,,,,,,0,800,Clear,sky is clear,01n
1664449200,2022-09-29 11:00:00 +0000 UTC,New York,40.694305,-73.939876,12.75,10000,7.42,11.91,11.55,13.92,1026,,,70,6.17,360,,,,,,0,800,Clear,sky is clear,01d
1664452800,2022-09-29 12:00:00 +0000 UTC,New York,40.694305,-73.939876,13.37,10000,7.59,12.54,12.1,14.36,1026,,,68,6.17,10,,,,,,0,800,Clear,sky is clear,01d
1664456400,2022-09-29 13:00:00 +0000 UTC,New York,40.694305,-73.939876,14.18,10000,7.7,13.35,13.09,15.43,1027,,,65,7.72,30,10.8,,,,,0,800,Clear,sky is clear,01d
1664460000,2022-09-29 14:00:00 +0000 UTC,New York,40.694305,-73.939876,15.28,10000,7.81,14.46,13.76,17.1,1027,,,61,9.39,38,12.07,,,,,0,800,Clear,sky is clear,01d
1664463600,2022-09-29 15:00:00 +0000 UTC,New York,40.694305,-73.939876,16.67,10000,8.38,15.91,14.87,17.88,1027,,,58,8.94,44,12.07,,,,,75,803,Clouds,broken clouds,04d
1664467200,2022-09-29 16:00:00 +0000 UTC,New York,40.694305,-73.939876,17.26,10000,7.88,16.45,15.43,19.34,1027,,,54,8.23,10,,,,,,0,800,Clear,sky is clear,01d
1664470800,2022-09-29 17:00:00 +0000 UTC,New York,40.694305,-73.939876,18.37,10000,8.06,17.59,17.21,19.9,1027,,,51,6.17,340,,,,,,40,802,Clouds,scattered clouds,03d
1664474400,2022-09-29 18:00:00 +0000 UTC,New York,40.694305,-73.939876,18.71,10000,7.49,17.89,17.2,19.88,1027,,,48,7.2,350,,,,,,0,800,Clear,sky is clear,01d
1664478000,2022-09-29 19:00:00 +0000 UTC,New York,40.694305,-73.939876,19.07,10000,7.51,18.26,17.65,20.46,1027,,,47,7.2,50,9.77,,,,,0,800,Clear,sky is clear,01d
1664481600,2022-09-29 20:00:00 +0000 UTC,New York,40.694305,-73.939876,19.04,10000,7.48,18.23,18.22,20.03,1026,,,47,7.2,360,,,,,,0,800,Clear,sky is clear,01d
1664485200,2022-09-29 21:00:00 +0000 UTC,New York,40.694305,-73.939876,18.67,10000,7.14,17.82,17.2,20.03,1026,,,47,6.71,28,8.49,,,,,0,800,Clear,sky is clear,01d
1664488800,2022-09-29 22:00:00 +0000 UTC,New York,40.694305,-73.939876,18.16,10000,7.29,17.31,17.09,19.34,1026,,,49,6.17,40,,,,,,0,800,Clear,sky is clear,01d
1664492400,2022-09-29 23:00:00 +0000 UTC,New York,40.694305,-73.939876,17.16,10000,7.23,16.29,16.54,18.23,1026,,,52,5.81,18,8.05,,,,,0,800,Clear,sky is clear,01n
1664496000,2022-09-30 00:00:00 +0000 UTC,New York,40.694305,-73.939876,16.63,10000,7.29,15.76,15.44,17.68,1026,,,54,6.71,43,8.05,,,,,0,800,Clear,sky is clear,01n
1664499600,2022-09-30 01:00:00 +0000 UTC,New York,40.694305,-73.939876,16.13,10000,7.1,15.23,15.43,17.12,1026,,,55,7.6,29,9.39,,,,,0,800,Clear,sky is clear,01n
1664503200,2022-09-30 02:00:00 +0000 UTC,New York,40.694305,-73.939876,15.72,10000,6.45,14.76,15.09,16.57,1026,,,54,5.14,40,,,,,,0,800,Clear,sky is clear,01n
1664506800,2022-09-30 03:00:00 +0000 UTC,New York,40.694305,-73.939876,14.95,10000,6.26,13.96,13.31,16.01,1027,,,56,4.63,60,,,,,,0,800,Clear,sky is clear,01n
1664510400,2022-09-30 04:00:00 +0000 UTC,New York,40.694305,-73.939876,14.77,10000,6.09,13.76,13.21,16.01,1027,,,56,5.81,347,8.94,,,,,0,800,Clear,sky is clear,01n
1664514000,2022-09-30 05:00:00 +0000 UTC,New York,40.694305,-73.939876,14.36,10000,6.95,13.44,13.21,15.46,1026,,,61,5.66,30,,,,,,0,800,Clear,sky is clear,01n
1664517600,2022-09-30 06:00:00 +0000 UTC,New York,40.694305,-73.939876,13.88,10000,7.42,13.02,12.66,14.9,1026,,,65,7.15,50,8.94,,,,,0,800,Clear,sky is clear,01n
1664521200,2022-09-30 07:00:00 +0000 UTC,New York,40.694305,-73.939876,13.43,10000,7.43,12.58,12.1,14.9,1026,,,67,6.17,30,,,,,,0,800,Clear,sky is clear,01n
1664524800,2022-09-30 08:00:00 +0000 UTC,New York,40.694305,-73.939876,12.85,10000,7.31,11.99,11.55,14.31,1026,,,69,5.66,30,,,,,,0,800,Clear,sky is clear,01n
1664528400,2022-09-30 09:00:00 +0000 UTC,New York,40.694305,-73.939876,12.46,10000,6.72,11.54,11.54,13.2,1026,,,68,8.05,41,11.18,,,,,0,800,Clear,sky is clear,01n
1664532000,2022-09-30 10:00:00 +0000 UTC,New York,40.694305,-73.939876,12.22,10000,6.92,11.33,11.54,12.81,1026,,,70,6.26,32,8.49,,,,,75,803,Clouds,broken clouds,04n
1664535600,2022-09-30 11:00:00 +0000 UTC,New York,40.694305,-73.939876,12.21,10000,6.7,11.29,11.54,13.2,1026,,,69,5.36,49,8.49,,,,,75,803,Clouds,broken clouds,04d
1664539200,2022-09-30 12:00:00 +0000 UTC,New York,40.694305,-73.939876,11.71,10000,6.01,10.71,10.99,12.14,1026,,,68,5.66,40,,,,,,100,804,Clouds,overcast clouds,04d
1664542800,2022-09-30 13:00:00 +0000 UTC,New York,40.694305,-73.939876,12.27,10000,6.33,11.3,11.54,13.25,1026,,,67,6.17,20,,,,,,40,802,Clouds,scattered clouds,03d
1664546400,2022-09-30 14:00:00 +0000 UTC,New York,40.694305,-73.939876,12.89,10000,6.7,11.96,11.87,14.34,1026,,,66,5.66,20,,,,,,0,800,Clear,sky is clear,01d
1664550000,2022-09-30 15:00:00 +0000 UTC,New York,40.694305,-73.939876,13.78,10000,6.87,12.86,12.65,15.46,1027,,,63,4.12,40,,,,,,0,800,Clear,sky is clear,01d
1664553600,2022-09-30 16:00:00 +0000 UTC,New York,40.694305,-73.939876,14.86,10000,7.18,13.97,13.76,17.1,1026,,,60,7.2,40,,,,,,0,800,Clear,sky is clear,01d
1664557200,2022-09-30 17:00:00 +0000 UTC,New York,40.694305,-73.939876,15.85,10000,8.11,15.06,14.43,17.68,1025,,,60,6.17,50,,,,,,0,800,Clear,sky is clear,01d
1664560800,2022-09-30 18:00:00 +0000 UTC,New York,40.694305,-73.939876,15.98,10000,8.95,15.28,14.87,17.68,1024,,,63,6.26,63,8.94,,,,,0,800,Clear,sky is clear,01d
1664564400,2022-09-30 19:00:00 +0000 UTC,New York,40.694305,-73.939876,16.43,10000,8.9,15.72,15.43,17.88,1023,,,61,6.17,60,,,,,,0,800,Clear,sky is clear,01d
1664568000,2022-09-30 20:00:00 +0000 UTC,New York,40.694305,-73.939876,16.36,10000,9.31,15.7,15.43,17.68,1023,,,63,6.26,46,10.73,,,,,0,800,Clear,sky is clear,01d
1664571600,2022-09-30 21:00:00 +0000 UTC,New York,40.694305,-73.939876,16.3,10000,9.25,15.63,15.98,17.68,1022,,,63,6.17,70,,,,,,0,800,Clear,sky is clear,01d
1664575200,2022-09-30 22:00:00 +0000 UTC,New York,40.694305,-73.939876,16.09,10000,9.52,15.45,15.44,17.12,1022,,,65,6.69,50,,,,,,0,800,Clear,sky is clear,01d
1664578800,2022-09-30 23:00:00 +0000 UTC,New York,40.694305,-73.939876,15.87,10000,9.76,15.26,15.44,16.87,1021,,,67,5.66,80,,,,,,0,800,Clear,sky is clear,01n
1664582400,2022-10-01 00:00:00 +0000 UTC,New York,40.694305,-73.939876,15.77,10000,9.44,15.13,15.43,16.57,1021,,,66,6.71,63,8.94,,,,,0,800,Clear,sky is clear,01n
1664586000,2022-10-01 01:00:00 +0000 UTC,New York,40.694305,-73.939876,15.7,10000,9.37,15.05,15.43,16.57,1021,,,66,5.66,90,,,,,,0,800,Clear,sky is clear,01n
1664589600,2022-10-01 02:00:00 +0000 UTC,New York,40.694305,-73.939876,15.69,10000,9.36,15.04,15.43,16.09,1021,,,66,4.63,90,,,,,,0,800,Clear,sky is clear,01n
1664593200,2022-10-01 03:00:00 +0000 UTC,New York,40.694305,-73.939876,15.6,10000,9.5,14.97,15.43,16.09,1019,,,67,8.05,38,11.18,0.23,,,,0,500,Rain,light rain,10n
1664596800,2022-10-01 04:00:00 +0000 UTC,New York,40.694305,-73.939876,15.21,10000,9.78,14.61,14.88,15.87,1019,,,70,7.6,40,10.73,1.5,,,,0,501,Rain,moderate rain,10n
1664600400,2022-10-01 05:00:00 +0000 UTC,New York,40.694305,-73.939876,15.11,10000,10.52,14.61,14.09,15.87,1018,,,74,7.72,60,10.29,0.98,,,,75,500,Rain,light rain,10n
1664604000,2022-10-01 06:00:00 +0000 UTC,New York,40.694305,-73.939876,14.88,10000,10.89,14.43,14.09,16.01,1019,,,77,5.14,50,,3.34,,,,100,501,Rain,moderate rain,10n
1664607600,2022-10-01 07:00:00 +0000 UTC,New York,40.694305,-73.939876,14.35,10000,11.14,13.96,13.09,15.46,1018,,,81,7.6,41,10.28,0.25,,,,75,500,Rain,light rain,10n
1664611200,2022-10-01 08:00:00 +0000 UTC,New York,40.694305,-73.939876,14.38,10000,10.98,13.96,13.76,15.46,1018,,,80,7.15,36,11.18,0.25,,,,100,500,Rain,light rain,10n
1664614800,2022-10-01 09:00:00 +0000 UTC,New York,40.694305,-73.939876,13.14,9656,10.68,12.73,12.09,14.34,1017,,,85,8.49,20,11.62,1.59,,,,100,501,Rain,moderate rain,10n
1664614800,2022-10-01 09:00:00 +0000 UTC,New York,40.694305,-73.939876,13.14,9656,10.68,12.73,12.09,14.34,1017,,,85,8.49,20,11.62,1.59,,,,100,701,Mist,mist,50n
1664618400,2022-10-01 10:00:00 +0000 UTC,New York,40.694305,-73.939876,12.55,4023,10.62,12.16,12.09,13.23,1017,,,88,10.73,44,15.65,3.71,,,,100,501,Rain,moderate rain,10n
1664618400,2022-10-01 10:00:00 +0000 UTC,New York,40.694305,-73.939876,12.55,4023,10.62,12.16,12.09,13.23,1017,,,88,10.73,44,15.65,3.71,,,,100,701,Mist,mist,50n
1664622000,2022-10-01 11:00:00 +0000 UTC,New York,40.694305,-73.939876,11.67,4828,10.09,11.24,10.99,12.68,1017,,,90,12.52,20,15.65,5.78,,,,100,502,Rain,heavy intensity rain,10d
1664622000,2022-10-01 11:00:00 +0000 UTC,New York,40.694305,-73.939876,11.67,4828,10.09,11.24,10.99,12.68,1017,,,90,12.52,20,15.65,5.78,,,,100,701,Mist,mist,50d
1664625600,2022-10-01 12:00:00 +0000 UTC,New York,40.694305,-73.939876,11.36,10000,9.95,10.93,10.98,12.68,1017,,,91,12.07,49,15.65,1.46,,,,100,501,Rain,moderate rain,10d
1664629200,2022-10-01 13:00:00 +0000 UTC,New York,40.694305,-73.939876,12.12,10000,10.7,11.76,11.54,12.87,1016,,,91,11.83,50,14.92,0.51,,,,100,500,Rain,light rain,10d
1664632800,2022-10-01 14:00:00 +0000 UTC,New York,40.694305,-73.939876,12.77,10000,10.83,12.4,12.09,13.87,1016,,,88,11.83,40,15.43,4.11,,,,100,502,Rain,heavy intensity rain,10d
1664636400,2022-10-01 15:00:00 +0000 UTC,New York,40.694305,-73.939876,12.6,1609,10.84,12.24,12.09,13.23,1016,,,89,12.07,44,14.75,4.57,,,,100,502,Rain,heavy intensity rain,10d
1664636400,2022-10-01 15:00:00 +0000 UTC,New York,40.694305,-73.939876,12.6,1609,10.84,12.24,12.09,13.23,1016,,,89,12.07,44,14.75,4.57,,,,100,701,Mist,mist,50d
1664640000,2022-10-01 16:00:00 +0000 UTC,New York,40.694305,-73.939876,13.07,6437,11.97,12.86,12.65,13.81,1015,,,93,10.73,54,14.31,1.46,,,,100,501,Rain,moderate rain,10d
1664640000,2022-10-01 16:00:00 +0000 UTC,New York,40.694305,-73.939876,13.07,6437,11.97,12.86,12.65,13.81,1015,,,93,10.73,54,14.31,1.46,,,,100,701,Mist,mist,50d
1664643600,2022-10-01 17:00:00 +0000 UTC,New York,40.694305,-73.939876,14.46,10000,12.84,14.31,13.88,15.99,1015,,,90,10.29,40,14.4,0.25,,,,100,500,Rain,light rain,10d
1664647200,2022-10-01 18:00:00 +0000 UTC,New York,40.694305,-73.939876,15.21,10000,13.41,15.11,14.87,15.99,1014,,,89,12.07,44,14.75,,,,,100,804,Clouds,overcast clouds,04d
1664650800,2022-10-01 19:00:00 +0000 UTC,New York,40.694305,-73.939876,15.69,10000,13.71,15.61,15.43,16.09,1014,,,88,10.29,70,12.86,0.12,,,,100,500,Rain,light rain,10d
1664654400,2022-10-01 20:00:00 +0000 UTC,New York,40.694305,-73.939876,15.81,10000,13.83,15.74,15.43,16.87,1014,,,88,12.07,48,15.2,0.13,,,,100,500,Rain,light rain,10d
1664658000,2022-10-01 21:00:00 +0000 UTC,New York,40.694305,-73.939876,15.99,10000,14.18,15.97,14.88,16.87,1014,,,89,10.29,50,13.89,0.38,,,,100,500,Rain,light rain,10d
1664658000,2022-10-01 21:00:00 +0000 UTC,New York,40.694305,-73.939876,15.99,10000,14.18,15.97,14.88,16.87,1014,,,89,10.29,50,13.89,0.38,,,,100,701,Mist,mist,50d
1664661600,2022-10-01 22:00:00 +0000 UTC,New York,40.694305,-73.939876,15.55,8047,14.26,15.56,14.87,16.14,1014,,,92,8.23,30,,0.76,,,,100,500,Rain,light rain,10d
1664661600,2022-10-01 22:00:00 +0000 UTC,New York,40.694305,-73.939876,15.55,8047,14.26,15.56,14.87,16.14,1014,,,92,8.23,30,,0.76,,,,100,701,Mist,mist,50d
1664665200,2022-10-01 23:00:00 +0000 UTC,New York,40.694305,-73.939876,15.11,6437,13.99,15.1,13.77,15.87,1014,,,93,7.6,29,10.73,0.41,,,,100,701,Mist,mist,50n
1664665200,2022-10-01 23:00:00 +0000 UTC,New York,40.694305,-73.939876,15.11,6437,13.99,15.1,13.77,15.87,1014,,,93,7.6,29,10.73,0.41,,,,100,500,Rain,light rain,10n
1664668800,2022-10-02 00:00:00 +0000 UTC,New York,40.694305,-73.939876,14.91,10000,13.62,14.86,13.77,15.87,1014,,,92,9.83,24,12.52,0.32,,,,100,500,Rain,light rain,10n
1664672400,2022-10-02 01:00:00 +0000 UTC,New York,40.694305,-73.939876,15.12,10000,12.97,14.96,13.77,16.1,1014,,,87,8.49,46,12.52,,,,,100,804,Clouds,overcast clouds,04n
1664676000,2022-10-02 02:00:00 +0000 UTC,New York,40.694305,-73.939876,14.79,10000,12.3,14.54,13.31,15.87,1015,,,85,10.8,50,13.38,,,,,100,500,Rain,light rain,10n
1664679600,2022-10-02 03:00:00 +0000 UTC,New York,40.694305,-73.939876,15.32,10000,12.82,15.13,13.77,16.1,1014,,,85,7.15,16,9.83,0.25,,,,100,500,Rain,light rain,10n
1664683200,2022-10-02 04:00:00 +0000 UTC,New York,40.694305,-73.939876,15.58,10000,12.15,15.28,14.88,16.09,1014,,,80,8.23,40,,,,,,100,804,Clouds,overcast clouds,04n
1664686800,2022-10-02 05:00:00 +0000 UTC,New York,40.694305,-73.939876,15.67,10000,11.06,15.22,14.88,16.14,1014,,,74,10.73,46,13.41,0.1,,,,100,500,Rain,light rain,10n
1664690400,2022-10-02 06:00:00 +0000 UTC,New York,40.694305,-73.939876,15.79,10000,10.76,15.3,14.88,16.87,1014,,,72,10.8,50,13.89,,,,,100,804,Clouds,overcast clouds,04n
1664694000,2022-10-02 07:00:00 +0000 UTC,New York,40.694305,-73.939876,15.96,10000,11.13,15.52,14.88,16.87,1013,,,73,11.18,53,15.2,,,,,100,804,Clouds,overcast clouds,04n
1664697600,2022-10-02 08:00:00 +0000 UTC,New York,40.694305,-73.939876,15.96,10000,10.5,15.44,14.88,16.87,1013,,,70,11.32,50,14.92,,,,,100,804,Clouds,overcast clouds,04n
1664701200,2022-10-02 09:00:00 +0000 UTC,New York,40.694305,-73.939876,15.7,10000,8.92,15,14.34,16.87,1014,,,64,13.41,53,18.78,,,,,100,804,Clouds,overcast clouds,04n
1664704800,2022-10-02 10:00:00 +0000 UTC,New York,40.694305,-73.939876,15.5,10000,7.78,14.67,14.34,16.14,1014,,,60,12.86,50,16.46,0.12,,,,100,500,Rain,light rain,10n
1664708400,2022-10-02 11:00:00 +0000 UTC,New York,40.694305,-73.939876,15.93,10000,7.94,15.12,15.44,16.87,1014,,,59,13.86,55,17.88,0.19,,,,100,500,Rain,light rain,10d
1664712000,2022-10-02 12:00:00 +0000 UTC,New York,40.694305,-73.939876,15.7,10000,9.82,15.1,14.9,16.14,1015,,,68,13.41,39,18.33,0.3,,,,100,500,Rain,light rain,10d
1664715600,2022-10-02 13:00:00 +0000 UTC,New York,40.694305,-73.939876,15.4,10000,10.59,14.9,14.87,16.14,1016,,,73,12.52,27,16.54,0.25,,,,100,500,Rain,light rain,10d
1664719200,2022-10-02 14:00:00 +0000 UTC,New York,40.694305,-73.939876,14.05,10000,11.03,13.65,13.2,14.88,1016,,,82,15.2,45,19.22,2.88,,,,100,501,Rain,moderate rain,10d
1664722800,2022-10-02 15:00:00 +0000 UTC,New York,40.694305,-73.939876,14.02,10000,10.44,13.54,12.76,15.09,1017,,,79,13.38,50,15.95,1.02,,,,100,501,Rain,moderate rain,10d
1664726400,2022-10-02 16:00:00 +0000 UTC,New York,40.694305,-73.939876,13.61,10000,10.41,13.14,12.66,15.09,1018,,,81,10.29,50,13.38,2.79,,,,100,721,Haze,haze,50d
1664726400,2022-10-02 16:00:00 +0000 UTC,New York,40.694305,-73.939876,13.61,10000,10.41,13.14,12.66,15.09,1018,,,81,10.29,50,13.38,2.79,,,,100,501,Rain,moderate rain,10d
1664730000,2022-10-02 17:00:00 +0000 UTC,New York,40.694305,-73.939876,12.88,10000,10.77,12.5,12.09,14.09,1018,,,87,7.6,49,13.41,4.57,,,,100,502,Rain,heavy intensity rain,10d
1664733600,2022-10-02 18:00:00 +0000 UTC,New York,40.694305,-73.939876,12.88,10000,10.25,12.42,12.09,14.32,1018,,,84,9.83,56,13.86,2.73,,,,100,501,Rain,moderate rain,10d
1664737200,2022-10-02 19:00:00 +0000 UTC,New York,40.694305,-73.939876,12.32,10000,9.34,11.75,11.54,13.77,1019,,,82,11.18,58,15.65,1.27,,,,100,501,Rain,moderate rain,10d
1664740800,2022-10-02 20:00:00 +0000 UTC,New York,40.694305,-73.939876,11.56,10000,8.05,10.83,10.54,12.88,1019,,,79,10.28,57,16.09,0.76,,,,100,500,Rain,light rain,10d
1664744400,2022-10-02 21:00:00 +0000 UTC,New York,40.694305,-73.939876,12.4,10000,6.45,11.45,11.01,13.76,1019,,,67,11.62,49,14.31,0.76,,,,100,500,Rain,light rain,10d
1664748000,2022-10-02 22:00:00 +0000 UTC,New York,40.694305,-73.939876,12.49,10000,4.46,11.31,10.99,13.76,1020,,,58,10.28,43,17.43,1.48,,,,100,501,Rain,moderate rain,10d
1664751600,2022-10-02 23:00:00 +0000 UTC,New York,40.694305,-73.939876,12.51,10000,3.46,11.23,11.55,13.21,1020,,,54,11.18,20,19.22,1.64,,,,100,501,Rain,moderate rain,10n
1664755200,2022-10-03 00:00:00 +0000 UTC,New York,40.694305,-73.939876,12.51,10000,3.2,11.2,11.55,13.2,1021,,,53,10.73,44,12.96,1.42,,,,75,501,Rain,moderate rain,10n
1664758800,2022-10-03 01:00:00 +0000 UTC,New York,40.694305,-73.939876,11.47,10000,2.5,10.08,10.44,12.1,1022,,,54,11.62,49,16.99,0.51,,,,100,500,Rain,light rain,10n
1664762400,2022-10-03 02:00:00 +0000 UTC,New York,40.694305,-73.939876,11.11,10000,2.42,9.71,10.44,12.09,1021,,,55,10.8,30,14.4,0.51,,,,100,500,Rain,light rain,10n
1664766000,2022-10-03 03:00:00 +0000 UTC,New York,40.694305,-73.939876,11.17,10000,1.96,9.73,10.44,11.87,1020,,,53,12.35,40,21.09,0.57,,,,100,500,Rain,light rain,10n
1664769600,2022-10-03 04:00:00 +0000 UTC,New York,40.694305,-73.939876,10.83,10000,2.66,9.46,9.42,11.87,1022,,,57,9.39,20,12.96,0.4,,,,100,500,Rain,light rain,10n
1664773200,2022-10-03 05:00:00 +0000 UTC,New York,40.694305,-73.939876,10.94,10000,3.95,9.71,9.34,11.87,1021,,,62,10.28,27,13.86,0.25,,,,100,500,Rain,light rain,10n
1664776800,2022-10-03 06:00:00 +0000 UTC,New York,40.694305,-73.939876,10.58,10000,3.61,9.31,9.32,11.87,1021,,,62,11.62,40,15.2,0.57,,,,100,500,Rain,light rain,10n
1664780400,2022-10-03 07:00:00 +0000 UTC,New York,40.694305,-73.939876,10.55,10000,3.58,9.28,9.42,11.87,1021,,,62,10.28,37,16.09,0.42,,,,100,500,Rain,light rain,10n
1664784000,2022-10-03 08:00:00 +0000 UTC,New York,40.694305,-73.939876,9.98,10000,4.56,6.32,9.09,10.98,1021,,,69,9.39,57,12.96,0.57,,,,100,500,Rain,light rain,10n
1664787600,2022-10-03 09:00:00 +0000 UTC,New York,40.694305,-73.939876,10.2,10000,4.98,9.1,9.09,11.1,1020,,,70,12.52,39,16.99,0.42,,,,100,500,Rain,light rain,10n
1664791200,2022-10-03 10:00:00 +0000 UTC,New York,40.694305,-73.939876,10.46,10000,5.02,9.36,9.32,11.1,1021,,,69,12.07,27,16.99,0.76,,,,100,500,Rain,light rain,10n
1664794800,2022-10-03 11:00:00 +0000 UTC,New York,40.694305,-73.939876,10.28,10000,4.64,9.14,8.79,11.09,1023,,,68,10.73,54,16.09,0.51,,,,100,500,Rain,light rain,10d
1664798400,2022-10-03 12:00:00 +0000 UTC,New York,40.694305,-73.939876,10.35,10000,5.12,9.27,9.32,11.09,1021,,,70,10.73,41,17.43,0.25,,,,40,500,Rain,light rain,10d
1664802000,2022-10-03 13:00:00 +0000 UTC,New York,40.694305,-73.939876,10.55,10000,4.69,9.41,9.88,11.14,1022,,,67,11.62,59,16.09,0.68,,,,100,500,Rain,light rain,10d
1664805600,2022-10-03 14:00:00 +0000 UTC,New York,40.694305,-73.939876,10.39,10000,5.37,9.34,9.34,11.1,1023,,,71,10.28,37,15.2,0.25,,,,100,500,Rain,light rain,10d
1664809200,2022-10-03 15:00:00 +0000 UTC,New York,40.694305,-73.939876,10.97,10000,5.3,9.9,10.44,11.87,1022,,,68,10.8,30,14.92,0.25,,,,75,500,Rain,light rain,10d
1664812800,2022-10-03 16:00:00 +0000 UTC,New York,40.694305,-73.939876,11.01,10000,5.55,9.97,9.9,11.87,1022,,,69,12.96,56,16.09,,,,,75,500,Rain,light rain,10d
1664816400,2022-10-03 17:00:00 +0000 UTC,New York,40.694305,-73.939876,10.31,10000,5.69,9.3,9.88,10.98,1022,,,73,9.26,30,12.35,0.89,,,,100,500,Rain,light rain,10d
1664820000,2022-10-03 18:00:00 +0000 UTC,New York,40.694305,-73.939876,10.87,10000,5.41,9.81,9.88,11.1,1022,,,69,9.39,38,14.31,0.25,,,,100,500,Rain,light rain,10d
1664823600,2022-10-03 19:00:00 +0000 UTC,New York,40.694305,-73.939876,10.99,10000,5.11,9.89,9.88,11.09,1022,,,67,10.73,40,13.86,0.25,,,,100,500,Rain,light rain,10d
1664827200,2022-10-03 20:00:00 +0000 UTC,New York,40.694305,-73.939876,10.78,10000,5.74,9.77,9.09,11.87,1021,,,71,10.28,322,14.31,0.51,,,,100,500,Rain,light rain,10d
1664830800,2022-10-03 21:00:00 +0000 UTC,New York,40.694305,-73.939876,10.42,10000,5.39,9.37,9.88,10.87,1023,,,71,8.23,30,11.32,1.41,,,,100,501,Rain,moderate rain,10d
1664834400,2022-10-03 22:00:00 +0000 UTC,New York,40.694305,-73.939876,10.63,9656,6.39,9.71,9.09,11.87,1022,,,75,8.23,20,,1.52,,,,100,501,Rain,moderate rain,10d
1664838000,2022-10-03 23:00:00 +0000 UTC,New York,40.694305,-73.939876,9.98,8047,7.05,7,9.09,10.87,1022,,,82,6.69,30,,1.78,,,,100,501,Rain,moderate rain,10n
1664838000,2022-10-03 23:00:00 +0000 UTC,New York,40.694305,-73.939876,9.98,8047,7.05,7,9.09,10.87,1022,,,82,6.69,30,,1.78,,,,100,701,Mist,mist,50n
1664841600,2022-10-04 00:00:00 +0000 UTC,New York,40.694305,-73.939876,9.59,10000,7.37,5.43,8.77,10.44,1021,,,86,11.18,41,15.65,1.14,,,,100,501,Rain,moderate rain,10n
1664845200,2022-10-04 01:00:00 +0000 UTC,New York,40.694305,-73.939876,9.56,10000,7.17,5.98,8.77,10.43,1021,,,85,8.49,37,13.86,1.12,,,,100,501,Rain,moderate rain,10n
1664848800,2022-10-04 02:00:00 +0000 UTC,New York,40.694305,-73.939876,9.4,9656,7.18,5.83,8.77,10.03,1020,,,86,8.23,30,11.32,2.08,,,,100,501,Rain,moderate rain,10n
1664848800,2022-10-04 02:00:00 +0000 UTC,New York,40.694305,-73.939876,9.4,9656,7.18,5.83,8.77,10.03,1020,,,86,8.23,30,11.32,2.08,,,,100,701,Mist,mist,50n
1664852400,2022-10-04 03:00:00 +0000 UTC,New York,40.694305,-73.939876,9.2,10000,6.98,5.57,8.77,9.87,1020,,,86,8.23,30,10.29,0.83,,,,100,500,Rain,light rain,10n
1664856000,2022-10-04 04:00:00 +0000 UTC,New York,40.694305,-73.939876,9.16,10000,7.11,5.34,8.21,9.87,1019,,,87,8.94,351,13.41,1.32,,,,100,501,Rain,moderate rain,10n
1664859600,2022-10-04 05:00:00 +0000 UTC,New York,40.694305,-73.939876,8.78,8047,6.9,4.63,8.09,9.36,1018,,,88,9.83,20,13.86,1.69,,,,100,501,Rain,moderate rain,10n
1664859600,2022-10-04 05:00:00 +0000 UTC,New York,40.694305,-73.939876,8.78,8047,6.9,4.63,8.09,9.36,1018,,,88,9.83,20,13.86,1.69,,,,100,701,Mist,mist,50n
1664863200,2022-10-04 06:00:00 +0000 UTC,New York,40.694305,-73.939876,8.13,2816,6.43,4.78,7.65,8.87,1018,,,89,6.26,15,11.18,5.76,,,,100,701,Mist,mist,50n
1664863200,2022-10-04 06:00:00 +0000 UTC,New York,40.694305,-73.939876,8.13,2816,6.43,4.78,7.65,8.87,1018,,,89,6.26,15,11.18,5.76,,,,100,502,Rain,heavy intensity rain,10n
1664866800,2022-10-04 07:00:00 +0000 UTC,New York,40.694305,-73.939876,7.7,2414,6.64,4.57,7.09,8.36,1017,,,93,5.36,356,11.18,13.16,,,,100,502,Rain,heavy intensity rain,10n
1664866800,2022-10-04 07:00:00 +0000 UTC,New York,40.694305,-73.939876,7.7,2414,6.64,4.57,7.09,8.36,1017,,,93,5.36,356,11.18,13.16,,,,100,701,Mist,mist,50n
1664870400,2022-10-04 08:00:00 +0000 UTC,New York,40.694305,-73.939876,7.72,8047,6.66,4.11,7.09,8.36,1017,,,93,6.69,10,,5.04,,,,100,701,Mist,mist,50n
1664870400,2022-10-04 08:00:00 +0000 UTC,New York,40.694305,-73.939876,7.72,8047,6.66,4.11,7.09,8.36,1017,,,93,6.69,10,,5.04,,,,100,502,Rain,heavy intensity rain,10n
1664874000,2022-10-04 09:00:00 +0000 UTC,New York,40.694305,-73.939876,7.67,4828,6.61,3.76,6.54,8.36,1016,,,93,7.6,15,10.73,2.75,,,,100,501,Rain,moderate rain,10n
1664874000,2022-10-04 09:00:00 +0000 UTC,New York,40.694305,-73.939876,7.67,4828,6.61,3.76,6.54,8.36,1016,,,93,7.6,15,10.73,2.75,,,,100,701,Mist,mist,50n
