dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1640995200,2022-01-01 00:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.67,,-4.45,-6.38,-3.17,-2.34,1000,,,86,2.68,33,5.36,,,0.41,,98,600,Snow,light snow,13n
1640998800,2022-01-01 01:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-4.76,,-6.52,-10.15,-5.55,-3.45,1002,,,86,4.02,41,7.6,,,0.64,,100,601,Snow,snow,13n
1641002400,2022-01-01 02:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-5.93,,-6.9,-9.03,-6.66,-4.84,1005,,,92,1.79,35,,,,0.69,,100,601,Snow,snow,13n
1641006000,2022-01-01 03:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-7.53,,-9.12,-10.01,-8.17,-5.67,1005,,,87,1.34,38,2.68,,,0.61,,100,601,Snow,snow,13n
1641009600,2022-01-01 04:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-8.02,,-9.73,-8.02,-8.73,-6.5,1006,,,86,0.45,348,1.34,,,0.79,,100,601,Snow,snow,13n
1641013200,2022-01-01 05:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-8.23,,-9.94,-8.23,-9.28,-7.34,1006,,,86,0.89,21,,,,0.69,,100,601,Snow,snow,13n
1641016800,2022-01-01 06:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-8.72,,-10.42,-8.72,-9.28,-7.89,1006,,,86,0.89,14,2.24,,,0.37,,100,600,Snow,light snow,13n
1641020400,2022-01-01 07:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-9.51,,-11.33,-12.25,-10.4,-7.61,1006,,,85,1.34,44,3.13,,,0.3,,100,600,Snow,light snow,13n
1641024000,2022-01-01 08:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-10.84,,-12.91,-14.7,-11.66,-9.77,1006,,,83,1.79,38,,,,0.27,,100,600,Snow,light snow,13n
1641027600,2022-01-01 09:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-11.84,,-13.76,-11.84,-12.03,-10.39,1006,,,84,0.89,34,,,,0.24,,100,600,Snow,light snow,13n
1641031200,2022-01-01 10:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-12.27,,-13.93,-16.55,-13.33,-10.95,1005,,,86,1.89,17,,,,0.18,,100,600,Snow,light snow,13n
1641034800,2022-01-01 11:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-12.66,,-15.37,-17.17,-13.58,-11.87,1004,,,78,1.98,41,,,,0.13,,97,600,Snow,light snow,13n
1641038400,2022-01-01 12:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-13.68,,-15.7,-13.68,-14.28,-12.55,1009,,,83,0.89,36,2.24,,,0.14,,98,600,Snow,light snow,13n
1641042000,2022-01-01 13:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.05,,-16.07,-14.05,-14.84,-12.55,1010,,,83,0.89,13,1.34,,,0.18,,100,600,Snow,light snow,13n
1641045600,2022-01-01 14:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.19,,-16.34,-14.19,-14.99,-12.61,1011,,,82,0.89,22,3.13,,,0.28,,99,600,Snow,light snow,13n
1641049200,2022-01-01 15:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.6,,-16.74,-14.6,-15.4,-13.66,1013,,,82,0.89,69,2.24,,,0.37,,99,600,Snow,light snow,13d
1641052800,2022-01-01 16:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.02,,-16.17,-14.02,-14.84,-12.61,1014,,,82,0.45,223,1.34,,,0.37,,100,600,Snow,light snow,13d
1641056400,2022-01-01 17:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-13.3,,-15.73,-16.53,-14.28,-12.06,1016,,,80,1.34,36,2.24,,,0.32,,100,600,Snow,light snow,13d
1641060000,2022-01-01 18:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-12.68,,-15.25,-15.83,-13.14,-11.44,1015,,,79,1.34,18,2.68,,,0.26,,100,600,Snow,light snow,13d
1641063600,2022-01-01 19:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-11.65,,-14.67,-11.65,-12.59,-10.39,1015,,,76,0.89,17,1.34,,,0.34,,100,600,Snow,light snow,13d
1641067200,2022-01-01 20:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-11.35,,-14.52,-11.35,-12.62,-9.56,1016,,,75,0.89,296,1.34,,,0.24,,100,600,Snow,light snow,13d
1641070800,2022-01-01 21:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-10.7,,-14.18,-10.7,-12.06,-8.72,1016,,,73,0.89,117,1.34,,,0.11,,100,600,Snow,light snow,13d
1641074400,2022-01-01 22:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-9.96,,-13.92,-9.96,-10.92,-9,1017,,,70,0.45,28,0.89,,,,,82,803,Clouds,broken clouds,04d
1641078000,2022-01-01 23:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-10.5,,-14.29,-10.5,-11.48,-9.28,1017,,,71,0.45,126,,,,,,33,802,Clouds,scattered clouds,03d
1641081600,2022-01-02 00:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-12.17,,-15.17,-12.17,-13.17,-10.67,1018,,,76,0.45,5,1.34,,,,,11,801,Clouds,few clouds,02n
1641085200,2022-01-02 01:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-13.81,,-16.36,-13.81,-14.58,-12.61,1019,,,79,0.45,116,0.89,,,,,1,800,Clear,sky is clear,01n
1641088800,2022-01-02 02:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.41,,-16.55,-14.41,-15.8,-12.61,1020,,,82,0.89,186,,,,,,2,800,Clear,sky is clear,01n
1641092400,2022-01-02 03:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.52,,-16.66,-14.52,-15.8,-12.89,1021,,,82,0.45,130,1.79,,,,,0,800,Clear,sky is clear,01n
1641096000,2022-01-02 04:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-15.26,,-17.52,-18.75,-16.36,-12.61,1022,,,81,1.34,158,2.24,,,,,0,800,Clear,sky is clear,01n
1641099600,2022-01-02 05:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-15.74,,-17.99,-15.74,-17.02,-13.17,1021,,,81,0.89,188,2.68,,,,,0,800,Clear,sky is clear,01n
1641103200,2022-01-02 06:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-15.8,,-18.18,-15.8,-17.58,-13.72,1022,,,80,0.45,136,1.34,,,,,0,800,Clear,sky is clear,01n
1641106800,2022-01-02 07:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.09,,-16.77,-14.09,-16.1,-13.16,1021,,,78,0.45,187,0.89,,,,,0,800,Clear,sky is clear,01n
1641110400,2022-01-02 08:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.25,,-17.35,-14.25,-15.55,-12.91,1023,,,75,0.45,123,4.02,,,,,0,800,Clear,sky is clear,01n
1641114000,2022-01-02 09:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-13.48,,-17.03,-13.48,-14.43,-12.33,1023,,,72,0.45,116,3.58,,,,,0,800,Clear,sky is clear,01n
1641117600,2022-01-02 10:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-13.16,,-16.72,-13.16,-14.43,-11.44,1023,,,72,0.45,95,5.81,,,,,0,800,Clear,sky is clear,01n
1641121200,2022-01-02 11:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-12.44,,-16.32,-12.44,-13.14,-10.95,1023,,,70,0.89,184,3.13,,,,,0,800,Clear,sky is clear,01n
1641124800,2022-01-02 12:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-12.2,,-15.94,-12.2,-13.88,-10.39,1024,,,71,0.89,188,2.24,,,,,0,800,Clear,sky is clear,01n
1641128400,2022-01-02 13:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-11.58,,-15.34,-14.59,-13.88,-9.28,1025,,,71,1.34,188,3.13,,,,,0,800,Clear,sky is clear,01n
1641132000,2022-01-02 14:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-11.55,,-15.16,-11.55,-13.88,-10.67,1026,,,72,0.45,194,2.24,,,,,0,800,Clear,sky is clear,01n
1641135600,2022-01-02 15:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-10.42,,-13.91,-10.42,-13.32,-9.56,1027,,,73,0.89,184,2.24,,,,,0,800,Clear,sky is clear,01d
1641139200,2022-01-02 16:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-5.27,,-10.56,-5.27,-6.66,-2.61,1027,,,63,0.45,186,2.68,,,,,0,800,Clear,sky is clear,01d
1641142800,2022-01-02 17:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-1.13,,-8.35,-1.13,-2.33,0.16,1027,,,54,0.89,113,,,,0.51,,0,601,Snow,snow,13d
1641146400,2022-01-02 18:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,1.68,,-6.54,0.41,0.2,3.09,1027,,,51,1.34,152,1.34,1.4,,,,0,501,Rain,moderate rain,10d
1641150000,2022-01-02 19:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,3.87,,-4.96,2.89,3.49,4.56,1028,,,50,1.34,180,2.68,1.38,,,,0,501,Rain,moderate rain,10d
1641153600,2022-01-02 20:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,5.26,,-4.8,5.26,5.2,6.28,1026,,,46,0.89,112,1.34,1.27,,,,0,501,Rain,moderate rain,10d
1641157200,2022-01-02 21:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,3.59,,-0.53,1.97,2.11,6.34,1024,,,74,1.79,172,,,,,,0,800,Clear,sky is clear,01d
1641160800,2022-01-02 22:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,2.57,,2.57,2.57,0.45,5.33,1023,,,100,0.89,181,,,,,,0,800,Clear,sky is clear,01d
1641164400,2022-01-02 23:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,1.7,,1.7,0.43,-0.17,4.33,1024,,,100,1.34,178,,,,,,0,800,Clear,sky is clear,01d
1641168000,2022-01-03 00:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-0.33,,-9.67,-3.08,-1.48,1.42,1026,,,45,2.2,204,,,,,,0,800,Clear,sky is clear,01n
1641171600,2022-01-03 01:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-0.87,,-6.15,-0.87,-1.36,0.12,1029,,,64,0.45,210,1.34,,,,,0,800,Clear,sky is clear,01n
1641175200,2022-01-03 02:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-1.4,,-7.02,-5.36,-3.13,-0.39,1024,,,62,3.2,215,,,,,,0,800,Clear,sky is clear,01n
1641178800,2022-01-03 03:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.54,,-7.58,-2.54,-4.8,-0.12,1025,,,65,0.89,184,1.79,,,,,0,800,Clear,sky is clear,01n
1641182400,2022-01-03 04:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.4,,-7.89,-3.4,-5.91,-1.22,1025,,,68,0.45,192,,,,,,0,800,Clear,sky is clear,01n
1641186000,2022-01-03 05:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.71,,-7.74,-2.71,-5.8,-0.95,1023,,,65,0.45,175,0.89,,,,,0,800,Clear,sky is clear,01n
1641189600,2022-01-03 06:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.77,,-8.34,-2.77,-4.99,-0.88,1023,,,62,0.45,183,2.24,,,,,0,800,Clear,sky is clear,01n
1641193200,2022-01-03 07:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.43,,-8.61,-3.43,-5.69,-1.44,1022,,,64,0.89,0,1.34,,,,,2,800,Clear,sky is clear,01n
1641196800,2022-01-03 08:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.04,,-8.78,-3.04,-5.44,-1.51,1022,,,61,0.45,253,,,,,,10,800,Clear,sky is clear,01n
1641200400,2022-01-03 09:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-4.29,,-9.26,-4.29,-6.1,-3.1,1022,,,65,0.45,186,0.89,,,,,0,800,Clear,sky is clear,01n
1641204000,2022-01-03 10:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-5.14,,-9.91,-5.14,-7.47,-3.66,1022,,,66,0.89,186,1.79,,,,,2,800,Clear,sky is clear,01n
1641207600,2022-01-03 11:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-4.61,,-10.1,-9.65,-7.47,-3.1,1021,,,62,3.65,224,,,,,,31,802,Clouds,scattered clouds,03n
1641211200,2022-01-03 12:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.7,,-9.98,-3.7,-6.66,-2.61,1021,,,58,0.89,189,1.79,,,,,80,803,Clouds,broken clouds,04n
1641214800,2022-01-03 13:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-4.26,,-10.33,-4.26,-5.25,-3.17,1021,,,59,0.89,188,2.68,,,,,87,804,Clouds,overcast clouds,04n
1641218400,2022-01-03 14:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.67,,-9.39,-3.67,-5.55,-2.55,1020,,,61,0.45,47,,,,,,98,804,Clouds,overcast clouds,04n
1641222000,2022-01-03 15:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.84,,-8.78,-2.84,-4.58,-1.77,1020,,,60,0.45,183,1.79,,,,,100,804,Clouds,overcast clouds,04d
1641225600,2022-01-03 16:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-1.02,,-8.46,-1.02,-1.55,-0.33,1020,,,53,0.45,263,,,,,,100,804,Clouds,overcast clouds,04d
1641229200,2022-01-03 17:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,1.87,,-7.57,1.87,0.98,2.67,1020,,,46,0.45,188,1.34,,,,,100,804,Clouds,overcast clouds,04d
1641232800,2022-01-03 18:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,3.62,,-5.17,3.62,3.53,6.56,1021,,,50,0.89,232,1.34,0.25,,,,98,500,Rain,light rain,10d
1641236400,2022-01-03 19:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,5.83,,-1.17,4.13,4.18,8.14,1015,,,60,2.22,225,,,,,,87,804,Clouds,overcast clouds,04d
1641240000,2022-01-03 20:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,7.04,,-0.37,5.87,5.36,9.81,1014,,,59,1.87,221,,,,,,89,804,Clouds,overcast clouds,04d
1641243600,2022-01-03 21:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,9.71,,-1.19,9.43,7.44,11.73,1013,,,46,1.4,214,,,,,,86,804,Clouds,overcast clouds,04d
1641247200,2022-01-03 22:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,7.84,,-0.56,7.26,5.47,9.82,1012,,,55,1.44,191,,,,,,23,801,Clouds,few clouds,02d
1641250800,2022-01-03 23:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,5.39,,-1.34,3.94,3.88,6.8,1011,,,61,1.89,190,,,,,,65,803,Clouds,broken clouds,04d
1641254400,2022-01-04 00:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,2.3,,-1.8,0.29,1.39,4.07,1011,,,73,1.94,206,,,,,,49,802,Clouds,scattered clouds,03n
1641258000,2022-01-04 01:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,2.29,,-4.95,-0.52,1.42,3.2,1014,,,56,2.73,217,,,,,,17,801,Clouds,few clouds,02n
1641261600,2022-01-04 02:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,1.05,,-4.06,1.05,-0.25,2.09,1013,,,66,0.45,31,0.89,,,,,5,800,Clear,sky is clear,01n
1641265200,2022-01-04 03:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-0.07,,-4.5,-0.07,-1.91,3.01,1012,,,69,0.89,219,1.79,,,,,7,800,Clear,sky is clear,01n
1641268800,2022-01-04 04:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-0.69,,-5.44,-2.27,-2.47,2.66,1012,,,67,1.34,305,,,,,,68,803,Clouds,broken clouds,04n
1641272400,2022-01-04 05:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-1.49,,-5.71,-1.49,-3.02,1.55,1011,,,70,0.45,315,0.89,,,,,100,804,Clouds,overcast clouds,04n
1641276000,2022-01-04 06:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-1.34,,-5.73,-3,-3.02,0.44,1010,,,69,1.34,319,,,,,,46,802,Clouds,scattered clouds,03n
1641279600,2022-01-04 07:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-1.39,,-6.83,-1.39,-3.21,0.79,1009,,,63,0.89,152,,,,,,4,800,Clear,sky is clear,01n
1641283200,2022-01-04 08:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.27,,-6.8,-2.27,-4.32,-0.67,1008,,,68,0.89,322,,,,,,0,800,Clear,sky is clear,01n
1641286800,2022-01-04 09:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.32,,-7.64,-3.32,-3.73,-0.12,1007,,,69,0.89,244,,,,,,1,800,Clear,sky is clear,01n
1641290400,2022-01-04 10:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.2,,-7.7,-3.2,-3.72,-1.5,1007,,,68,0.45,215,1.34,,,,,0,800,Clear,sky is clear,01n
1641294000,2022-01-04 11:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.6,,-8.18,-2.6,-2.77,-0.95,1007,,,62,0.45,263,1.79,,,,,0,800,Clear,sky is clear,01n
1641297600,2022-01-04 12:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.93,,-8.86,-4.8,-3.88,-1.23,1006,,,60,1.34,184,,,,,,0,800,Clear,sky is clear,01n
1641301200,2022-01-04 13:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.19,,-8.93,-5.1,-3.73,0.44,1007,,,61,1.34,272,,,,,,0,800,Clear,sky is clear,01n
1641304800,2022-01-04 14:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.77,,-8.59,-3.77,-4.28,0.42,1009,,,66,0.45,244,0.89,,,,,32,802,Clouds,scattered clouds,03n
1641308400,2022-01-04 15:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-1.14,,-8.79,-1.14,-4.32,1.31,1009,,,52,0.89,278,3.58,,,,,74,803,Clouds,broken clouds,04d
1641312000,2022-01-04 16:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,1.76,,-8.7,-0.67,0.17,4.09,1009,,,42,2.24,64,4.02,,,,,55,803,Clouds,broken clouds,04d
1641315600,2022-01-04 17:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,6.28,,-9.3,4.09,3.09,9.71,1013,,,29,2.94,229,,,,,,4,800,Clear,sky is clear,01d
1641319200,2022-01-04 18:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,8.4,,-4.51,7.03,5.6,11.27,1008,,,38,2.36,234,,,,,,10,800,Clear,sky is clear,01d
1641322800,2022-01-04 19:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,9.49,,-10.47,7.82,8.53,10.17,1008,,,21,3.13,248,6.71,,,,,0,800,Clear,sky is clear,01d
1641326400,2022-01-04 20:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,9.24,,-10.14,7.52,9.05,9.75,1008,,,22,3.13,270,10.73,,,,,0,800,Clear,sky is clear,01d
1641330000,2022-01-04 21:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,8.69,,-9.11,6.86,8.49,9.56,1009,,,25,3.13,308,11.18,,,,,4,800,Clear,sky is clear,01d
1641333600,2022-01-04 22:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,7.61,,-9.07,5.56,6.87,9.2,1009,,,27,3.13,325,8.94,,,,,2,800,Clear,sky is clear,01d
1641337200,2022-01-04 23:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,7.02,,-8.33,5.93,6.31,7.53,1010,,,30,1.79,340,5.36,,,,,6,800,Clear,sky is clear,01d
1641340800,2022-01-05 00:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,4.64,,-6.36,3.18,4.6,5.23,1012,,,42,1.79,342,4.47,,,,,3,800,Clear,sky is clear,01n
1641344400,2022-01-05 01:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,3.07,,-6.34,-0.24,2.42,4.12,1012,,,47,3.58,38,5.36,,,,,1,800,Clear,sky is clear,01n
1641348000,2022-01-05 02:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,2.36,,-6.68,-0.39,1.42,4.05,1013,,,48,2.68,35,4.47,,,,,2,800,Clear,sky is clear,01n
1641351600,2022-01-05 03:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,2.03,,-6.48,0.81,1.3,3.22,1014,,,50,1.34,30,,,,,,5,800,Clear,sky is clear,01n
1641355200,2022-01-05 04:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,0.41,,-5.91,-2.71,-0.95,2.64,1015,,,59,2.68,353,5.36,,,,,0,800,Clear,sky is clear,01n
1641358800,2022-01-05 05:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-1.17,,-6.08,-4.12,-2.62,0.72,1015,,,66,2.24,47,5.36,,,,,1,800,Clear,sky is clear,01n
1641362400,2022-01-05 06:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.21,,-6.89,-7.03,-3.88,-2.34,1016,,,73,2.68,126,5.36,,,,,2,800,Clear,sky is clear,01n
1641366000,2022-01-05 07:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-4.08,,-7.43,-6.1,-4.84,-2.89,1016,,,75,1.34,104,,,,,,2,800,Clear,sky is clear,01n
1641369600,2022-01-05 08:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-5.18,,-8.2,-5.18,-5.95,-4.28,1016,,,77,0.45,29,0.89,,,,,0,800,Clear,sky is clear,01n
1641373200,2022-01-05 09:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-7.41,,-10.23,-12.11,-10.57,-5.27,1014,,,78,2.75,199,,,,,,0,800,Clear,sky is clear,01n
1641376800,2022-01-05 10:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-6.98,,-9.67,-11.5,-8.4,-5.2,1016,,,79,2.67,203,,,,,,0,800,Clear,sky is clear,01n
1641380400,2022-01-05 11:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-7.37,,-10.19,-12.25,-10.57,-4.83,1014,,,78,2.91,206,,,,,,0,800,Clear,sky is clear,01n
1641384000,2022-01-05 12:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-7.02,,-10.14,-12.1,-10.79,-4.25,1012,,,76,3.15,208,,,,,,0,800,Clear,sky is clear,01n
1641387600,2022-01-05 13:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-6.66,,-9.79,-11.81,-10.28,-3.97,1012,,,76,3.29,214,,,,,,13,801,Clouds,few clouds,02n
1641391200,2022-01-05 14:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-6.28,,-9.42,-11.48,-9.3,-3.82,1012,,,76,3.43,221,,,,,,5,800,Clear,sky is clear,01n
1641394800,2022-01-05 15:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-5.02,,-8.65,-10.05,-6.89,-3.02,1011,,,73,3.53,223,,,,,,0,800,Clear,sky is clear,01d
1641398400,2022-01-05 16:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-2.82,,-6.04,-7.18,-4.43,-1.42,1008,,,76,3.31,221,,,,,,76,803,Clouds,broken clouds,04d
1641402000,2022-01-05 17:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-0.06,,-4.66,-0.06,-2.77,1.97,1007,,,68,0.89,86,1.79,,,,,55,803,Clouds,broken clouds,04d
1641405600,2022-01-05 18:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,3.06,,-3.89,0.73,1.26,5.22,1007,,,58,2.37,194,,,,,,88,804,Clouds,overcast clouds,04d
1641409200,2022-01-05 19:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,4.19,,-4.01,4.19,2.21,7.25,1003,,,53,0.89,42,2.24,,,,,83,803,Clouds,broken clouds,04d
1641412800,2022-01-05 20:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,4.1,,-3.65,2.59,1.17,7.9,1001,,,55,1.76,278,,,,,,94,804,Clouds,overcast clouds,04d
1641416400,2022-01-05 21:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,1.39,,-5.49,-1.11,-0.55,4.05,1004,,,57,2.24,316,6.71,,,,,79,803,Clouds,broken clouds,04d
1641420000,2022-01-05 22:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-3.05,,-6.58,-7.39,-4.9,-0.73,1012,,,74,3.24,28,,,,0.11,,100,600,Snow,light snow,13d
1641423600,2022-01-05 23:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-7.39,,-8.85,-13.34,-9.07,-5.35,1018,,,88,3.98,39,,,,0.3,,100,600,Snow,light snow,13d
1641427200,2022-01-06 00:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-11.49,,-13.82,-11.49,-11.66,-9.84,1012,,,81,0.89,67,2.24,,,0.66,,100,601,Snow,snow,13n
1641430800,2022-01-06 01:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-11.89,,-13.68,-17.81,-13.28,-10.95,1028,,,85,3.02,37,,,,0.69,,100,601,Snow,snow,13n
1641434400,2022-01-06 02:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-13.14,,-15.04,-18.03,-14.15,-12.44,1029,,,84,2.15,52,,,,0.5,,100,600,Snow,light snow,13n
1641438000,2022-01-06 03:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-14.83,,-16.97,-19.97,-15.77,-13.17,1030,,,82,2.13,48,,,,0.44,,100,600,Snow,light snow,13n
1641441600,2022-01-06 04:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-15.17,,-17.56,-18.65,-15.95,-14.77,1019,,,80,1.34,38,,,,0.44,,100,600,Snow,light snow,13n
1641445200,2022-01-06 05:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-15.58,,-17.96,-15.58,-15.95,-14.77,1020,,,80,0.89,31,2.24,,,0.47,,100,600,Snow,light snow,13n
1641448800,2022-01-06 06:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-15.58,,-17.83,-15.58,-15.95,-14.77,1022,,,81,0.45,84,1.34,,,0.49,,100,600,Snow,light snow,13n
1641452400,2022-01-06 07:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-15.5,,-17.75,-15.5,-15.91,-14.56,1022,,,81,0.89,348,0.89,,,0.29,,100,600,Snow,light snow,13n
1641456000,2022-01-06 08:00:00 +0000 UTC,-25200,Denver,39.739236,-104.990251,-15.6,,-17.85,-15.6,-16.51,-14,1022,,,81,0.89,31,2.24,,,0.29,,100,600,Snow,light snow,13n
